strategy,variant,sample,n,n_events,hit,ev_raw,ev,ev_ev,t,fill_rate
S1_taker,incumbent,train,340,166,0.5911764705882353,0.0846324103235294,0.10010088672794386,0.08562105874687083,4.031220762491413,
S2_maker,incumbent,train,3261,708,0.4363692118981907,-0.060929469487887154,0.03627495265864762,0.034601906753472474,4.540871378403946,0.352045773507503
S1_taker,seasonal,train,337,165,0.599406528189911,0.08056046376854599,0.10003780542710908,0.08768193544933521,3.9993209879091496,
S2_maker,seasonal,train,3238,700,0.4076590487955528,-0.06488449660284126,0.03672096370303625,0.03396162147732526,4.651672108042471,0.3520713276068283
S1_taker,seasonal_t8,train,491,228,0.6680244399185336,0.04880017034623219,0.07356898758424718,0.06315981423433387,3.8390342489357674,
S2_maker,seasonal_t8,train,3233,688,0.5394370553665326,-0.06643179709248377,0.03666137463668078,0.03692961771403495,4.726346545406047,0.345849379546427
S1_taker,seasonal_t12,train,399,190,0.6491228070175439,0.07595154045112783,0.08678752552411292,0.07951481229055575,4.3423345887522,
S2_maker,seasonal_t12,train,3215,685,0.49891135303265943,-0.06561990668740281,0.038171139973504506,0.033004417810649334,4.04598402760835,0.347004856988667
