asset,event,slug,ts,ask,n_ask,gap,label,delta,ret_T,covd,limit,fill_t,ev_taker,fill_1800,ev_am_1800,ev_fb_1800,fill_7200,ev_am_7200,ev_fb_7200,fill_14400,ev_am_14400,ev_fb_14400
BTC,2026-04-02,bitcoin-above-64k-on-april-2,1774824300,0.66,0.74,0.05849156790290744,1,6.146056773253944,0.017049726959861827,True,0.65,1774824321.57,0.14174341013621083,True,0.24521141013621084,,True,0.24521141013621084,,True,0.24521141013621084,
BTC,2026-02-11,bitcoin-above-64k-on-february-11,1770306300,0.682,0.695,0.07059478235822803,1,3.3754687220782524,-0.021551217058698193,True,0.672,1770306363.615,0.3629072091043551,True,0.400745459104355,,True,0.400745459104355,,True,0.400745459104355,
BTC,2026-03-03,bitcoin-above-64k-on-march-3,1772276400,0.49,0.51,0.05543738841061885,1,6.7702164570287025,0.0616264662691409,True,0.48,1772279943.742,0.055282483876138044,False,,0.06527548387613802,True,0.10277548387613805,,True,0.10277548387613805,
BTC,2026-04-02,bitcoin-above-66k-on-april-2,1774824300,0.44,0.53,0.053977547811831894,1,7.1685931296965615,0.017049726959861827,True,0.43,1774824325.604,0.33034044445233224,True,0.44777744445233236,,True,0.44777744445233236,,True,0.44777744445233236,
BTC,2026-02-10,bitcoin-above-66k-on-february-10,1770448500,0.671,0.675,0.05255779131462657,1,5.23769905334556,0.021553788097050334,True,0.661,1770448989.829,0.1967514944880686,True,0.22610774448806864,,True,0.22610774448806864,,True,0.22610774448806864,
BTC,2026-02-11,bitcoin-above-66k-on-february-11,1770306300,0.58,0.59,0.05707026118432246,1,3.8976535776931738,-0.021551217058698193,True,0.57,1770306326.589,0.4770661782724772,True,0.5139991782724772,,True,0.5139991782724772,,True,0.5139991782724772,
BTC,2026-02-14,bitcoin-above-66k-on-february-14,1770822000,0.54,0.51,0.0742835038163101,1,7.044050957702433,0.045994824587594935,True,0.53,1770823229.004,0.14851711181439647,True,0.14601011181439644,,True,0.14601011181439644,,True,0.14601011181439644,
BTC,2026-02-16,bitcoin-above-66k-on-february-16,1770811200,0.59,0.63,0.0572232817253534,1,5.480797885473622,0.012552235701407703,True,0.58,1770821834.435,0.2848867331097581,False,,0.2947117331097582,False,,0.17773573310975815,True,0.35120373310975816,
BTC,2026-03-12,bitcoin-above-66k-on-march-12,1772762400,0.8,0.84,0.054405921486241016,1,3.258265067547674,-0.01357314445366334,True,0.79,,0.19481690243014976,False,,0.19481690243014976,False,,0.19481690243014976,False,,0.20434790243014977
BTC,2026-03-23,bitcoin-above-66k-on-march-23,1773928800,0.8,0.829,0.05231693197346621,1,4.2370134331566955,0.0039607806093806324,True,0.79,,0.14429498935226773,False,,0.15479679935226773,False,,0.16244511935226763,False,,0.0977199993522677
BTC,2026-04-06,bitcoin-above-68k-on-april-6,1775142000,0.35,0.36,0.06472234946639788,1,8.075867656317984,0.04489435258743878,True,0.34,1775153293.798,0.2613111499877676,False,,0.2613111499877676,False,,0.21050614998776773,True,0.29743914998776755,
BTC,2026-04-07,bitcoin-above-68k-on-april-7,1775142000,0.37,0.38,0.0563902062630558,1,7.034921211434461,0.019541564586474505,True,0.36,1775143223.825,0.46603463278599405,True,0.5025266327859941,,True,0.5025266327859941,,True,0.5025266327859941,
