asset,event,slug,ts,ask,n_ask,gap,label,delta,ret_T,covd,limit,fill_t,ev_taker,fill_1800,ev_am_1800,ev_fb_1800,fill_7200,ev_am_7200,ev_fb_7200,fill_14400,ev_am_14400,ev_fb_14400
BTC,2025-11-26,bitcoin-above-90k-on-november-26,1763676900,0.3,0.3,0.06660625506178464,0,5.485515957038089,-0.00015497117874297165,True,0.29,,-0.31384990312612443,False,,-0.31384990312612443,False,,-0.3548579031261245,False,,-0.30356290312612444
BTC,2025-11-27,bitcoin-above-90k-on-november-27,1763676900,0.32,0.32,0.05288865113201141,1,5.088804010165136,0.039681992297982006,True,0.31,,0.46283411846268707,False,,0.46283411846268707,False,,0.42193811846268714,False,,0.4730931184626871
BTC,2025-11-29,bitcoin-above-90k-on-november-29,1764111600,0.23,0.23,0.05135128722690255,1,7.319396606639141,0.037694488309035705,True,0.22,,0.48170209018184534,False,,0.48170209018184534,False,,0.48170209018184534,False,,0.44030209018184535
BTC,2025-11-30,bitcoin-above-90k-on-november-30,1764112500,0.27,0.27,0.0511786787263766,1,6.771335492132494,0.04366088657320363,True,0.26,,0.4205604891288952,False,,0.4205604891288952,False,,0.4205604891288952,False,,0.4205604891288952
BTC,2025-11-30,bitcoin-above-90k-on-november-30,1764198900,0.5,0.5,0.0887733104759425,1,10.238851647265479,0.013556619310210162,True,0.49,,0.3436957860443037,False,,0.3436957860443037,False,,0.21487878604430366,False,,0.14649578604430374
BTC,2025-12-01,bitcoin-above-92k-on-december-1,1764179100,0.17,0.17,0.10770985550553233,0,7.141237271142249,-0.056234262737319976,True,0.16,,0.22170521297495516,False,,0.22170521297495516,False,,0.22170521297495516,False,,0.22170521297495516
BTC,2025-12-02,bitcoin-above-92k-on-december-2,1764178200,0.17,0.17,0.0704186104884505,0,5.758779469182572,0.025058760372817773,True,0.16,,-0.32418487475814883,False,,-0.5000158747581489,False,,-0.5000158747581489,False,,-0.5000158747581489
BTC,2026-01-15,bitcoin-above-92k-on-january-15,1768231800,0.37,0.37,0.05008174439647556,1,10.744262876056377,0.05848479569387374,True,0.36,,-0.01469301918742949,False,,-0.01469301918742949,False,,-0.01469301918742949,False,,-0.01469301918742949
BTC,2026-01-08,bitcoin-above-92k-on-january-8,1767485700,0.38,0.45,0.06491627992798066,0,7.992225417051485,-0.005437184209844049,True,0.37,,-0.4238697981608934,False,,-0.44398179816089334,False,,-0.41379279816089337,False,,-0.4339327981608934
BTC,2025-11-23,bitcoin-above-92k-on-november-23,1763587800,0.3,0.3,0.05650660524592155,0,6.992090840510271,-0.038632014103235406,True,0.29,,-0.044581448038304106,False,,-0.044581448038304106,False,,-0.044581448038304106,False,,-0.044581448038304106
BTC,2025-11-24,bitcoin-above-92k-on-november-24,1763588700,0.32,0.43,0.07833402854169808,0,6.484068441594753,-0.03646930729109293,True,0.31,,-0.21068751550700288,False,,-0.2005825155070029,False,,-0.28103051550700286,False,,-0.35068751550700283
BTC,2025-11-24,bitcoin-above-92k-on-november-24,1763676900,0.14,0.14,0.055241507365705905,0,5.085404175314497,-0.007136459955895619,True,0.13,,-0.11213621674332372,False,,-0.11213621674332372,False,,-0.15404021674332372,False,,-0.11213621674332372
BTC,2025-11-25,bitcoin-above-92k-on-november-25,1763588700,0.33,0.33,0.07582270635708876,0,5.930145291990931,-0.03736246189010496,True,0.32,,-0.1239121725252035,False,,-0.1239121725252035,False,,-0.1239121725252035,False,,-0.1239121725252035
BTC,2025-11-26,bitcoin-above-92k-on-november-26,1763677800,0.2,0.2,0.05453457128155631,0,4.745370002923747,-0.0028499243290320037,True,0.19,1763691487.551,-0.19767605457840895,False,,-0.19767605457840895,False,,-0.19767605457840895,True,-0.17647605457840895,
BTC,2025-11-30,bitcoin-above-92k-on-november-30,1764181800,0.26,0.26,0.06902686647223388,0,9.109288468493473,0.015362970692248831,True,0.25,,-0.41341373176870544,False,,-0.41341373176870544,False,,-0.41341373176870544,False,,-0.41341373176870544
BTC,2025-12-01,bitcoin-above-94k-on-december-1,1764206100,0.16,0.16,0.050108676469827335,0,6.331820020762225,-0.0692762140004774,True,0.15,,0.26923651877083116,False,,0.26923651877083116,False,,0.15484751877083114,False,,0.13423151877083117
BTC,2025-12-02,bitcoin-above-94k-on-december-2,1764179100,0.12,0.21,0.05031845060250911,0,4.801194879373567,0.015519250845420881,True,0.11,,-0.2961239476907486,False,,-0.2961239476907486,False,,-0.2961239476907486,False,,-0.2961239476907486
BTC,2025-12-06,bitcoin-above-94k-on-december-6,1764722700,0.243,0.288,0.052339709906841225,0,7.106619543041053,-0.01973919239120542,True,0.233,,-0.16207498958881228,False,,-0.18879934958881228,False,,-0.2623113495888123,False,,-0.3109161495888123
BTC,2026-01-12,bitcoin-above-94k-on-january-12,1767735000,0.4,0.4,0.06938369100483133,0,7.110372515822234,-0.01476386035687927,True,0.39,,-0.31182345309100823,False,,-0.31182345309100823,False,,-0.31182345309100823,False,,-0.31182345309100823
BTC,2026-01-15,bitcoin-above-94k-on-january-15,1768232700,0.16,0.16,0.060179732961368526,1,8.335553232202383,0.05619099832390044,True,0.15,,0.362208942300533,False,,0.362208942300533,False,,0.362208942300533,False,,0.362208942300533
BTC,2025-11-19,bitcoin-above-94k-on-november-19,1763172000,0.595,0.595,0.05009627822594587,0,6.96801773672494,-0.060333512070624686,True,0.585,,-0.1914632677729789,False,,-0.29526694777297885,False,,-0.30691918777297883,False,,-0.3214561377729788
BTC,2025-11-22,bitcoin-above-94k-on-november-22,1763505000,0.41,0.41,0.05455732927870105,0,7.701689361817355,-0.09696911187128518,True,0.4,,0.31989297732395405,False,,0.31989297732395405,False,,0.30977397732395406,False,,0.36050897732395404
BTC,2025-11-25,bitcoin-above-94k-on-november-25,1763588700,0.22,0.22,0.0506401513192449,0,5.13200570367276,-0.03736246189010496,True,0.21,,-0.040267632476725185,False,,-0.040267632476725185,False,,-0.040267632476725185,False,,-0.040267632476725185
BTC,2025-11-30,bitcoin-above-94k-on-november-30,1764179100,0.039,0.039,0.06092564811963643,0,4.508424474452801,0.024662042912292608,True,0.029,,-0.15281048785578524,False,,-0.15281048785578524,False,,-0.15281048785578524,False,,-0.15281048785578524
BTC,2025-12-01,bitcoin-above-96k-on-december-1,1764210600,0.08,0.08,0.057608044674354694,0,4.886190967443714,-0.07797087747802826,True,0.07,,0.29582859725680216,False,,0.29582859725680216,False,,0.29582859725680216,False,,0.22940202725680217
BTC,2026-01-20,bitcoin-above-96k-on-january-20,1768493700,0.5,0.58,0.05386432585223977,0,9.466621435268054,-0.06682425465327894,True,0.49,,0.035547921496541623,False,,0.035547921496541623,False,,0.06527492149654146,False,,0.14516292149654159
BTC,2026-01-22,bitcoin-above-96k-on-january-22,1768597200,0.4,0.4,0.06132023844600787,0,9.735710797494232,-0.07075888468511231,False,0.39,,0.27208803764749717,False,,0.27208803764749717,False,,0.27208803764749717,False,,0.1813950376474972
BTC,2025-11-23,bitcoin-above-96k-on-november-23,1763603100,0.14,0.14,0.06091405613451728,0,6.221892073725456,-0.06545797761994343,True,0.13,,0.25884447211562434,False,,0.25884447211562434,False,,0.25884447211562434,False,,0.18565947211562434
BTC,2025-12-02,bitcoin-above-98k-on-december-2,1764210600,0.029,0.124,0.059626133100962694,0,3.09842971704998,-0.006217363895287417,True,0.019,,-0.11233961494512784,False,,-0.09653426494512785,False,,-0.08703593494512785,False,,-0.08809186494512784
BTC,2025-11-18,bitcoin-above-98k-on-november-18,1763172000,0.24,0.24,0.050190249429098444,0,7.569253942491504,-0.022668873383280542,False,0.23,,-0.08118154077176304,False,,-0.08118154077176304,False,,-0.08118154077176304,False,,-0.08118154077176304
BTC,2025-11-20,bitcoin-above-98k-on-november-20,1763174700,0.3,0.3,0.06320318158399602,0,6.4778139876324365,-0.09000752821717029,True,0.29,,0.26835202527740687,False,,0.13589502527740688,False,,0.1763990252774068,False,,0.1763990252774068
ETH,2026-02-10,ethereum-above-1800-on-february-10,1770306300,0.735,0.736,0.05507144335332059,1,2.43641352170627,0.029472375851881904,True,0.725,1770306302.39,0.1785918249576656,True,0.2031931049576656,,True,0.2031931049576656,,True,0.2031931049576656,
ETH,2026-02-08,ethereum-above-1800-on-february-8,1770306300,0.771,0.777,0.06239119792411485,1,2.6356038068826626,0.059665240299766574,True,0.761,1770306363.355,0.05361709552736635,True,0.08174606552736635,,True,0.08174606552736635,,True,0.08174606552736635,
ETH,2026-03-03,ethereum-above-1800-on-march-3,1772270100,0.651,0.667,0.05507191651067023,1,4.824171942758368,0.06502943668470508,True,0.641,,0.0037390460922639424,False,,0.011556486092263951,False,,-0.072977063907736,False,,-0.04782518390773599
ETH,2026-02-26,ethereum-above-1900-on-february-26,1771811100,0.4,0.39,0.05313771024419134,1,5.307877682896484,0.06030733990817171,True,0.39,1771811223.693,0.27324301638656284,True,0.28989601638656287,,True,0.28989601638656287,,True,0.28989601638656287,
ETH,2026-02-08,ethereum-above-1900-on-february-8,1770293700,0.818,0.819,0.053979954875317926,1,2.78975902341115,0.006735230860639212,True,0.808,1770297358.91,0.15183359893177456,False,,0.17767880893177448,True,0.17321032893177446,,True,0.17321032893177446,
ETH,2026-02-09,ethereum-above-1900-on-february-9,1770291000,0.809,0.818,0.05224947761110421,1,2.766370936779274,0.013408971578712672,True,0.799,1770291177.129,0.13448449073255,True,0.16390581073254992,,True,0.16390581073254992,,True,0.16390581073254992,
ETH,2026-03-17,ethereum-above-1900-on-march-17,1773360000,0.83,0.83,0.053991626363088074,1,2.8783987404916695,0.11108170472658942,True,0.82,,-0.15961443897668245,False,,-0.15961443897668245,False,,-0.2542944389766825,False,,-0.2542944389766825
ETH,2026-03-03,ethereum-above-1900-on-march-3,1772297100,0.52,0.54,0.05057168715315874,1,5.73135787424062,0.03681245832427159,True,0.51,1772299631.183,0.2316266271130313,False,,0.2515426271130313,True,0.2790146271130314,,True,0.2790146271130314,
ETH,2026-02-08,ethereum-above-2000-on-february-8,1770295500,0.62,0.64,0.05236095291172593,1,4.060108748589675,0.01338492251716248,True,0.61,1770303841.725,0.2895277589888736,False,,0.30916375898887366,False,,0.2895277589888736,True,0.3356557589888737,
ETH,2026-02-09,ethereum-above-2000-on-february-9,1770293700,0.64,0.66,0.05336112249046365,1,3.7584415669036857,0.012138633319229241,True,0.63,1770294978.04,0.27866965596760673,True,0.32437765596760676,,True,0.32437765596760676,,True,0.32437765596760676,
ETH,2026-03-01,ethereum-above-2000-on-march-1,1772124300,0.49,0.45,0.061218685712413956,0,7.18863372296418,-0.019383875665882254,True,0.48,1772129268.265,-0.327981417706494,False,,-0.35812841770649406,True,-0.340656417706494,,True,-0.340656417706494,
ETH,2026-03-23,ethereum-above-2100-on-march-23,1773971100,0.63,0.63,0.0511459545858588,1,5.409070703960097,-0.013170691262155258,True,0.62,,0.4249242002570272,False,,0.4249242002570272,False,,0.4053162002570272,False,,0.4249242002570272
ETH,2026-03-22,ethereum-above-2200-on-march-22,1773927900,0.29,0.29,0.05027633843098722,0,5.332052615909157,-0.026727912847707126,True,0.28,1773930687.505,-0.16189836238259125,False,,-0.1412823623825913,True,-0.1374853623825913,,True,-0.1374853623825913,
ETH,2026-03-24,ethereum-above-2200-on-march-24,1774042200,0.31,0.31,0.054011709360962945,0,5.838066109130817,-0.00830604440236622,True,0.3,,-0.27648176367361005,False,,-0.27648176367361005,False,,-0.27648176367361005,False,,-0.27648176367361005
ETH,2026-04-23,ethereum-above-2300-on-april-23,1776699000,0.49,0.49,0.06427605035535322,1,6.557465326393557,0.006305044692383513,True,0.48,1776704410.291,0.4511618880483334,False,,0.4511618880483334,True,0.4786548880483334,,True,0.4786548880483334,
ETH,2026-03-26,ethereum-above-2300-on-march-26,1774062000,0.18,0.18,0.05735686215297037,0,3.1756311413680303,-0.040562928663879304,True,0.17,,-0.061519100549894984,False,,-0.061519100549894984,False,,-0.061519100549894984,False,,-0.061519100549894984
ETH,2025-11-27,ethereum-above-2400-on-november-27,1763780400,0.87,0.87,0.06597765675812284,1,1.4104440089114056,0.09249457791950613,True,0.86,,-0.008375423283356609,False,,-0.008375423283356609,False,,-0.008375423283356609,False,,-0.07440642328335656
ETH,2025-11-26,ethereum-above-2500-on-november-26,1763732700,0.762,0.762,0.05568750388091548,1,2.43471952636962,0.06650652658991747,False,0.752,,0.06338034108050758,False,,0.06338034108050758,False,,0.06338034108050758,False,,0.06338034108050758
ETH,2025-11-24,ethereum-above-2600-on-november-24,1763596800,0.885,0.885,0.052125216903426974,1,1.2919071943153737,-0.05455725439588793,True,0.875,,0.17835865945614165,False,,0.17835865945614165,False,,0.17835865945614165,False,,0.17835865945614165
ETH,2025-11-24,ethereum-above-2600-on-november-24,1763732700,0.696,0.784,0.06785849640885622,1,3.454296498532521,0.037542726053437295,True,0.686,1763741082.33,0.07446221284824589,False,,0.1014038128482459,False,,0.1332973228482459,True,0.18431629284824586,
ETH,2025-11-26,ethereum-above-2600-on-november-26,1763732700,0.67,0.67,0.05029824816171191,1,3.0084499075491604,0.06650652658991747,True,0.66,,0.11444144622914695,False,,0.11444144622914695,False,,0.11444144622914695,False,,0.09494544622914705
ETH,2025-11-27,ethereum-above-2600-on-november-27,1763744400,0.67,0.67,0.051398744059328316,1,2.9538585612266006,0.08888302574208178,True,0.66,,0.05197511346402739,False,,0.05197511346402739,False,,0.05197511346402739,False,,-0.01601588653597255
ETH,2026-02-03,ethereum-above-2700-on-february-3,1769784300,0.606,0.606,0.08093658342976451,0,6.224771946562433,-0.20783730204950307,True,0.596,1769797152.085,0.6710263272469696,False,,0.7155002772469696,False,,0.6710263272469696,True,0.6977398072469697,
ETH,2025-11-23,ethereum-above-2700-on-november-23,1763588700,0.83,0.83,0.05370851167981283,1,2.4558589160629376,-0.06620704129700045,True,0.82,,0.3227181526753857,False,,0.3227181526753857,False,,0.3227181526753857,False,,0.3227181526753857
ETH,2025-11-24,ethereum-above-2700-on-november-24,1763594100,0.82,0.82,0.05350779504913228,1,2.255575812544642,-0.05193274167565866,True,0.81,,0.2868062360027448,False,,0.2868062360027448,False,,0.2868062360027448,False,,0.2868062360027448
ETH,2025-11-24,ethereum-above-2700-on-november-24,1763732700,0.54,0.54,0.08187839454032764,1,4.173336476201537,0.037542726053437295,True,0.53,1763739477.335,0.28593357194514835,False,,0.19700457194514834,True,0.3133215719451483,,True,0.3133215719451483,
ETH,2025-11-25,ethereum-above-2700-on-november-25,1763676900,0.73,0.82,0.05184011301508251,1,3.234782617674458,0.011589857486646978,True,0.72,,0.1321773304608702,False,,0.1417363304608701,False,,0.18011233046087016,False,,0.20904133046087017
ETH,2025-11-25,ethereum-above-2700-on-november-25,1763763300,0.54,0.54,0.09272744849577252,1,4.28444881001023,0.05808588114997532,True,0.53,,0.19374601562859253,False,,0.19374601562859253,False,,0.07542601562859255,False,,0.09500601562859254
ETH,2025-11-26,ethereum-above-2700-on-november-26,1763732700,0.53,0.53,0.06670466986112289,1,3.4097944925060086,0.06650652658991747,True,0.52,,0.22578941191799498,False,,0.13673441191799499,False,,0.22578941191799498,False,,0.21583841191799494
ETH,2025-11-27,ethereum-above-2700-on-november-27,1763732700,0.53,0.53,0.05742014861884981,1,3.1617340794280344,0.09015790784330514,True,0.52,,0.16750767024189006,False,,0.16750767024189006,False,,0.15755667024189002,False,,0.15755667024189002
ETH,2025-12-01,ethereum-above-2800-on-december-1,1764178200,0.75,0.88,0.05360330333542107,0,3.848000752324865,-0.08431784107897701,True,0.74,,-0.562936884093688,False,,-0.562936884093688,False,,-0.562936884093688,False,,-0.562936884093688
ETH,2025-12-30,ethereum-above-2800-on-december-30,1766715300,0.76,0.76,0.053847028098269356,1,4.568586752503616,0.010612475092557909,True,0.75,,0.17874798688086535,False,,0.17874798688086535,False,,0.17874798688086535,False,,0.17874798688086535
ETH,2025-11-24,ethereum-above-2800-on-november-24,1763587800,0.7,0.7,0.054465097676850815,1,3.5175775796274107,-0.03598884273248588,True,0.69,,0.4118935463125293,False,,0.4118935463125293,False,,0.4118935463125293,False,,0.2581655463125292
ETH,2025-11-24,ethereum-above-2800-on-november-24,1763732700,0.37,0.37,0.08246638676655865,1,4.330024329017286,0.037542726053437295,True,0.36,,0.45112208281098537,False,,0.4003870828109855,False,,0.4613110828109854,False,,0.3299460828109854
ETH,2025-11-25,ethereum-above-2800-on-november-25,1763587800,0.68,0.68,0.05508485287421849,1,3.332318656421661,-0.012973462696645021,False,0.67,,0.3479997117824206,False,,0.3479997117824206,False,,0.3479997117824206,False,,0.3479997117824206
ETH,2025-11-25,ethereum-above-2800-on-november-25,1763768700,0.4,0.4,0.05693925215687912,1,4.677172931312058,0.058490863889505675,True,0.39,,0.30962811468694607,False,,0.30962811468694607,False,,0.30962811468694607,False,,0.30962811468694607
ETH,2025-11-26,ethereum-above-2800-on-november-26,1763676900,0.58,0.58,0.05298735396737686,1,3.6279268497921806,0.017538277987286265,True,0.57,,0.339320410390805,False,,0.339320410390805,False,,0.34921541039080506,False,,0.339320410390805
ETH,2025-11-26,ethereum-above-2800-on-november-26,1763770500,0.41,0.47,0.06342855381738077,1,4.182936325394555,0.059928660556244254,True,0.4,,0.26188522882704607,False,,0.25185022882704605,False,,0.26188522882704607,False,,0.30216522882704616
ETH,2025-11-27,ethereum-above-2800-on-november-27,1763744400,0.4,0.4,0.06460772851099089,1,3.4247016798408714,0.08888302574208178,True,0.39,,0.27880215243175305,False,,0.27880215243175305,False,,0.27880215243175305,False,,0.22827715243175312
ETH,2025-11-27,ethereum-above-2800-on-november-27,1763961300,0.59,0.59,0.059036496765212165,1,4.537077474281008,0.047472815663239215,True,0.58,,0.17767915741362278,False,,0.17767915741362278,False,,0.17767915741362278,False,,0.24714015741362272
ETH,2025-12-02,ethereum-above-2900-on-december-2,1764178200,0.55,0.55,0.08149822860341582,1,4.487642413842479,0.009944175674629368,True,0.54,,0.3880490954718326,False,,0.3880490954718326,False,,0.3880490954718326,False,,0.3880490954718326
ETH,2025-12-29,ethereum-above-2900-on-december-29,1766715300,0.53,0.53,0.145808798130729,1,7.5473324403881445,-0.005466219893727954,True,0.52,,0.49381837873022805,False,,0.49381837873022805,False,,0.49381837873022805,False,,0.49381837873022805
ETH,2025-12-03,ethereum-above-2900-on-december-3,1764320400,0.72,0.72,0.07915801028542113,1,4.1795967327700705,0.008491723406040414,True,0.71,,0.23039602059652636,False,,0.23039602059652636,False,,0.23039602059652636,False,,0.18211102059652634
ETH,2025-12-30,ethereum-above-2900-on-december-30,1766715300,0.53,0.53,0.11774806312510544,1,6.523488718773652,0.010612475092557909,False,0.52,,0.3833326384554321,False,,0.3833326384554321,False,,0.3833326384554321,False,,0.3833326384554321
ETH,2025-12-31,ethereum-above-2900-on-december-31,1766715300,0.53,0.53,0.09880616929453434,1,5.82592372005796,0.007044896303168736,True,0.52,,0.41151997152202063,False,,0.41151997152202063,False,,0.41151997152202063,False,,0.41151997152202063
ETH,2026-01-01,ethereum-above-2900-on-january-1,1766974500,0.67,0.67,0.09856544526604438,1,5.8602366079969235,-0.01043122111936399,True,0.66,,0.37565242386980746,False,,0.37565242386980746,False,,0.2022044238698075,False,,0.11718142386980754
ETH,2026-01-25,ethereum-above-2900-on-january-25,1769005800,0.649,0.728,0.05190960698350988,0,6.020564570591389,-0.026701942088859638,True,0.639,,-0.5811003534938286,False,,-0.6322119634938287,False,,-0.3976215634938287,False,,-0.41549556349382877
ETH,2026-01-27,ethereum-above-2900-on-january-27,1769022000,0.52,0.52,0.05150445006193083,1,5.741306925378458,0.01987027521491005,True,0.51,,0.348446651299461,False,,0.348446651299461,False,,0.348446651299461,False,,0.348446651299461
ETH,2026-01-28,ethereum-above-2900-on-january-28,1769024700,0.66,0.66,0.08936881708148159,1,4.477546375041024,-0.011549593177654308,False,0.65,,0.37600583906580454,False,,0.37600583906580454,False,,0.37600583906580454,False,,0.37600583906580454
ETH,2025-11-19,ethereum-above-2900-on-november-19,1763174700,0.811,0.811,0.058232538843909776,1,2.669844615742435,-0.07559063873789261,True,0.801,,0.3800857298348941,False,,0.3800857298348941,False,,0.3800857298348941,False,,0.3800857298348941
ETH,2025-11-23,ethereum-above-2900-on-november-23,1763586000,0.53,0.53,0.05911419483767466,0,4.680892164224915,-0.05034860997073633,True,0.52,,-0.311760586108364,False,,-0.311760586108364,False,,-0.311760586108364,False,,-0.311760586108364
ETH,2025-11-24,ethereum-above-2900-on-november-24,1763587800,0.54,0.54,0.0758210991845032,0,4.180580817524355,-0.03598884273248588,True,0.53,,-0.4069337344276688,False,,-0.4069337344276688,False,,-0.4069337344276688,False,,-0.4069337344276688
ETH,2025-11-25,ethereum-above-2900-on-november-25,1763587800,0.53,0.53,0.07461342303101093,1,3.8510265585148393,-0.012973462696645021,True,0.52,,0.5025241494006815,False,,0.5025241494006815,False,,0.5025241494006815,False,,0.5025241494006815
ETH,2025-11-25,ethereum-above-2900-on-november-25,1763732700,0.26,0.26,0.050857465144901914,1,3.441633173387265,0.06055810608927815,True,0.25,,0.518113213165635,False,,0.518113213165635,False,,0.528456213165635,False,,0.4358732131656349
ETH,2025-11-26,ethereum-above-2900-on-november-26,1763770500,0.26,0.26,0.05509619791677439,1,3.774101003523478,0.059928660556244254,True,0.25,,0.5003551820548606,False,,0.5003551820548606,False,,0.5003551820548606,False,,0.4900261820548607
ETH,2025-11-27,ethereum-above-2900-on-november-27,1763961300,0.4,0.4,0.06948768094120505,1,4.850829400238986,0.047472815663239215,True,0.39,,0.3529174700686333,False,,0.3529174700686333,False,,0.3630644700686333,False,,0.4242404700686333
ETH,2025-11-30,ethereum-above-2900-on-november-30,1764111600,0.55,0.55,0.08722787205168558,1,4.772939022971805,0.023150868981050465,False,0.54,,0.3221773140246367,False,,0.3221773140246367,False,,0.3221773140246367,False,,0.3221773140246367
ETH,2025-11-30,ethereum-above-2900-on-november-30,1764198000,0.57,0.57,0.20198055094907919,1,5.071124953771423,0.003991521268017587,False,0.56,,0.3926014968942467,False,,0.3926014968942467,False,,0.3926014968942467,False,,0.1303504968942467
ETH,2025-12-01,ethereum-above-3000-on-december-1,1764320400,0.57,0.57,0.11929266336543254,0,7.545492072846418,-0.11391399835261966,True,0.56,,0.27238017155593164,False,,0.1545641715559316,False,,0.23288417155593155,False,,0.23288417155593155
ETH,2025-12-10,ethereum-above-3000-on-december-10,1764902700,0.73,0.73,0.051358851498927494,1,3.7475858708818057,0.04851967936896129,True,0.72,,0.07437133513716523,False,,0.07437133513716523,False,,0.07437133513716523,False,,0.07437133513716523
ETH,2025-12-13,ethereum-above-3000-on-december-13,1765310400,0.68,0.68,0.23820059555603879,1,2.1753964047589007,-0.07818017176626971,False,0.67,,0.4748408645837764,False,,0.4748408645837764,False,,0.4748408645837764,False,,0.4748408645837764
ETH,2025-12-02,ethereum-above-3000-on-december-2,1764178200,0.41,0.41,0.052095887272811114,1,4.705104304673453,0.009944175674629368,True,0.4,,0.5262786162268724,False,,0.5262786162268724,False,,0.5262786162268724,False,,0.5262786162268724
ETH,2025-12-02,ethereum-above-3000-on-december-2,1764264600,0.41,0.41,0.12039227128163049,1,5.68798947850166,-0.0036432211531717317,False,0.4,,0.5937896035870956,False,,0.5937896035870956,False,,0.5937896035870956,False,,0.5937896035870956
ETH,2025-12-02,ethereum-above-3000-on-december-2,1764351000,0.41,0.41,0.13836954189649192,1,6.753868444221447,-0.0040210636768821745,False,0.4,,0.6002247350794997,False,,0.6002247350794997,False,,0.6002247350794997,False,,0.6002247350794997
ETH,2025-12-29,ethereum-above-3000-on-december-29,1766715300,0.26,0.26,0.10462813714821878,0,7.866561434439192,-0.005466219893727954,True,0.25,,-0.23046764539183537,False,,-0.23046764539183537,False,,-0.38393264539183536,False,,-0.42432464539183534
ETH,2026-01-25,ethereum-above-3000-on-january-25,1769004900,0.38,0.38,0.08102313208943485,0,6.787449768033767,-0.026076719374925988,True,0.37,1769013524.977,-0.21949757712757698,False,,-0.21949757712757698,False,,-0.26005757712757693,True,-0.19300557712757696,
ETH,2025-11-19,ethereum-above-3000-on-november-19,1763172000,0.698,0.698,0.06170569645276802,0,3.6805921262263435,-0.07091596286681627,False,0.688,,-0.4517429854486363,False,,-0.4517429854486363,False,,-0.4517429854486363,False,,-0.4517429854486363
ETH,2025-11-19,ethereum-above-3000-on-november-19,1763258400,0.698,0.698,0.05662948549240232,0,4.204998681087499,-0.06365801568793202,True,0.688,,-0.44507384799159855,False,,-0.44507384799159855,False,,-0.44507384799159855,False,,-0.44507384799159855
ETH,2025-11-23,ethereum-above-3000-on-november-23,1763587800,0.37,0.37,0.08321746752120918,0,4.8180875466564705,-0.05864267064619715,True,0.36,,-0.10377147885688054,False,,-0.10377147885688054,False,,-0.2947024788568806,False,,-0.32438747885688046
ETH,2025-11-24,ethereum-above-3000-on-november-24,1763587800,0.38,0.38,0.07644109486826706,0,4.321999452941442,-0.03598884273248588,False,0.37,,-0.24094824139820048,False,,-0.24094824139820048,False,,-0.24094824139820048,False,,-0.24094824139820048
ETH,2025-11-24,ethereum-above-3000-on-november-24,1763676900,0.26,0.26,0.060031806821507105,0,4.4680348336940225,-0.011425522549193916,True,0.25,,-0.22241836725704506,False,,-0.22241836725704506,False,,-0.2430623672570451,False,,-0.20171836725704506
ETH,2025-11-25,ethereum-above-3000-on-november-25,1763587800,0.39,0.39,0.06868881750598188,0,3.9528274767426197,-0.012973462696645021,True,0.38,,-0.3553711401842062,False,,-0.3553711401842062,False,,-0.3553711401842062,False,,-0.3553711401842062
ETH,2025-11-30,ethereum-above-3000-on-november-30,1764111600,0.37,0.37,0.0885455331164473,1,5.0022761064057315,0.023150868981050465,False,0.36,,0.49787596125356165,False,,0.49787596125356165,False,,0.49787596125356165,False,,0.49787596125356165
ETH,2025-11-30,ethereum-above-3000-on-november-30,1764198000,0.36,0.36,0.21126234222453266,1,6.457789122952376,0.003991521268017587,False,0.35,,0.598095597371363,False,,0.598095597371363,False,,0.598095597371363,False,,0.598095597371363
ETH,2025-12-30,ethereum-above-3100-on-december-30,1766716200,0.13,0.13,0.10082258121252935,0,5.4093316072955675,0.0013107721519025558,True,0.12,,-0.14500740123124933,False,,-0.14500740123124933,False,,-0.14500740123124933,False,,-0.14500740123124933
ETH,2026-01-11,ethereum-above-3100-on-january-11,1767858300,0.54,0.54,0.05271034610083114,1,8.027358477406544,3.8333391902929725e-05,True,0.53,1767866551.651,0.4423042841215402,False,,0.4423042841215402,False,,0.4423042841215402,True,0.46969228412154024,
ETH,2026-01-15,ethereum-above-3100-on-january-15,1768042800,0.46,0.46,0.054665370850994044,1,7.245072335863807,0.07220913393864378,False,0.45,,-0.0005483986955523434,False,,-0.0005483986955523434,False,,-0.0005483986955523434,False,,-0.0005483986955523434
ETH,2026-01-15,ethereum-above-3100-on-january-15,1768129200,0.46,0.46,0.06523590604545987,1,7.307167285837285,0.07066341912435693,False,0.45,,0.00626257546909037,False,,0.00626257546909037,False,,0.00626257546909037,False,,0.00626257546909037
ETH,2026-01-18,ethereum-above-3100-on-january-18,1768342500,0.79,0.79,0.08939704708804497,1,3.598241864458219,0.003834554108930627,False,0.78,,0.18458934687371548,False,,0.18458934687371548,False,,0.0704693468737155,False,,0.0516453468737155
ETH,2025-11-18,ethereum-above-3100-on-november-18,1763215200,0.62,0.62,0.07296929923451945,1,5.389333814796758,-0.01250908623943349,False,0.61,,0.4309236414623877,False,,0.4309236414623877,False,,0.35271564146238776,False,,0.2658026414623877
ETH,2025-11-20,ethereum-above-3100-on-november-20,1763316900,0.45,0.53,0.0868587995724091,0,4.302676653569289,-0.08639882150774814,True,0.44,,-0.17569080780271196,False,,-0.11569080780271185,False,,-0.19557880780271197,False,,-0.15574680780271188
