policy,fill_rate,n_signals,ev_fill,t_fill,n_fills,hit,ev_per_signal,t_sig
ladder_bid+1c_4h,0.5566593083149375,5436,0.005343690417668715,0.669552609057395,3026,0.48645076007931265,0.004413045198797338,1.1156574177656686
ladder_mid-1c_4h,0.5160044150110376,5436,0.00826988378793162,1.0057916664767148,2805,0.4734402852049911,0.005523750876100637,1.4239432035643447
ladder_ask-1c_4h,0.6061442236938925,5436,0.0003781407194588458,0.046769369882007125,3295,0.4937784522003035,0.0020347270606543744,0.4806098779952869
rest_4h(incumbent),0.5566593083149375,5436,0.005343690417668715,0.669552609057395,3026,0.48645076007931265,0.004413045198797338,1.1156574177656686
cancel@30m,0.2937821927888153,5436,0.012546232575885273,1.2611525181106507,1597,0.5284909204758923,0.002135030695807139,0.9433678066167718
chase+1c@30m,0.3839220014716703,5436,0.010645996857008929,1.160933201113228,2087,0.5136559655007187,0.00242684296162943,0.8349458268089369
