asset,event,slug,ts,T_pm,bid,ask,fv,gap,label,delta,ret_T,S_bin,tte_d,covd,L_bid+1c,ft_bid+1c,L_mid-1c,ft_mid-1c,L_ask-1c,ft_ask-1c,chase_ft,chase_L,chase_state
BTC,2026-04-07,bitcoin-above-66k-on-april-7,1775564100,1775577660,0.953,0.959,0.9972231821761619,0.03422318217616194,1,0.8138070460462331,-0.0012084311997627318,68270.19,0.15694444444444444,True,0.963,1775564205.05,0.946,1775564212.131,0.949,1775564212.131,1775564205.05,0.963,filled_early
BTC,2026-04-08,bitcoin-above-66k-on-april-8,1775067300,1775664060,0.66,0.71,0.6990355987722466,0.029035598772246596,1,5.120721502229978,0.04654466329222635,68086.03,6.906944444444445,True,0.67,1775070143.485,0.675,1775070143.485,0.7,1775070143.485,1775070143.485,0.68,chased
BTC,2026-04-08,bitcoin-above-66k-on-april-8,1775156400,1775664060,0.6,0.63,0.6372260147394028,0.027226014739402782,1,6.4650578320367,0.06289293861695688,66981.99,5.875694444444444,True,0.61,,0.605,,0.62,,,,cancelled_gap
BTC,2026-04-08,bitcoin-above-66k-on-april-8,1775294100,1775664060,0.64,0.67,0.6854820945395962,0.035482094539596165,1,9.363343811184253,0.06286726040230806,66983.71,4.281944444444445,True,0.65,,0.645,,0.66,,,,cancelled_gap
BTC,2026-04-09,bitcoin-above-66k-on-april-9,1775151000,1775750460,0.61,0.63,0.6487177028048791,0.028717702804879064,1,5.715558261855313,0.07302510778739792,67247.69,6.938194444444445,True,0.62,,0.61,,0.62,,,,cancelled_gap
BTC,2026-04-09,bitcoin-above-66k-on-april-9,1775278800,1775750460,0.6,0.63,0.6357900164439543,0.02579001644395429,1,7.517326129331436,0.07879597696784063,66860.73,5.459027777777778,True,0.61,,0.605,,0.62,,,,cancelled_gap
BTC,2026-04-09,bitcoin-above-66k-on-april-9,1775520000,1775750460,0.81,0.82,0.8462476002079025,0.02624760020790251,1,5.721361981244854,0.04942439343384515,68853.66,2.667361111111111,True,0.82,1775523680.072,0.805,1775526761.718,0.81,1775526761.718,,,cancelled_gap
BTC,2026-02-10,bitcoin-above-66k-on-february-10,1770289200,1770742860,0.816,0.838,0.8531812949485814,0.027181294948581458,1,3.4446801469593074,-0.020331852682241757,70858.13,5.250694444444445,True,0.826,1770289406.423,0.817,1770290228.809,0.828,1770289310.867,1770289406.423,0.826,filled_early
BTC,2026-02-10,bitcoin-above-66k-on-february-10,1770377400,1770742860,0.508,0.531,0.5455210091194754,0.027521009119475415,1,4.783946744116065,0.04969013262137684,66066.23,4.229861111111111,True,0.518,1770381338.548,0.5095,1770381338.548,0.521,1770381338.548,1770381338.548,0.528,chased
BTC,2026-02-10,bitcoin-above-66k-on-february-10,1770463800,1770742860,0.66,0.695,0.7085754960691876,0.03857549606918753,1,5.269948189205494,0.02191572939277006,67926.9,3.229861111111111,True,0.67,,0.6675,,0.685,1770465765.097,,0.68,chased
BTC,2026-02-10,bitcoin-above-66k-on-february-10,1770572700,1770742860,0.881,0.885,0.9160412661614046,0.025041266161404563,1,3.4084755428735116,-0.0196947433216182,70813.0,1.9694444444444443,True,0.891,1770572861.365,0.873,,0.875,,1770572861.365,0.891,filled_early
BTC,2026-02-10,bitcoin-above-66k-on-february-10,1770723900,1770742860,0.942,0.962,0.9910048216462737,0.039004821646273724,1,1.7458655215975023,0.011087714091535783,68666.41,0.21944444444444444,True,0.952,1770724079.999,0.942,1770724099.118,0.952,1770724079.999,1770724079.999,0.952,filled_early
BTC,2026-02-11,bitcoin-above-66k-on-february-11,1770291000,1770829260,0.75,0.78,0.7966707496239158,0.03667074962391581,1,3.6747207375868736,-0.058556606465671984,70065.4,6.229861111111111,True,0.76,1770293789.796,0.755,1770293789.796,0.77,1770291111.015,1770293789.796,0.77,chased
BTC,2026-02-11,bitcoin-above-66k-on-february-11,1770377400,1770829260,0.5,0.53,0.539324500697998,0.02932450069799797,1,4.372118539789518,0.000214761404160372,66066.23,5.229861111111111,True,0.51,,0.505,,0.52,,,0.52,chased
BTC,2026-02-11,bitcoin-above-66k-on-february-11,1770473700,1770829260,0.73,0.77,0.7723099485866154,0.0323099485866154,1,4.370450978333475,-0.04344964839685783,69014.88,4.115277777777778,True,0.74,1770475299.719,0.74,1770475299.719,0.76,1770475093.472,1770475299.719,0.74,filled_early
BTC,2026-02-11,bitcoin-above-66k-on-february-11,1770632100,1770829260,0.81,0.83,0.8505458618178472,0.030545861817847242,1,4.675211281491275,-0.05102978525710608,69540.01,2.2819444444444446,True,0.82,1770632194.62,0.81,1770632275.517,0.82,1770632194.62,1770632194.62,0.82,filled_early
BTC,2026-02-11,bitcoin-above-66k-on-february-11,1770723900,1770829260,0.84,0.87,0.8756525767450507,0.025652576745050726,1,6.2294358685452655,-0.03838765712568076,68666.41,1.2194444444444446,True,0.85,1770724494.379,0.845,1770724494.379,0.86,1770724494.379,1770724494.379,0.85,filled_early
BTC,2026-02-11,bitcoin-above-66k-on-february-11,1770812100,1770829260,0.81,0.83,0.8523360230571007,0.032336023057100705,1,14.8369890334468,-0.015224520788008353,67094.16,0.1986111111111111,True,0.82,1770813686.549,0.81,1770813725.8,0.82,1770813686.549,1770813686.549,0.82,filled_early
BTC,2026-02-12,bitcoin-above-66k-on-february-12,1770327000,1770915660,0.39,0.42,0.43465137610155136,0.034651376101551334,0,2.9718253512563866,0.02688060642417759,63969.92,6.813194444444444,True,0.4,1770327417.667,0.395,1770327417.667,0.41,1770327417.667,1770327417.667,0.4,filled_early
BTC,2026-02-12,bitcoin-above-66k-on-february-12,1770422400,1770915660,0.78,0.83,0.8301109430782618,0.040110943078261796,0,3.495459906438889,-0.07145692270421507,70580.26,5.709027777777777,True,0.79,,0.795,,0.82,,,,cancelled_gap
BTC,2026-02-12,bitcoin-above-66k-on-february-12,1770508800,1770915660,0.73,0.77,0.7798099060481624,0.03980990604816237,0,4.279323979887935,-0.05299806839989787,69289.38,4.709027777777778,True,0.74,1770516947.485,0.74,1770516947.485,0.76,1770516947.485,,,cancelled_gap
BTC,2026-02-12,bitcoin-above-66k-on-february-12,1770632100,1770915660,0.78,0.81,0.81833149176267,0.028331491762669914,0,4.46292906753603,-0.0566086910826037,69540.01,3.2819444444444446,True,0.79,1770632148.877,0.785,1770632695.123,0.8,1770632133.969,1770632148.877,0.79,filled_early
BTC,2026-02-12,bitcoin-above-66k-on-february-12,1770735600,1770915660,0.75,0.77,0.7958470284430278,0.035847028443027784,0,6.021113344838762,-0.04096189661366911,68460.4,2.084027777777778,True,0.76,,0.75,,0.76,,,0.77,chased
BTC,2026-02-12,bitcoin-above-66k-on-february-12,1770822000,1770915660,0.57,0.58,0.628104424762862,0.04810442476286203,0,10.744351261509234,-0.013179740277819778,66584.6,1.0840277777777778,True,0.58,1770822053.528,0.565,1770822054.049,0.57,1770822054.049,1770822053.528,0.58,filled_early
BTC,2026-02-12,bitcoin-above-66k-on-february-12,1770908400,1770915660,0.93,0.95,0.9935063131777575,0.05350631317775756,0,2.1039457314470966,-0.027974405128305374,67577.02,0.08402777777777778,True,0.94,1770908402.751,0.93,1770908698.234,0.94,1770908402.751,1770908402.751,0.94,filled_early
BTC,2026-02-13,bitcoin-above-66k-on-february-13,1770715800,1771002060,0.77,0.82,0.8087881335502557,0.028788133550255668,1,4.729638091355957,-0.0060810492453355,69280.54,3.313194444444444,True,0.78,1770726130.805,0.785,1770726130.805,0.81,1770726130.805,,,cancelled_gap
BTC,2026-02-13,bitcoin-above-66k-on-february-13,1770802200,1771002060,0.59,0.63,0.6343510408803785,0.03435104088037855,1,7.133538425574126,0.027712382177186957,66978.43,2.3131944444444446,True,0.6,1770804538.335,0.6,1770804538.335,0.62,1770804538.335,,,cancelled_gap
BTC,2026-02-13,bitcoin-above-66k-on-february-13,1770891300,1771002060,0.73,0.75,0.7662910821705727,0.026291082170572744,1,8.615977884857982,0.018910920191294457,67570.54,1.2819444444444443,True,0.74,,0.73,,0.74,,,0.75,chased
BTC,2026-02-13,bitcoin-above-66k-on-february-13,1770979500,1771002060,0.81,0.82,0.851557845752376,0.03155784575237608,1,15.74680606213379,0.02694347500081042,67029.95,0.2611111111111111,True,0.82,1770979520.14,0.805,1770979770.884,0.81,1770979770.884,1770979520.14,0.82,filled_early
BTC,2026-02-14,bitcoin-above-66k-on-february-14,1770754500,1771088460,0.75,0.79,0.7877540706131603,0.027754070613160264,1,5.0804183009912025,0.013833601888124455,68760.85,3.8652777777777776,True,0.76,1770754584.95,0.76,1770754584.95,0.78,1770754584.95,1770754584.95,0.76,filled_early
BTC,2026-02-14,bitcoin-above-66k-on-february-14,1770841800,1771088460,0.64,0.68,0.6864003165191945,0.03640031651919451,1,6.896878252949618,0.036596999551793234,67213.3,2.8548611111111115,True,0.65,,0.65,,0.67,1770842145.489,,0.66,chased
BTC,2026-02-14,bitcoin-above-66k-on-february-14,1770930000,1771088460,0.41,0.44,0.4463727219218469,0.02637272192184692,1,8.988871388931972,0.06350928377827703,65428.56,1.8340277777777778,True,0.42,,0.415,,0.43,,,0.43,chased
BTC,2026-02-14,bitcoin-above-66k-on-february-14,1771018200,1771088460,0.956,0.961,0.9932536993409021,0.02725369934090216,1,2.242939059188583,0.011766829282727853,68903.11,0.8131944444444444,True,0.966,1771019170.272,0.9485,,0.951,,1771019170.272,0.966,filled_early
BTC,2026-02-15,bitcoin-above-66k-on-february-15,1770784200,1771174860,0.64,0.68,0.6892490568900105,0.03924905689001046,1,5.705991925195424,0.02137646858817661,67576.63,4.521527777777778,True,0.65,1770787993.275,0.65,1770787993.275,0.67,1770787993.275,1770787993.275,0.66,chased
BTC,2026-02-15,bitcoin-above-66k-on-february-15,1770870600,1771174860,0.64,0.67,0.676734259906724,0.026734259906723956,1,7.008360343717618,0.02678673000778503,67212.01,3.5215277777777776,True,0.65,1770870789.586,0.645,1770870789.586,0.66,1770870789.586,1770870789.586,0.65,filled_early
BTC,2026-02-15,bitcoin-above-66k-on-february-15,1770958800,1771174860,0.55,0.59,0.5859363977956067,0.025936397795606636,1,10.013440122128548,0.04000815772299608,66329.22,2.5006944444444446,True,0.56,1770960350.555,0.56,1770960350.555,0.58,1770959517.203,1770960350.555,0.56,filled_early
BTC,2026-02-15,bitcoin-above-66k-on-february-15,1771083000,1771174860,0.951,0.975,0.993897557890203,0.03289755789020299,1,0.8977175682478172,-0.012058373044393049,69874.24,1.0631944444444446,True,0.961,,0.953,,0.965,,,,cancelled_gap
BTC,2026-02-16,bitcoin-above-66k-on-february-16,1770756300,1771261260,0.73,0.75,0.7659119372075214,0.025911937207521385,1,4.529395823002099,-0.014643510380792648,68901.61,5.844444444444444,True,0.74,1770758970.319,0.73,1770759080.051,0.74,1770758970.319,,,cancelled_gap
BTC,2026-02-16,bitcoin-above-66k-on-february-16,1770842700,1771261260,0.62,0.66,0.6664600082559184,0.03646000825591844,1,5.7612594750753665,0.008693050868798907,67312.3,4.844444444444444,True,0.63,,0.63,,0.65,,,0.64,chased
BTC,2026-02-16,bitcoin-above-66k-on-february-16,1770930900,1771261260,0.46,0.48,0.4969407984028157,0.026940798402815713,1,6.863442483795729,0.033395509405048165,65669.89,3.823611111111111,True,0.47,1770931386.932,0.46,1770931386.932,0.47,1770931386.932,1770931386.932,0.47,filled_early
BTC,2026-02-16,bitcoin-above-66k-on-february-16,1771181100,1771261260,0.907,0.909,0.9423882144901257,0.025388214490125627,1,5.153319585579192,-0.011713892465426243,68700.05,0.9277777777777778,True,0.917,1771181172.281,0.898,1771181355.956,0.899,1771181335.444,1771181172.281,0.917,filled_early
BTC,2026-02-17,bitcoin-above-66k-on-february-17,1770759900,1771347660,0.68,0.72,0.7180254711453897,0.02802547114538978,1,4.551719058938592,-0.013807788783529716,68462.55,6.802777777777778,True,0.69,,0.69,,0.71,1770764822.913,,0.7,chased
BTC,2026-02-17,bitcoin-above-66k-on-february-17,1770847200,1771347660,0.65,0.7,0.6866159932879281,0.026615993287928075,1,5.166568527181045,-0.004247838986352806,67811.17,5.792361111111111,True,0.66,1770848867.391,0.665,1770848867.391,0.69,1770847555.963,1770848867.391,0.66,filled_early
BTC,2026-02-17,bitcoin-above-66k-on-february-17,1770935400,1771347660,0.48,0.51,0.5191385780364902,0.029138578036490226,1,6.086288629481323,0.02343347449927191,65959.81,4.771527777777777,True,0.49,1770936033.406,0.485,1770936033.406,0.5,1770936033.406,1770936033.406,0.49,filled_early
BTC,2026-02-17,bitcoin-above-66k-on-february-17,1771177500,1771347660,0.84,0.849,0.87976274179617,0.02976274179617,1,5.8719420340719255,-0.019059771546640847,68823.06,1.9694444444444443,True,0.85,1771177502.515,0.8345,1771177509.77,0.839,1771177509.77,1771177502.515,0.85,filled_early
BTC,2026-02-17,bitcoin-above-66k-on-february-17,1771319700,1771347660,0.935,0.947,0.9728758204499086,0.02787582044990866,1,4.265076613522475,-0.008630711831058692,68109.03,0.3236111111111111,True,0.945,1771319929.709,0.931,1771323508.715,0.937,1771320273.804,1771319929.709,0.945,filled_early
BTC,2026-02-18,bitcoin-above-66k-on-february-18,1770834600,1771434060,0.55,0.6,0.6084048630083057,0.0484048630083056,1,4.915144459629459,0.0028753582202831686,66917.96,6.938194444444445,True,0.56,,0.565,,0.59,,,0.57,chased
BTC,2026-02-18,bitcoin-above-66k-on-february-18,1770926400,1771434060,0.47,0.51,0.5051094792878731,0.025109479287873104,1,5.460441428797322,0.01989982672743764,65788.36,5.875694444444444,True,0.48,1770927756.097,0.48,1770927756.097,0.5,1770927033.816,1770927756.097,0.48,filled_early
BTC,2026-02-18,bitcoin-above-66k-on-february-18,1771177500,1771434060,0.78,0.81,0.8269263680383434,0.03692636803834337,1,5.808728404293001,-0.025196113485441544,68823.06,2.9694444444444446,True,0.79,1771177503.927,0.785,1771177504.697,0.8,1771177501.799,1771177503.927,0.79,filled_early
BTC,2026-02-18,bitcoin-above-66k-on-february-18,1771302600,1771434060,0.84,0.87,0.875550900888712,0.025550900888712036,1,6.37414756528131,-0.022007363535028163,68603.95,1.5215277777777778,True,0.85,1771302742.204,0.845,1771302742.204,0.86,1771302742.204,1771302742.204,0.85,filled_early
BTC,2026-02-18,bitcoin-above-66k-on-february-18,1771390800,1771434060,0.89,0.9,0.9276267692438765,0.027626769243876526,1,7.934400090667479,-0.010566582613250762,67823.54,0.5006944444444444,True,0.9,1771391058.588,0.885,1771391307.941,0.89,1771391307.941,1771391058.588,0.9,filled_early
BTC,2026-02-19,bitcoin-above-66k-on-february-19,1770919200,1771520460,0.43,0.48,0.48001807387910345,0.040018073879103444,1,5.020883170065822,0.01410481729115847,65413.99,6.959027777777777,True,0.44,1770923255.689,0.445,1770923255.689,0.47,1770923255.689,,,cancelled_gap
BTC,2026-02-19,bitcoin-above-66k-on-february-19,1771177500,1771520460,0.75,0.78,0.7863723796768056,0.026372379676805613,1,5.5434257672594,-0.03669789594852226,68823.06,3.9694444444444446,True,0.76,1771177941.386,0.755,1771177941.386,0.77,1771177941.386,1771177941.386,0.76,filled_early
BTC,2026-02-19,bitcoin-above-66k-on-february-19,1771263900,1771520460,0.71,0.75,0.7516369895084392,0.031636989508439184,1,6.599117013217658,-0.025067098946423803,68027.23,2.9694444444444446,True,0.72,1771272270.861,0.72,1771272270.861,0.74,1771272270.861,1771272270.861,0.73,chased
BTC,2026-02-19,bitcoin-above-66k-on-february-19,1771350300,1771520460,0.62,0.65,0.6670356642095406,0.03703566420954063,1,9.237511512382545,-0.009941051128849044,67005.99,1.9694444444444443,True,0.63,,0.625,,0.64,,,0.64,chased
BTC,2026-02-19,bitcoin-above-66k-on-february-19,1771436700,1771520460,0.71,0.72,0.7515402489778611,0.03154024897786112,1,12.689656641851919,-0.011293895189392146,67096.7,0.9694444444444444,True,0.72,1771437284.061,0.705,1771438590.385,0.71,1771438590.385,1771437284.061,0.72,filled_early
BTC,2026-02-20,bitcoin-above-66k-on-february-20,1771338600,1771606860,0.71,0.74,0.7523248403017956,0.03232484030179561,1,6.826314846171102,-0.004522853917779584,68026.68,3.104861111111111,True,0.72,1771339502.332,0.715,1771339502.332,0.73,1771339502.332,1771339502.332,0.72,filled_early
BTC,2026-02-20,bitcoin-above-66k-on-february-20,1771425000,1771606860,0.64,0.68,0.6815638284459193,0.03156382844591932,1,9.230487053459601,0.009401599793543063,67086.01,2.104861111111111,True,0.65,1771426229.493,0.65,1771426229.493,0.67,1771425018.496,1771426229.493,0.65,filled_early
BTC,2026-02-20,bitcoin-above-66k-on-february-20,1771512300,1771606860,0.53,0.54,0.5716316082438188,0.03163160824381872,1,12.611997594358042,0.021782278858697386,66260.56,1.0944444444444443,True,0.54,1771512323.779,0.525,1771514764.898,0.53,1771514764.898,1771512323.779,0.54,filled_early
BTC,2026-02-20,bitcoin-above-66k-on-february-20,1771598700,1771606860,0.88,0.889,0.9568276368746048,0.0668276368746048,1,10.209869334764026,0.009710355632968055,67065.3,0.09444444444444444,True,0.89,1771598713.276,0.8745,1771598713.276,0.879,1771598713.276,1771598713.276,0.89,filled_early
BTC,2026-02-21,bitcoin-above-66k-on-february-21,1771427700,1771693260,0.66,0.69,0.7008966352247747,0.030896635224774704,1,7.844551942690998,0.013924322252932247,67369.78,3.073611111111111,True,0.67,1771434977.525,0.665,1771434977.525,0.68,1771434622.871,1771434977.525,0.68,chased
BTC,2026-02-21,bitcoin-above-66k-on-february-21,1771561800,1771693260,0.73,0.76,0.7671667846487256,0.027166784648725573,1,10.850618546320849,0.016007988653589243,67229.55,1.5215277777777778,True,0.74,,0.735,,0.75,,,0.75,chased
BTC,2026-02-21,bitcoin-above-66k-on-february-21,1771648200,1771693260,0.961,0.969,0.9976565524863606,0.026656552486360674,1,0.8750660009814715,0.008783615447113886,67717.0,0.5215277777777777,True,0.971,1771648443.485,0.955,,0.959,,1771648443.485,0.971,filled_early
BTC,2026-02-22,bitcoin-above-66k-on-february-22,1771432200,1771779660,0.64,0.68,0.6755954819715043,0.025595481971504297,1,7.499760170529028,0.005621728176830511,67256.05,4.021527777777778,True,0.65,1771433464.509,0.65,1771433464.509,0.67,1771433464.509,1771433464.509,0.65,filled_early
BTC,2026-02-22,bitcoin-above-66k-on-february-22,1771519500,1771779660,0.55,0.59,0.5850034432624519,0.025003443262451852,1,8.899965347217336,0.018189057900919032,66416.11,3.0111111111111115,True,0.56,1771523619.784,0.56,1771523619.784,0.58,1771520990.426,1771523619.784,0.57,chased
BTC,2026-02-23,bitcoin-above-66k-on-february-23,1771393500,1771866060,0.65,0.69,0.686039664873006,0.02603966487300602,0,5.852273639287197,-0.033611747889233955,67649.53,5.469444444444444,True,0.66,,0.66,,0.68,,,,cancelled_gap
BTC,2026-02-23,bitcoin-above-66k-on-february-23,1771490700,1771866060,0.6,0.63,0.6424926270867777,0.03249262708677769,0,7.772947138975563,-0.022975710859957924,66933.82,4.344444444444444,True,0.61,1771494448.725,0.605,1771501831.523,0.62,1771494448.725,1771494448.725,0.62,chased
BTC,2026-02-23,bitcoin-above-66k-on-february-23,1771577100,1771866060,0.73,0.76,0.7693376140696746,0.02933761406967461,0,7.454685592639901,-0.03572822048696893,67792.86,3.344444444444444,True,0.74,1771587869.307,0.735,1771587869.307,0.75,1771587422.511,1771587869.307,0.75,chased
BTC,2026-02-23,bitcoin-above-66k-on-february-23,1771808400,1771866060,0.66,0.68,0.6991081664251128,0.029108166425112714,0,15.410746628496558,-0.020082856372544287,66740.47,0.6673611111111111,True,0.67,1771809736.397,0.66,1771809736.397,0.67,1771809736.397,1771809736.397,0.67,filled_early
BTC,2026-02-24,bitcoin-above-66k-on-february-24,1771362900,1771952460,0.64,0.69,0.6796779776453907,0.029677977645390707,0,5.102602302748455,-0.055144004458384584,67885.23,6.823611111111111,True,0.65,,0.655,,0.68,,,,cancelled_gap
BTC,2026-02-24,bitcoin-above-66k-on-february-24,1771502400,1771952460,0.54,0.58,0.5776429999814132,0.027642999981413174,0,6.8735526126495206,-0.03446761557578075,66496.02,5.209027777777778,True,0.55,1771507168.598,0.55,1771507168.598,0.57,1771502443.812,1771507168.598,0.56,chased
BTC,2026-02-24,bitcoin-above-66k-on-february-24,1771591500,1771952460,0.67,0.69,0.7073367779154025,0.027336777915402455,0,7.1352636917355525,-0.049087272516790174,67475.31,4.177777777777778,True,0.68,1771592596.489,0.67,1771592596.489,0.68,1771592596.489,1771592596.489,0.68,filled_early
BTC,2026-02-24,bitcoin-above-66k-on-february-24,1771827300,1771952460,0.38,0.42,0.417508260855216,0.02750826085521596,0,9.644947712078563,-0.017293954735793527,65363.79,1.448611111111111,True,0.39,1771827328.023,0.39,1771827328.023,0.41,1771827328.023,1771827328.023,0.39,filled_early
BTC,2026-02-25,bitcoin-above-66k-on-february-25,1771503300,1772038860,0.54,0.58,0.5751384043750422,0.02513840437504211,1,6.153397855721588,0.024999132199147272,66564.14,6.198611111111111,True,0.55,1771506397.509,0.55,1771506397.509,0.57,1771506397.509,,,cancelled_gap
BTC,2026-02-25,bitcoin-above-66k-on-february-25,1771592400,1772038860,0.63,0.66,0.6859533538516941,0.04595335385169408,1,6.257407855808117,0.010418904990658303,67541.77,5.167361111111111,True,0.64,1771595723.171,0.635,1771595723.171,0.65,1771595723.171,,,cancelled_gap
BTC,2026-02-25,bitcoin-above-66k-on-february-25,1771683300,1772038860,0.75,0.78,0.7854851013195047,0.025485101319504655,1,6.261625963979467,-0.000275862777964759,68267.99,4.115277777777778,True,0.76,1771691166.686,0.755,,0.77,1771690873.61,1771691166.686,0.77,chased
BTC,2026-02-25,bitcoin-above-66k-on-february-25,1771840800,1772038860,0.55,0.58,0.5868288476665888,0.026828847666588773,1,8.338498730220087,0.027394126765355076,66404.91,2.292361111111111,True,0.56,1771840822.741,0.555,1771840834.923,0.57,1771840822.741,1771840822.741,0.56,filled_early
BTC,2026-02-25,bitcoin-above-66k-on-february-25,1771948800,1772038860,0.11,0.13,0.14537575364314256,0.025375753643142568,1,7.639815997703404,0.06468884441985355,63973.97,1.042361111111111,True,0.12,1771950485.982,0.11,1771950723.928,0.12,1771950485.982,1771950485.982,0.12,filled_early
BTC,2026-02-26,bitcoin-above-66k-on-february-26,1771526700,1772125260,0.56,0.61,0.6092376858766871,0.03923768587668719,1,5.324849402476232,-0.0030158040827907846,67008.47,6.927777777777777,True,0.57,,0.575,,0.6,1771530733.547,,,cancelled_gap
BTC,2026-02-26,bitcoin-above-66k-on-february-26,1771621200,1772125260,0.66,0.7,0.6953084928495018,0.025308492849501762,1,5.808247309850646,-0.0140271385728695,67750.4,5.834027777777778,True,0.67,,0.67,,0.69,1771627460.201,,,cancelled_gap
BTC,2026-02-26,bitcoin-above-66k-on-february-26,1771783200,1772125260,0.64,0.68,0.6801415647359154,0.030141564735915338,1,6.653145385906707,-0.008611647513977564,67384.49,3.9590277777777776,True,0.65,1771784559.065,0.65,1771784559.065,0.67,1771784559.065,1771784559.065,0.65,filled_early
BTC,2026-02-26,bitcoin-above-66k-on-february-26,1771872300,1772125260,0.36,0.4,0.3991742542847955,0.02917425428479553,1,7.072843857692484,0.029079029782612335,64891.99,2.9277777777777776,True,0.37,1771873109.483,0.37,1771873109.483,0.39,1771872556.155,1771873109.483,0.37,filled_early
BTC,2026-02-26,bitcoin-above-66k-on-february-26,1771963200,1772125260,0.22,0.25,0.2575776687946303,0.027577668794630278,1,8.554543570255769,0.03614579590283258,64435.03,1.8756944444444446,True,0.23,1771963858.482,0.225,1771963858.482,0.24,1771963474.792,1771963858.482,0.23,filled_early
BTC,2026-02-26,bitcoin-above-66k-on-february-26,1772050500,1772125260,0.88,0.9,0.9172998051445707,0.027299805144570644,1,5.91322855562858,-0.027140555122764313,68644.69,0.8652777777777777,True,0.89,1772050565.355,0.88,1772059267.084,0.89,1772050565.355,1772050565.355,0.89,filled_early
BTC,2026-02-27,bitcoin-above-66k-on-february-27,1771945200,1772211660,0.21,0.25,0.2507755898815693,0.030775589881569282,0,5.554807144701575,0.03239866286216,63453.99,3.0840277777777776,True,0.22,,0.22,,0.24,1771945232.459,,0.23,chased
BTC,2026-02-27,bitcoin-above-66k-on-february-27,1772066700,1772211660,0.77,0.8,0.8073976294085308,0.027397629408530744,0,6.942849167389455,-0.0396711464431063,68195.93,1.6777777777777778,True,0.78,1772072019.863,0.775,1772072019.863,0.79,1772067658.886,1772072019.863,0.79,chased
BTC,2026-02-27,bitcoin-above-66k-on-february-27,1772168400,1772211660,0.89,0.92,0.933568280328777,0.03356828032877701,0,7.603607292334214,-0.0330736718968506,67747.49,0.5006944444444444,True,0.9,1772169017.835,0.895,1772177494.25,0.91,1772168644.053,1772169017.835,0.9,filled_early
BTC,2026-02-28,bitcoin-above-66k-on-february-28,1771966800,1772298060,0.3,0.33,0.33785863381168385,0.027858633811683853,0,6.864959308160996,0.00952717617787801,64472.9,3.8340277777777776,True,0.31,1771967728.642,0.305,1771967728.642,0.32,1771967728.642,1771967728.642,0.31,filled_early
BTC,2026-02-28,bitcoin-above-66k-on-february-28,1772055900,1772298060,0.82,0.86,0.8607188808003134,0.030718880800313486,0,5.153871140790186,-0.06154065153221559,69221.59,2.8027777777777776,True,0.83,1772056476.838,0.83,1772056476.838,0.85,1772056476.838,1772056476.838,0.83,filled_early
BTC,2026-02-28,bitcoin-above-66k-on-february-28,1772199000,1772298060,0.47,0.5,0.5175000136479398,0.03750001364793987,0,13.478672984947911,-0.014155275464844823,66018.0,1.1465277777777778,True,0.48,1772199002.327,0.475,1772199002.942,0.49,1772199002.327,1772199002.327,0.48,filled_early
BTC,2026-03-01,bitcoin-above-66k-on-march-1,1771966800,1772384460,0.32,0.35,0.36177858010130604,0.03177858010130602,1,6.181730814242997,0.025888958530493188,64472.9,4.834027777777778,True,0.33,1771972558.213,0.325,1771972558.213,0.34,1771972558.213,,,cancelled_gap
BTC,2026-03-01,bitcoin-above-66k-on-march-1,1772055900,1772384460,0.8,0.84,0.8445353181530936,0.03453531815309352,1,5.08520118874317,-0.04517886917960043,69221.59,3.8027777777777776,True,0.81,1772059212.239,0.81,1772059212.239,0.83,1772059212.239,,,cancelled_gap
BTC,2026-03-01,bitcoin-above-66k-on-march-1,1772185500,1772384460,0.74,0.77,0.7921027109101146,0.04210271091011464,1,9.319531643976035,-0.021617672783470945,67609.71,2.302777777777778,True,0.75,1772186585.019,0.745,1772187062.818,0.76,1772186585.019,1772186585.019,0.75,filled_early
BTC,2026-03-01,bitcoin-above-66k-on-march-1,1772288100,1772384460,0.24,0.28,0.2758939660907452,0.02589396609074518,1,11.154059670495903,0.020473460349454117,64823.0,1.1152777777777778,True,0.25,1772288130.593,0.25,1772288130.593,0.27,1772288130.593,1772288130.593,0.25,filled_early
BTC,2026-03-10,bitcoin-above-66k-on-march-10,1772568000,1773158460,0.67,0.71,0.7100811707810475,0.03008117078104744,1,4.535910352164473,0.04225800541193692,68435.0,6.834027777777778,True,0.68,,0.68,,0.7,,,,cancelled_gap
BTC,2026-03-10,bitcoin-above-66k-on-march-10,1772756100,1773158460,0.85,0.88,0.8860378778042983,0.026037877804298337,1,3.4064839920942043,0.0052048047658951446,71018.3,4.656944444444444,True,0.86,,0.855,,0.87,,,,cancelled_gap
BTC,2026-03-10,bitcoin-above-66k-on-march-10,1772866800,1773158460,0.68,0.71,0.7150008109934678,0.025000810993467848,1,6.918301758026828,0.05319123165677911,67690.86,3.3756944444444446,True,0.69,1772868241.149,0.685,,0.7,1772868241.149,1772868241.149,0.69,filled_early
BTC,2026-03-10,bitcoin-above-66k-on-march-10,1772962200,1773158460,0.69,0.72,0.7324757215971213,0.03247572159712131,1,6.657369612516236,0.05087793939698554,67847.63,2.2715277777777776,True,0.7,1772964877.505,0.695,1772969715.184,0.71,1772964877.505,,,cancelled_gap
