asset,event,slug,t0,P,label,exited,exit_px,days_hold,days_exitpol,ev_hold,ev_exitpol
ETH,2025-10-23,ethereum-above-3800-on-october-23,1760945400,0.5871569999999999,1,False,,3.354861111111111,3.354861111111111,0.5843749690467903,0.5843749690467903
ETH,2025-10-25,ethereum-above-3900-on-october-25,1761137100,0.365925,1,False,,3.136111111111111,3.136111111111111,0.5048880443063264,0.5048880443063264
SOL,2025-10-25,solana-above-190-on-october-25,1761137100,0.324973,1,False,,3.136111111111111,3.136111111111111,0.5214720371291895,0.5214720371291895
BTC,2025-10-26,bitcoin-above-108k-on-october-26,1761138000,0.49747199999999997,1,False,,4.125694444444444,4.125694444444444,0.10520790612002301,0.10520790612002301
SOL,2025-10-27,solana-above-200-on-october-27,1761226200,0.190332,1,False,,4.104861111111111,4.104861111111111,0.6179506428761842,0.6179506428761842
SOL,2025-10-27,solana-above-200-on-october-27,1761312600,0.190332,1,False,,3.104861111111111,3.104861111111111,0.6193929555753404,0.6193929555753404
ETH,2025-10-29,ethereum-above-4000-on-october-29,1761471900,0.40665300000000004,0,False,,3.261111111111111,3.261111111111111,-0.3368969395833849,-0.3368969395833849
ETH,2025-10-30,ethereum-above-3800-on-october-30,1761485400,0.734112,0,False,,4.104861111111111,4.104861111111111,-0.446272598963132,-0.446272598963132
ETH,2025-10-30,ethereum-above-3700-on-october-30,1761485400,0.839877,1,False,,4.104861111111111,4.104861111111111,0.36028512176482036,0.36028512176482036
SOL,2025-11-17,solana-above-140-on-november-17,1763121600,0.557388,0,True,0.6,3.2090277777777776,1.2248490277788153,-0.36479292629583937,-0.016925833760441288
XRP,2025-11-20,xrp-above-2pt2-on-november-20,1763141400,0.665925,0,False,,5.979861111111111,5.979861111111111,-0.1639541925161766,-0.1639541925161766
SOL,2025-11-19,solana-above-150-on-november-19,1763169300,0.221613,0,False,,4.656944444444444,4.656944444444444,-0.053890535538477224,-0.053890535538477224
ETH,2025-11-19,ethereum-above-3000-on-november-19,1763172900,0.71275572,0,False,,4.615277777777778,4.615277777777778,-0.45913817612335794,-0.45913817612335794
BTC,2025-11-19,bitcoin-above-94k-on-november-19,1763172900,0.61186825,0,True,0.575,4.615277777777778,1.5836210532403654,-0.2038710199512111,0.04128574230578333
BTC,2025-11-18,bitcoin-above-98k-on-november-18,1763172900,0.252768,0,False,,3.6152777777777776,3.6152777777777776,-0.0946598972629567,-0.0946598972629567
ETH,2025-11-19,ethereum-above-2900-on-november-19,1763175600,0.82172953,1,True,0.92,4.584027777777778,0.6767072569440913,0.38418564057619686,0.08593347795335879
BTC,2025-11-20,bitcoin-above-98k-on-november-20,1763175600,0.3147,0,True,0.29,5.584027777777778,2.493948344908379,0.29181140058733224,0.06571995458920028
ETH,2025-11-18,ethereum-above-3100-on-november-18,1763216100,0.636492,1,False,,3.1152777777777776,3.1152777777777776,0.4277493132176332,0.4277493132176332
ETH,2025-11-19,ethereum-above-3000-on-november-19,1763259300,0.71275572,0,False,,3.6152777777777776,3.6152777777777776,-0.43707344220096384,-0.43707344220096384
ETH,2025-11-20,ethereum-above-3200-on-november-20,1763317800,0.386317,0,False,,3.9381944444444446,3.9381944444444446,-0.05650733525248747,-0.05650733525248747
ETH,2025-11-20,ethereum-above-3100-on-november-20,1763317800,0.5474370000000001,0,True,0.39,3.9381944444444446,1.5759250462965833,-0.20709729561604362,-0.07110601175462951
BTC,2025-11-22,bitcoin-above-94k-on-november-22,1763505900,0.426933,0,True,0.18,3.761111111111111,0.7636116550917978,0.32130686719723744,0.03550295358125921
SOL,2025-11-26,solana-above-130-on-november-26,1763586900,0.5474370000000001,1,False,,6.823611111111111,6.823611111111111,0.3670401297263127,0.3670401297263127
ETH,2025-11-23,ethereum-above-2900-on-november-23,1763586900,0.5474370000000001,0,True,0.68,3.823611111111111,0.7107809953695094,-0.30683640731097733,0.0991049189555061
SOL,2025-11-24,solana-above-130-on-november-24,1763586900,0.557388,1,False,,4.823611111111111,4.823611111111111,0.4258014979289403,0.4258014979289403
BTC,2025-11-23,bitcoin-above-90k-on-november-23,1763587800,0.467325,0,True,0.73,3.8131944444444446,0.6675227777770272,-0.18345382808078547,0.11735474726698106
ETH,2025-11-23,ethereum-above-3100-on-november-23,1763588700,0.242397,0,True,0.25,3.8027777777777776,0.6960283796296075,0.03518701625921836,0.03971319101442104
ETH,2025-11-24,ethereum-above-3000-on-november-24,1763588700,0.396492,0,True,0.1,4.802777777777778,1.5339042824065243,-0.20825503558358255,0.16990404277533266
SOL,2025-11-23,solana-above-130-on-november-23,1763588700,0.6168,1,True,0.69,3.8027777777777776,0.06067177083205294,0.4777861802313364,0.06144252813174663
ETH,2025-11-25,ethereum-above-3000-on-november-25,1763588700,0.40665300000000004,0,True,0.26,5.802777777777778,0.8263668518513441,-0.3254704880314454,0.07845533349663306
SOL,2025-11-24,solana-above-140-on-november-24,1763588700,0.29411200000000004,0,False,,4.802777777777778,4.802777777777778,-0.2649447095494726,-0.2649447095494726
ETH,2025-11-25,ethereum-above-2900-on-november-25,1763588700,0.5474370000000001,1,True,0.64,5.802777777777778,0.6912533564810399,0.5316547416753752,0.12205669113961609
BTC,2025-11-24,bitcoin-above-90k-on-november-24,1763588700,0.49747199999999997,0,True,0.33,4.802777777777778,0.8067432754624773,-0.2557051737353201,0.02819332853347606
ETH,2025-11-24,ethereum-above-3100-on-november-24,1763588700,0.263125,0,True,0.026,4.802777777777778,3.6113931249992715,-0.09505803584818243,-0.019495448833196094
BTC,2025-11-24,bitcoin-above-86k-on-november-24,1763588700,0.753468,1,True,0.52,4.802777777777778,1.3023641666659602,0.42182102736559585,0.009265648135076826
BTC,2025-11-23,bitcoin-above-92k-on-november-23,1763588700,0.3147,0,True,0.13,3.8027777777777776,0.8173737384268531,-0.014194989588010132,0.08787972798412386
ETH,2025-11-24,ethereum-above-2900-on-november-24,1763588700,0.557388,0,True,0.17,4.802777777777778,1.5173027546289894,-0.37531027158827646,0.0713020272339458
ETH,2025-11-24,ethereum-above-2800-on-november-24,1763588700,0.7147,1,True,0.82,4.802777777777778,0.14264012731611728,0.4385018069177863,0.07381991522159526
ETH,2025-11-25,ethereum-above-2800-on-november-25,1763588700,0.6952320000000001,1,True,0.32,5.802777777777778,1.6192599189805763,0.37320660522618093,0.0435260167815128
ETH,2025-11-23,ethereum-above-3000-on-november-23,1763588700,0.386317,0,True,0.49,3.8027777777777776,0.06053321759181994,-0.06732567882595153,0.11630679626664078
ETH,2025-11-25,ethereum-above-3100-on-november-25,1763588700,0.273468,0,True,0.14,5.802777777777778,0.8184593518519843,-0.19972837881105415,0.0801336419623079
BTC,2025-11-25,bitcoin-above-92k-on-november-25,1763589600,0.34547700000000003,0,True,0.13,5.792361111111111,1.1999939583324724,-0.11800596753414297,0.09974655901640739
BTC,2025-11-25,bitcoin-above-94k-on-november-25,1763589600,0.232012,0,True,0.1,5.792361111111111,1.092833518518342,-0.035156344943497314,0.09755332938653469
ETH,2025-11-25,ethereum-above-3200-on-november-25,1763589600,0.169408,0,True,0.26,5.792361111111111,0.4249136689802011,-0.10652027051180113,0.04151738060747206
ETH,2025-11-23,ethereum-above-2700-on-november-23,1763589600,0.839877,1,True,0.96,3.792361111111111,0.6856410069432524,0.3221353815868093,0.13834880975402547
SOL,2025-11-23,solana-above-140-on-november-23,1763589600,0.304413,0,False,,3.792361111111111,3.792361111111111,-0.20073866520569417,-0.20073866520569417
BTC,2025-11-24,bitcoin-above-84k-on-november-24,1763589600,0.8494079999999999,1,True,0.94,4.792361111111111,0.7088219907410719,0.27620799946199837,0.0720469621958392
BTC,2025-11-25,bitcoin-above-86k-on-november-25,1763589600,0.763125,1,True,0.22,5.792361111111111,1.6042565277770713,0.4070055772933734,-0.04334079222509607
BTC,2025-11-24,bitcoin-above-92k-on-november-24,1763589600,0.44715699999999997,0,True,0.2,4.792361111111111,0.7965733449078268,-0.20422962358252503,-0.04932099352472771
BTC,2025-11-25,bitcoin-above-88k-on-november-25,1763589600,0.646317,0,True,0.25,5.792361111111111,1.421048900462963,-0.43737742291440296,0.01252153291859831
BTC,2025-11-25,bitcoin-above-90k-on-november-25,1763589600,0.49747199999999997,0,True,0.12,5.792361111111111,1.745076412037015,-0.26578169956142916,0.13524452227307232
SOL,2025-11-23,solana-above-150-on-november-23,1763595000,0.095733,0,False,,3.729861111111111,3.729861111111111,-0.0048775260132083165,-0.0048775260132083165
ETH,2025-11-24,ethereum-above-2700-on-november-24,1763595000,0.830332,1,True,0.68,4.729861111111111,1.1462625578708119,0.2836870644530095,0.029327937971130175
ETH,2025-11-24,ethereum-above-3200-on-november-24,1763595000,0.169408,0,True,0.036,4.729861111111111,1.4835917361108242,0.008878618676517264,0.2580705213658704
ETH,2025-11-24,ethereum-above-2600-on-november-24,1763597700,0.8921242500000001,1,True,0.601,4.698611111111111,1.5106154282418667,0.17426999024487239,-0.11864835175126046
SOL,2025-11-25,solana-above-130-on-november-25,1763602200,0.675708,1,False,,5.646527777777778,5.646527777777778,0.37112204629596285,0.37112204629596285
SOL,2025-11-26,solana-above-140-on-november-26,1763602200,0.437052,0,False,,6.646527777777778,6.646527777777778,-0.4057138991322771,-0.4057138991322771
SOL,2025-11-24,solana-above-120-on-november-24,1763602200,0.839877,1,False,,4.646527777777778,4.646527777777778,0.21750097532375579,0.21750097532375579
SOL,2025-11-23,solana-above-120-on-november-23,1763602200,0.868428,1,True,0.95,3.6465277777777776,0.02437620370476334,0.21311965506881247,0.0682936894507623
BTC,2025-11-23,bitcoin-above-96k-on-november-23,1763604000,0.148428,0,False,,3.6256944444444446,3.6256944444444446,0.2603169593782471,0.2603169593782471
ETH,2025-11-23,ethereum-above-3300-on-november-23,1763604900,0.07455700000000001,0,True,0.019,3.6152777777777776,1.0495771990744052,0.16709719065242748,0.1757018785528056
ETH,2025-11-24,ethereum-above-3300-on-november-24,1763604900,0.1063,0,True,0.02,4.615277777777778,1.8238296180549596,0.069430946324953,0.19020624515257134
ETH,2025-11-25,ethereum-above-3300-on-november-25,1763604900,0.127392,0,True,0.17,5.615277777777778,0.26443122685231546,-0.02079301353931448,0.049277890481006684
SOL,2025-11-24,solana-above-160-on-november-24,1763605800,0.09044425,0,False,,4.604861111111111,4.604861111111111,0.04793443018864452,0.04793443018864452
SOL,2025-11-25,solana-above-140-on-november-25,1763605800,0.507493,0,True,0.33,5.604861111111111,0.7591660185185848,-0.34858060898863596,0.026790146608962145
XRP,2025-11-25,xrp-above-2-on-november-25,1763671500,0.507493,1,False,,4.844444444444444,4.844444444444444,0.13090247926189386,0.13090247926189386
SOL,2025-11-24,solana-above-130-on-november-24,1763673300,0.557388,1,False,,3.823611111111111,3.823611111111111,0.43607857158989294,0.43607857158989294
SOL,2025-11-26,solana-above-130-on-november-26,1763673300,0.5474370000000001,1,False,,5.823611111111111,5.823611111111111,0.3650206595639559,0.3650206595639559
BTC,2025-11-25,bitcoin-above-86k-on-november-25,1763676000,0.5970519999999999,1,True,0.22,4.792361111111111,0.6042565277770714,0.40921424430478404,0.07369199457500347
XRP,2025-11-25,xrp-above-2pt1-on-november-25,1763676000,0.304413,1,False,,4.792361111111111,4.792361111111111,0.37559309461076307,0.37559309461076307
ETH,2025-11-24,ethereum-above-3100-on-november-24,1763676000,0.127392,0,True,0.026,3.792361111111111,2.600976458332605,-0.11061219205332626,-0.042815273780925575
BTC,2025-11-25,bitcoin-above-90k-on-november-25,1763676000,0.29411200000000004,0,True,0.12,4.792361111111111,0.7450764120370149,-0.28797482856930673,0.10453016330943576
ETH,2025-11-25,ethereum-above-2700-on-november-25,1763677800,0.830332,1,True,0.76,4.771527777777778,0.038408298611089034,0.13638306329593625,-0.03249641112571246
ETH,2025-11-26,ethereum-above-2800-on-november-26,1763677800,0.5970519999999999,1,True,0.42,5.771527777777778,1.2790843634252196,0.3440372933714481,0.02114343146138789
BTC,2025-11-24,bitcoin-above-92k-on-november-24,1763677800,0.148428,0,True,0.04,3.7715277777777776,0.4938249884269856,-0.09843129074056728,0.2514307424544976
BTC,2025-11-25,bitcoin-above-84k-on-november-25,1763677800,0.7437969999999999,1,True,0.67,4.771527777777778,0.26252165509318864,0.307678524420879,0.05045769053537931
ETH,2025-11-24,ethereum-above-3000-on-november-24,1763677800,0.273468,0,True,0.1,3.7715277777777776,0.5026542824065243,-0.2166092100340495,0.17094854302629
BTC,2025-11-26,bitcoin-above-90k-on-november-26,1763677800,0.3147,0,True,0.15,5.771527777777778,1.9088544560196223,-0.29906669461674384,0.048929655026258595
BTC,2025-11-27,bitcoin-above-88k-on-november-27,1763677800,0.457248,1,True,0.61,6.771527777777778,3.9801784837963403,0.3449963163848019,0.11437650828416764
BTC,2025-11-27,bitcoin-above-90k-on-november-27,1763677800,0.33523200000000003,1,True,0.24,6.771527777777778,0.19105297453701497,0.4765482068610847,0.06229593072257586
BTC,2025-11-26,bitcoin-above-92k-on-november-26,1763678700,0.2112,0,True,0.12,5.761111111111111,0.3938642708322516,-0.19769220790035416,0.13382475814834838
SOL,2025-11-27,solana-above-130-on-november-27,1763678700,0.6168,1,False,,6.761111111111111,6.761111111111111,0.24565130533203375,0.24565130533203375
BTC,2025-11-26,bitcoin-above-84k-on-november-26,1763678700,0.734112,1,True,0.66,5.761111111111111,0.1719491435173485,0.27865172340708994,0.040313936094088995
BTC,2025-11-27,bitcoin-above-84k-on-november-27,1763679600,0.724413,1,True,0.7,6.750694444444444,0.044959097223149405,0.11261485365722426,0.046240466653240164
BTC,2025-11-26,bitcoin-above-80k-on-november-26,1763730000,0.66494593,1,True,0.895,5.167361111111111,1.8996010069438705,0.10741417592765193,0.08600957166065012
BTC,2025-11-27,bitcoin-above-80k-on-november-27,1763731800,0.6952320000000001,1,True,0.88,6.146527777777778,1.9381936921289673,-0.045900795152757246,0.05419497049240493
BTC,2025-11-27,bitcoin-above-86k-on-november-27,1763731800,0.40665300000000004,1,True,0.52,6.146527777777778,3.042507523149252,0.19821989649609617,-0.014010745375042044
ETH,2025-11-24,ethereum-above-2700-on-november-24,1763733600,0.557388,1,True,0.6,3.1256944444444446,0.02115210648212168,0.25939622524175276,0.06431288581096298
ETH,2025-11-24,ethereum-above-2800-on-november-24,1763733600,0.386317,1,True,0.61,3.1256944444444446,2.232140671296252,0.4235883918400969,0.09960995273961824
ETH,2025-11-25,ethereum-above-2900-on-november-25,1763733600,0.273468,1,False,,4.125694444444444,4.125694444444444,0.49622860997849505,0.49622860997849505
ETH,2025-11-26,ethereum-above-2700-on-november-26,1763733600,0.5474370000000001,1,True,0.57,5.125694444444444,0.021077314813931783,0.20410726403680668,0.04029355236324289
ETH,2025-11-27,ethereum-above-2700-on-november-27,1763733600,0.5474370000000001,1,True,0.61,6.125694444444444,0.7053867361115085,0.14740288503509313,0.03863337438930509
ETH,2025-11-24,ethereum-above-2600-on-november-24,1763733600,0.79585408,1,True,0.748,3.1256944444444446,0.0212949652776674,0.05249708630725902,-0.029892122151805773
ETH,2025-11-26,ethereum-above-2600-on-november-26,1763733600,0.685477,1,True,0.75,5.125694444444444,0.6331412268512778,0.09531136201674398,0.058516029418267716
ETH,2025-11-26,ethereum-above-2500-on-november-26,1763733600,0.7746949200000001,1,True,0.919,5.125694444444444,1.8569452314823867,0.04789848464136329,0.08699819103706402
BTC,2025-11-24,bitcoin-above-86k-on-november-24,1763737200,0.437052,1,True,0.31,3.0840277777777776,0.5777537152778219,0.39099085164753467,-0.06369965101046342
BTC,2025-11-26,bitcoin-above-86k-on-november-26,1763737200,0.4168,1,True,0.65,5.084027777777778,3.0600170949073853,0.4070351317038383,0.11407544416467837
ETH,2025-11-27,ethereum-above-2800-on-november-27,1763745300,0.4168,1,True,0.43,5.990277777777778,0.4983690624987638,0.3058787429359567,0.059581520539826335
BTC,2025-11-25,bitcoin-above-88k-on-november-25,1763745300,0.2112,0,True,0.26,3.9902777777777776,2.6825647685180107,-0.33362716942542203,7.510707165922503e-05
ETH,2025-11-27,ethereum-above-2600-on-november-27,1763745300,0.685477,1,True,0.73,5.990277777777778,0.10826644675875152,0.07532909467075988,0.07523121625647346
BTC,2025-11-27,bitcoin-above-78k-on-november-27,1763746200,0.8207730000000001,1,True,0.93,5.979861111111111,1.4509460648149253,-0.02366914076218299,0.0672405567777163
BTC,2025-11-26,bitcoin-above-82k-on-november-26,1763762400,0.7039995299999999,1,False,,4.792361111111111,4.792361111111111,0.14665723682074827,0.14665723682074827
BTC,2025-11-25,bitcoin-above-86k-on-november-25,1763762400,0.34547700000000003,1,True,0.67,3.792361111111111,2.7617426273143955,0.5031343205445499,0.19578647079264938
ETH,2025-11-25,ethereum-above-2700-on-november-25,1763764200,0.557388,1,True,0.61,3.7715277777777776,0.3279496180542089,0.17171044763444165,0.06667825257201751
BTC,2025-11-25,bitcoin-above-84k-on-november-25,1763768700,0.5772480000000001,1,True,0.8,3.7194444444444446,2.6403143749993156,0.2760493415543318,0.1528434296710171
ETH,2025-11-25,ethereum-above-2800-on-november-25,1763769600,0.4168,1,True,0.55,3.7090277777777776,2.6046783333326933,0.3110826383229016,0.07854475791846986
BTC,2025-11-26,bitcoin-above-84k-on-november-26,1763769600,0.5772480000000001,1,True,0.78,4.709027777777778,1.6756823032404538,0.2389947996041921,0.07137024009942439
BTC,2025-11-27,bitcoin-above-88k-on-november-27,1763771400,0.304413,1,True,0.61,5.688194444444444,2.8968451504630073,0.3133595116370583,0.07652903510752646
ETH,2025-11-26,ethereum-above-2800-on-november-26,1763771400,0.48743699999999995,1,True,0.42,4.688194444444444,0.19575103009188616,0.23373368570483094,-0.04982742535783446
BTC,2025-11-27,bitcoin-above-84k-on-november-27,1763771400,0.5772480000000001,1,True,0.6,5.688194444444444,0.05458398148141525,0.0324266932474252,0.022502307111692398
ETH,2025-11-26,ethereum-above-2900-on-november-26,1763771400,0.273468,1,True,0.28,4.688194444444444,0.2920333449073412,0.4749551379510898,0.00453525860230225
ETH,2025-11-27,ethereum-above-2400-on-november-27,1763781300,0.877917,1,True,0.94,5.573611111111111,1.1707899884272506,-0.006276311702163223,0.03814499869857917
BTC,2025-11-27,bitcoin-above-88k-on-november-27,1763962200,0.49747199999999997,1,True,0.61,3.479861111111111,0.6885118171296738,0.19761308794201998,0.020549671662158014
ETH,2025-11-27,ethereum-above-2800-on-november-27,1763962200,0.606933,1,True,0.69,3.479861111111111,1.1576313425931666,0.17503139799792772,0.09651876321478664
ETH,2025-11-27,ethereum-above-2900-on-november-27,1763962200,0.4168,1,True,0.34,3.479861111111111,0.376032916666181,0.350086610491908,0.05920636348347738
BTC,2025-11-30,bitcoin-above-88k-on-november-30,1764111600,0.426933,1,True,0.86,4.750694444444444,1.1845775231470663,0.2328199906051836,0.12415732274531771
ETH,2025-11-30,ethereum-above-3000-on-november-30,1764112500,0.386317,1,True,0.61,4.740277777777778,2.77278373842714,0.5087093744160384,0.1466453982291509
BTC,2025-11-29,bitcoin-above-90k-on-november-29,1764112500,0.242397,1,True,0.65,3.7402777777777776,1.6215749537034168,0.4972184610777748,0.15980128887360093
ETH,2025-11-30,ethereum-above-2900-on-november-30,1764112500,0.5673250000000001,1,True,0.82,4.740277777777778,2.149594351850726,0.33251405260828804,0.2082929135943915
BTC,2025-12-01,bitcoin-above-88k-on-december-1,1764112500,0.44715699999999997,0,True,0.81,5.740277777777778,1.1892943749990728,-0.19733365302439732,0.11290160727027196
BTC,2025-11-29,bitcoin-above-86k-on-november-29,1764112500,0.636492,1,True,0.7,3.7402777777777776,0.10031822916534212,0.08805820572747503,0.08441228849470167
BTC,2025-11-30,bitcoin-above-86k-on-november-30,1764113400,0.636492,1,True,0.979,4.729861111111111,1.8694029050927472,0.0433154335837585,0.04122917765084633
BTC,2025-12-02,bitcoin-above-88k-on-december-2,1764113400,0.467325,1,True,0.42,6.729861111111111,5.070864421297554,0.29970661973480883,-0.009666406333546276
BTC,2025-11-30,bitcoin-above-90k-on-november-30,1764113400,0.283797,1,True,0.73,4.729861111111111,1.7979682638882486,0.39784424706650917,0.1520455841627052
BTC,2025-12-02,bitcoin-above-84k-on-december-2,1764122400,0.753468,1,True,0.963,6.625694444444444,1.8195190509270738,0.09023328353329038,0.021708781866789845
BTC,2025-12-01,bitcoin-above-84k-on-december-1,1764122400,0.772768,1,True,0.92,5.625694444444444,0.656708171295899,0.41341932312606217,0.060047556989190676
BTC,2025-12-01,bitcoin-above-90k-on-december-1,1764122400,0.304413,0,True,0.22,5.625694444444444,0.46331462963035813,-0.056911026999317604,0.010272779069788338
BTC,2025-11-29,bitcoin-above-88k-on-november-29,1764174600,0.426933,1,True,0.91,3.0215277777777776,0.6802260416663355,0.1595213276244662,0.024594162565247768
BTC,2025-12-02,bitcoin-above-86k-on-december-2,1764177300,0.636492,1,True,0.91,5.990277777777778,1.316512233797047,0.14062737607377218,0.0279732883403285
BTC,2025-12-01,bitcoin-above-86k-on-december-1,1764177300,0.646317,0,True,0.782,4.990277777777778,4.687849548610824,-0.37475867952049663,0.2200179880876731
ETH,2025-12-02,ethereum-above-3000-on-december-2,1764179100,0.426933,1,True,0.16,5.969444444444444,4.303771770833819,0.5865262654188246,0.019131754675019652
ETH,2025-11-30,ethereum-above-3100-on-november-30,1764179100,0.365925,0,True,0.25,3.9694444444444446,1.3006693287028206,-0.40922013483902137,-0.11440743791531345
BTC,2025-12-02,bitcoin-above-92k-on-december-2,1764179100,0.179877,0,True,0.32,5.969444444444444,2.6933230092597227,-0.2692489431457041,0.07270157525567601
ETH,2025-12-01,ethereum-above-2800-on-december-1,1764179100,0.887392,0,True,0.89,4.969444444444444,0.4910439583328035,-0.5136642252099816,-0.028378237727143978
ETH,2025-12-02,ethereum-above-2900-on-december-2,1764179100,0.5673250000000001,1,True,0.37,5.969444444444444,4.302402476850483,0.44551220114189316,0.07551832993637159
BTC,2025-12-01,bitcoin-above-92k-on-december-1,1764180000,0.179877,0,True,0.29,4.959027777777778,1.9865161921304686,0.2470140090781484,0.058697859674533365
BTC,2025-12-02,bitcoin-above-94k-on-december-2,1764180000,0.221613,0,True,0.24,5.959027777777778,1.2993334490750674,-0.2791083441419358,-0.054627587420668075
ETH,2025-11-30,ethereum-above-3200-on-november-30,1764180000,0.1063,0,True,0.023,3.9590277777777776,2.5634252546286143,-0.12321450767475792,-0.05953535249954473
BTC,2025-11-30,bitcoin-above-94k-on-november-30,1764180000,0.04162353,0,True,0.213,3.9590277777777776,0.6554760069455262,-0.13683247292108142,0.0833711901753044
ETH,2025-12-02,ethereum-above-3200-on-december-2,1764180000,0.15892499999999998,0,True,0.16,5.959027777777778,1.5610017708330244,-0.13357860467709198,0.014047129186983509
ETH,2025-12-01,ethereum-above-3200-on-december-1,1764180900,0.15892499999999998,0,True,0.041,4.948611111111111,3.795850312500088,0.25683990265087003,-0.10006642554032612
ETH,2025-12-02,ethereum-above-3300-on-december-2,1764180900,0.095733,0,False,,5.948611111111111,5.948611111111111,-0.06642774177355412,-0.06642774177355412
BTC,2025-12-02,bitcoin-above-90k-on-december-2,1764182700,0.5175,1,True,0.63,5.927777777777778,3.1915901388890213,0.3866216174095629,0.032667708032066964
BTC,2025-11-30,bitcoin-above-92k-on-november-30,1764182700,0.273468,0,True,0.49,3.9277777777777776,1.7933501504637577,-0.4760663995720023,0.004804861396014215
BTC,2025-11-30,bitcoin-above-88k-on-november-30,1764198000,0.437052,1,True,0.86,3.7506944444444446,0.18457752314706644,0.4411195276224053,0.33547971687508693
ETH,2025-11-30,ethereum-above-3000-on-november-30,1764198900,0.37612799999999996,1,True,0.61,3.7402777777777776,1.77278373842714,0.5970931149489244,0.24315768773167032
ETH,2025-11-30,ethereum-above-2900-on-november-30,1764198900,0.5871569999999999,1,True,0.82,3.7402777777777776,1.149594351850726,0.3918142749005652,0.27107788008768086
BTC,2025-12-01,bitcoin-above-88k-on-december-1,1764198900,0.457248,0,True,0.81,4.740277777777778,0.1892943749990728,0.023432457935943007,0.3017232118744223
BTC,2025-11-30,bitcoin-above-90k-on-november-30,1764199800,0.5175,1,True,0.73,3.729861111111111,0.7979682638882487,0.3238612302459022,0.09045576916386325
BTC,2025-11-30,bitcoin-above-82k-on-november-30,1764201600,0.9345570000000001,1,False,,3.7090277777777776,3.7090277777777776,0.04397728357490496,0.04397728357490496
BTC,2025-12-02,bitcoin-above-88k-on-december-2,1764207000,0.6952320000000001,1,True,0.42,5.646527777777778,3.9875310879642214,0.2912569704690625,-0.01019534286305368
BTC,2025-12-01,bitcoin-above-94k-on-december-1,1764207000,0.169408,0,True,0.2,4.646527777777778,0.9593531018523155,0.2714103333952646,-0.00509920779447183
BTC,2025-12-01,bitcoin-above-90k-on-december-1,1764208800,0.675708,0,True,0.62,4.625694444444444,2.2162120138881383,-0.04398787038297525,-0.00139320699701901
BTC,2025-12-01,bitcoin-above-96k-on-december-1,1764211500,0.085152,0,True,0.095,4.594444444444444,0.8170854745363748,0.31413616756017065,0.02817746954676627
BTC,2025-12-02,bitcoin-above-98k-on-december-2,1764211500,0.13160368,0,True,0.035,5.594444444444444,1.8973064120362202,-0.10073042483101019,-0.06423048633090993
ETH,2025-11-30,ethereum-above-3300-on-november-30,1764211500,0.06288632999999999,0,True,0.032,3.5944444444444446,0.9232518634255286,-0.03550654351209555,0.02358913187781246
SOL,2025-12-01,solana-above-140-on-december-1,1764215100,0.40665300000000004,0,False,,4.552777777777778,4.552777777777778,0.2362012031490237,0.2362012031490237
