asset,event,ts,fside,overshoot,z,label,ev_raw,ev_hedged
BTC,2025-12-20,1766157300,no,0.07608136502226448,2.1317113083225845,1,-0.32999999999999996,-0.42488349849317597
BTC,2025-12-21,1766325600,yes,-0.09437825105399611,-1.5892732621304524,1,0.69,0.39368480135241063
BTC,2025-12-27,1766715300,no,0.061872423550027256,3.5303860568163126,0,0.62,0.48300866411336474
BTC,2025-12-29,1766973600,no,0.10314349743905016,2.647904860813842,0,0.71,0.48336097487897123
BTC,2025-12-30,1767001500,yes,-0.07495673529738645,-5.2988142238521,1,0.5,0.3828090351244653
BTC,2026-02-01,1769698800,yes,-0.06225859154221819,-4.260323995379939,0,-0.32,1.138422677274159
BTC,2026-01-02,1767288600,no,0.050995302930756214,1.7806803221492375,1,-0.36,0.29938609357537005
BTC,2026-01-23,1769179500,yes,-0.0930362422477824,-2.2715998184889905,1,0.14,-0.015549998146825866
BTC,2026-01-25,1769357700,yes,-0.15505838917506864,-3.4458945845935833,1,0.6890000000000001,0.5468323091068987
BTC,2026-01-31,1769698800,yes,-0.0606425047898812,-4.260323995379939,0,-0.3,0.7826035520890469
BTC,2025-11-22,1763567100,yes,-0.05058576013519722,-4.901965256890538,0,-0.74,-0.2797207813134622
BTC,2025-11-26,1763658000,yes,-0.1261914769440008,-2.884761671126114,0,-0.5,-0.5001708786726089
BTC,2025-11-26,1764173700,no,0.1579979698032934,2.7780271665885037,0,0.29000000000000004,0.45474057743960317
BTC,2025-12-11,1765393200,no,0.050612588315046114,1.9295896519051692,0,0.85,0.5896425768674589
BTC,2025-12-02,1764687600,no,0.07330099340535956,2.5417651874361677,1,-0.7210000000000001,-0.18054699209192293
BTC,2025-12-20,1766157300,no,0.06535109368666114,2.1317113083225845,0,0.32000000000000006,0.23156973326690194
BTC,2025-12-26,1766715300,no,0.057914928528576576,3.5303860568163126,0,0.14800000000000002,-0.01023286164678483
BTC,2025-12-28,1766716200,no,0.05078495176436376,5.947095026652065,0,0.39,0.205992166730838
BTC,2025-12-05,1764927900,yes,-0.05142165289419798,-2.3371522535615044,0,-0.76,-0.23653048076918382
BTC,2025-12-08,1765128600,no,0.05275136259662283,3.1426857924974483,0,0.69,0.563384793900833
BTC,2026-01-02,1767366000,no,0.11872755732526749,3.1751471405494596,1,-0.5800000000000001,-0.107955230788642
BTC,2026-01-20,1768927500,yes,-0.08089081470724047,-3.4337679587575933,1,0.371,0.33939564538724176
BTC,2026-01-21,1769005800,no,0.07809920269153264,4.816620940196141,0,0.41999999999999993,-0.4291144703026871
BTC,2026-01-22,1768780800,yes,-0.0577591260396314,-5.188654789703184,0,-0.83,-0.5187485618188246
BTC,2026-01-22,1769026500,yes,-0.06233506024929786,-1.5427129636357166,0,-0.46,-0.2716926319566819
BTC,2026-01-24,1769195700,yes,-0.0948021373826079,-2.634786789612634,0,-0.58,-0.12835495672413
BTC,2026-01-28,1769615100,no,0.05050948096459788,2.7443465157792017,0,0.24,0.3000902966021437
BTC,2026-01-03,1767367800,yes,-0.057051270133444576,-2.4113404769136464,1,0.71,0.51335488553684
BTC,2026-01-05,1767374100,no,0.05019983447896559,3.041830739206399,1,-0.36,0.04210446734778095
BTC,2025-11-20,1763647200,yes,-0.08979149172830647,-2.6353207624078183,0,-0.828,-0.35843089489033336
BTC,2025-12-11,1765418400,yes,-0.0500166951278031,-2.036450045054624,0,-0.22,-0.06231131886753766
BTC,2025-12-12,1765492200,yes,-0.06498157321553355,-2.3657819837010234,0,-0.55,-0.07308739779512047
BTC,2025-12-13,1765492200,yes,-0.053845937050317816,-2.3657819837010234,0,-0.54,-0.18785524994481922
BTC,2025-12-17,1765983600,no,0.051831344905735974,6.005978783737998,0,0.05800000000000005,0.05474641611101732
BTC,2025-12-02,1764688500,no,0.08360720059069796,4.902265054244504,0,0.124,0.14769676351206645
BTC,2025-12-03,1764772200,yes,-0.10460080797442828,-2.2322166023737156,1,0.399,0.48417159988104536
BTC,2026-01-10,1767734100,no,0.05309389420903654,2.8781647793477716,0,0.65,0.4432989377089822
BTC,2026-01-11,1767734100,no,0.05623801863019118,2.8781647793477716,0,0.65,0.49519132534919486
BTC,2026-01-12,1768203900,yes,-0.05964705281239896,-1.660208177725199,1,0.6699999999999999,0.4836287810649452
BTC,2026-01-19,1768780800,yes,-0.05162058965526162,-5.188654789703184,1,0.16900000000000004,0.22341364817919807
BTC,2026-01-20,1768781700,yes,-0.09557222010451971,-8.622066011292052,0,-0.55,-0.22291515812182
BTC,2026-01-20,1768885200,yes,-0.08748655349741319,-2.227962374832877,0,-0.47000000000000003,0.14792011806062128
BTC,2026-01-24,1769190300,no,0.07955132221679348,2.9599334943753255,0,0.21399999999999997,-0.10949058737925615
BTC,2026-01-04,1767486600,no,0.061813305105505284,1.6626105495094285,0,0.2749999999999999,0.3211829250393064
BTC,2026-01-07,1767798900,yes,-0.11861181096053858,-1.598130108996487,0,-0.21000000000000002,0.02899123909143092
BTC,2026-01-08,1767734100,no,0.07742893064427747,2.8781647793477716,0,0.71,0.4453049007148465
BTC,2026-01-09,1767973500,no,0.11685724566114036,4.215273228043445,0,0.15000000000000002,0.20356917653770584
BTC,2025-12-11,1765398600,no,0.05982936403384659,2.799798672663993,0,0.47,-0.1530302332677288
BTC,2025-12-12,1765393200,no,0.05787241689952438,1.9295896519051692,0,0.4099999999999999,0.16926115333933112
BTC,2025-12-09,1765296000,no,0.06257112107470711,5.290813171091646,1,-0.927,-0.9043143895638106
BTC,2026-01-10,1767734100,no,0.062314973985644284,2.8781647793477716,0,0.45999999999999996,0.2549459865401748
BTC,2026-01-11,1767734100,no,0.0555800053873049,2.8781647793477716,0,0.47,0.3160357882998772
BTC,2026-01-13,1768320000,no,0.07664966496962103,4.056332153699638,0,0.16900000000000004,0.1419471478082055
BTC,2026-01-16,1768578300,yes,-0.050148183436546145,-3.527259376233866,1,0.15000000000000002,0.03757010970934668
BTC,2026-01-19,1768780800,yes,-0.19627458766877542,-5.188654789703184,0,-0.42,-0.3315824909120497
BTC,2026-01-21,1768781700,yes,-0.10144796395210087,-8.622066011292052,0,-0.31,0.20914709989415908
BTC,2026-01-07,1767734100,no,0.10863926596367263,2.8781647793477716,0,0.38,0.0857848333105376
BTC,2026-01-08,1767734100,no,0.08539459105014535,2.8781647793477716,0,0.41999999999999993,0.1600536478835045
BTC,2025-11-21,1763647200,yes,-0.05162657739435844,-2.6353207624078183,0,-0.15000000000000002,0.52021041627563
BTC,2026-01-21,1768780800,yes,-0.11322384201032817,-5.188654789703184,0,-0.21000000000000002,0.3821067916144782
BTC,2026-01-22,1768782600,yes,-0.1848663812761629,-3.9797479384115553,0,-0.18000000000000002,0.07983067540543623
BTC,2026-01-08,1767734100,no,0.05642283663349271,2.8781647793477716,0,0.18500000000000005,0.0285596666939463
BTC,2026-01-14,1768403700,no,0.05197739637025656,3.630828818494682,0,0.12,0.17050652263165042
ETH,2026-02-12,1770333300,no,0.0718076557136893,1.8257356657309358,1,-0.07000000000000006,-0.06686168616897728
ETH,2026-02-10,1770389100,no,0.08069321212271163,3.579521919481522,1,-0.119,-0.06986464848637078
ETH,2026-02-12,1770476400,yes,-0.05345983189957737,-1.6334321093175577,1,0.15000000000000002,0.27974331667012764
ETH,2026-02-24,1771895700,yes,-0.08152966816464724,-2.8529481112640096,1,0.275,0.2197340178504661
ETH,2026-03-04,1772304300,no,0.06613316596501828,2.203659025587166,1,-0.17500000000000004,0.1926730464065925
ETH,2026-02-10,1770225300,no,0.05040934446654799,2.59737334558051,1,-0.119,-0.2390370590589358
ETH,2026-02-11,1770822000,yes,-0.07487855112139963,-4.062602812509395,1,0.17500000000000004,0.2755418912864716
ETH,2026-02-12,1770650100,no,0.05027144764828617,1.5786479616781404,1,-0.14,-0.3773180943379727
ETH,2026-02-16,1771177500,yes,-0.06721301899865761,-2.3372616471043854,1,0.17500000000000004,0.20995334140604835
ETH,2026-02-18,1771339500,yes,-0.07572391793949684,-3.349191308886128,1,0.24,0.20602120538349017
ETH,2026-02-08,1770223500,yes,-0.06941351856652178,-2.157530776431119,1,0.14600000000000002,0.1805147145305865
ETH,2026-02-09,1770223500,yes,-0.07530639947736373,-2.157530776431119,1,0.17000000000000004,0.19155779435755013
ETH,2026-03-01,1772124300,yes,-0.05025841008303078,-2.6483541575615814,1,0.19999999999999996,0.28404564784262437
ETH,2026-03-30,1774824300,yes,-0.0770984269848165,-3.8254738851181616,1,0.22899999999999998,-0.14238624541390743
ETH,2026-03-31,1774824300,yes,-0.06518095063586304,-3.8254738851181616,1,0.29000000000000004,0.01179718123587753
ETH,2026-02-10,1770694200,yes,-0.06764998960069013,-3.1676942210473404,1,0.18999999999999995,0.3537209683705556
ETH,2026-02-13,1770993900,no,0.14303447145552853,2.2188597311018388,1,-0.55,0.41287541312455034
ETH,2026-02-14,1770993900,no,0.05288439707129633,2.2188597311018388,1,-0.54,0.0030987827606895335
ETH,2026-02-15,1770993900,no,0.06837378269300454,2.2188597311018388,1,-0.5,-0.39557265045954076
ETH,2026-02-16,1771177500,yes,-0.0837255111495222,-2.3372616471043854,0,-0.35000000000000003,-0.27991032186053527
ETH,2026-02-17,1771177500,yes,-0.052659210894990316,-2.3372616471043854,0,-0.38,-0.3478136905391357
ETH,2026-02-17,1771344900,no,0.08012110639711933,2.457156295576374,0,0.28400000000000003,0.12818127647419622
ETH,2026-02-19,1771177500,yes,-0.05934013057086962,-2.3372616471043854,0,-0.41000000000000003,-0.23045126423024778
ETH,2026-02-27,1772124300,yes,-0.07592330085259447,-2.6483541575615814,0,-0.46,-0.015986134822429887
ETH,2026-02-28,1772124300,yes,-0.08190536509492108,-2.6483541575615814,0,-0.46,-0.0014242982801477289
ETH,2026-02-08,1770448500,yes,-0.06301386589487756,-4.258867988512922,1,0.45999999999999996,0.16174491007047548
ETH,2026-03-01,1772330400,no,0.06555421680163737,5.618961259865218,0,0.653,0.4072058863947522
ETH,2026-03-23,1774137600,yes,-0.06473786677877647,-5.973279068140158,1,0.22999999999999998,0.1015703336659246
ETH,2026-03-04,1772611200,no,0.07390047949029527,2.516846224086845,1,-0.37,0.6264887443908864
ETH,2026-04-01,1774968300,yes,-0.05347729765667247,-2.0588674208127147,1,0.72,0.3861240309934684
ETH,2026-04-06,1775430900,no,0.06401157608274055,3.6286804338270904,1,-0.43000000000000005,0.02596853241003677
ETH,2026-04-08,1775591100,no,0.0697263663272934,1.992436532163076,1,-0.44999999999999996,0.2461323671978375
