asset,event,ts,n_strikes,ev_gapw,ev_eqw,ev_best1,evr_gapw,evr_best1,hit_gapw
BTC,2025-10-14,1760185800,1,-0.3640179030131888,-0.3640179030131888,-0.3640179030131888,-0.34445313,-0.34445313,0.0
BTC,2025-10-16,1760166000,1,-0.1434265986297143,-0.1434265986297143,-0.1434265986297143,-0.355708,-0.355708,0.0
BTC,2025-10-20,1760632200,1,0.030295733370968497,0.030295733370968497,0.030295733370968497,0.17635783000000005,0.17635783000000005,1.0
BTC,2025-10-21,1760750100,2,0.1552261537819367,0.16954256871698756,0.027655139342145585,0.6662714627792106,0.5831999999999999,1.0
BTC,2025-10-22,1760751000,2,0.05552279467976251,0.06454084208651228,-0.34900228063982364,0.13562022660123466,-0.273468,0.4890966057574635
BTC,2025-10-22,1760884200,1,-0.3566524633947363,-0.3566524633947363,-0.3566524633947363,-0.355708,-0.355708,0.0
BTC,2025-10-23,1760771700,1,0.06292443894746953,0.06292443894746953,0.06292443894746953,0.17922699999999994,0.17922699999999994,1.0
BTC,2025-10-23,1760894100,1,0.2274899074647908,0.2274899074647908,0.2274899074647908,0.275587,0.275587,1.0
BTC,2025-10-25,1761131700,1,0.1036701525585042,0.1036701525585042,0.1036701525585042,0.34387199999999996,0.34387199999999996,1.0
BTC,2025-10-26,1761131700,1,0.0994411234599441,0.0994411234599441,0.0994411234599441,0.502528,0.502528,1.0
BTC,2025-10-26,1761228000,1,0.14601044882282338,0.14601044882282338,0.14601044882282338,0.542752,0.542752,1.0
BTC,2025-10-29,1761480900,1,-0.015220170242051245,-0.015220170242051245,-0.015220170242051245,-0.148428,-0.148428,0.0
BTC,2025-10-30,1761538500,1,0.12259224903283289,0.12259224903283289,0.12259224903283289,0.04667500000000004,0.04667500000000004,1.0
BTC,2025-11-02,1761801300,1,-0.34133008000674503,-0.34133008000674503,-0.34133008000674503,-0.263125,-0.263125,0.0
BTC,2025-11-16,1763013600,1,-0.68601028735343,-0.68601028735343,-0.68601028735343,-0.93079668,-0.93079668,0.0
BTC,2025-11-18,1763168400,1,-0.5152862942355554,-0.5152862942355554,-0.5152862942355554,-0.65514753,-0.65514753,0.0
BTC,2025-11-19,1763171100,1,-0.20654511880859738,-0.20654511880859738,-0.20654511880859738,-0.61186825,-0.61186825,0.0
BTC,2025-11-20,1763137800,1,-0.15900561452491746,-0.15900561452491746,-0.15900561452491746,-0.685477,-0.685477,0.0
BTC,2025-11-22,1763504100,2,0.3316870076009484,0.3329164975404789,0.29664723055525766,-0.3428025050047549,-0.426933,0.0
BTC,2025-11-23,1763504100,1,-0.12089320855785651,-0.12089320855785651,-0.12089320855785651,-0.5970519999999999,-0.5970519999999999,0.0
BTC,2025-11-23,1763590500,3,-0.03896218796344393,0.02572370218227024,-0.16066673893603722,-0.3118989762264398,-0.467325,0.17781288700545714
BTC,2025-11-24,1763505000,1,-0.018011079421889564,-0.018011079421889564,-0.018011079421889564,-0.44715699999999997,-0.44715699999999997,0.0
BTC,2025-11-24,1763591400,3,0.13004427545017316,0.14686077809127157,-0.2502347875294069,-0.05711512562428599,-0.49747199999999997,0.6248367627049625
BTC,2025-11-24,1763677800,1,-0.09606042189457986,-0.09606042189457986,-0.09606042189457986,-0.148428,-0.148428,0.0
BTC,2025-11-25,1763518500,1,-0.05033613189903413,-0.05033613189903413,-0.05033613189903413,-0.4168,-0.4168,0.0
BTC,2025-11-25,1763604900,4,-0.0710622545996335,-0.06879800793507905,-0.13669773041161037,-0.43364801460284086,-0.49747199999999997,0.0
BTC,2025-11-25,1763729100,1,0.3321168622192903,0.3321168622192903,0.3321168622192903,0.5831999999999999,0.5831999999999999,1.0
BTC,2025-11-26,1763675100,2,-0.08884352105341657,-0.04075790537227844,-0.3321594386432699,-0.07230885611009139,-0.3147,0.4174925142956944
BTC,2025-11-26,1763761500,2,0.3106369213329194,0.2848775503514194,0.4187081277973371,0.4732899889328017,0.593347,1.0
BTC,2025-11-27,1763675100,2,0.3706386519899014,0.3810661622560597,0.3130181151039394,0.5944112887152271,0.542752,1.0
BTC,2025-11-27,1763767800,2,0.10516259391318387,0.105002402728825,0.17118988586638917,0.49301965566764117,0.5629480000000001,1.0
BTC,2025-11-27,1763935200,3,0.009828019486961555,0.0340210203724165,-0.42723903801473584,0.2330767515087593,-0.232012,0.6293305763427666
BTC,2025-11-29,1764110700,1,0.03574725307830684,0.03574725307830684,0.03574725307830684,0.363508,0.363508,1.0
BTC,2025-11-30,1764109800,1,0.19472365400798608,0.19472365400798608,0.19472365400798608,0.5730670000000001,0.5730670000000001,1.0
BTC,2025-11-30,1764196200,5,0.2217380259627609,0.050541149907228466,0.43903404676696745,0.34057353180233996,0.5629480000000001,0.7373617082966828
BTC,2025-12-01,1764110700,1,-0.23540899654913122,-0.23540899654913122,-0.23540899654913122,-0.44715699999999997,-0.44715699999999997,0.0
BTC,2025-12-01,1764197100,3,0.1938217994358485,0.21246327751483415,0.2908149839839062,-0.318530895898124,-0.263125,0.0
BTC,2025-12-02,1764111600,1,0.30765505294489415,0.30765505294489415,0.30765505294489415,0.532675,0.532675,1.0
BTC,2025-12-02,1764198000,3,0.34479183690413967,0.3469844132539839,0.33519724846288623,0.3769514054580408,0.363508,1.0
BTC,2025-12-06,1764710100,1,-0.1819894094092846,-0.1819894094092846,-0.1819894094092846,-0.29411200000000004,-0.29411200000000004,0.0
BTC,2025-12-07,1764835200,1,-0.06323082198573987,-0.06323082198573987,-0.06323082198573987,-0.437052,-0.437052,0.0
BTC,2025-12-09,1764743400,1,0.23671944208974693,0.23671944208974693,0.23671944208974693,0.256203,0.256203,1.0
BTC,2025-12-09,1764953100,1,-0.2332010582882013,-0.2332010582882013,-0.2332010582882013,0.217603,0.217603,1.0
BTC,2025-12-18,1765758600,1,-0.4917783168003335,-0.4917783168003335,-0.4917783168003335,-0.5474370000000001,-0.5474370000000001,0.0
BTC,2025-12-31,1766715300,2,0.2038075583841777,0.20104605854461638,0.20882965203895293,0.16012300000000004,0.16012300000000004,1.0
BTC,2026-01-01,1766979900,1,-0.5926831489129859,-0.5926831489129859,-0.5926831489129859,-0.792012,-0.792012,0.0
