asset,event,ts,n_strikes,ev_gapw,ev_eqw,ev_best1,evr_gapw,evr_best1,hit_gapw
BTC,2025-10-14,1760182200,1,-0.3706891657187236,-0.3706891657187236,-0.3706891657187236,-0.34445313,-0.34445313,0.0
BTC,2025-10-15,1760205600,1,-0.2794334019089659,-0.2794334019089659,-0.2794334019089659,-0.355708,-0.355708,0.0
BTC,2025-10-16,1760166000,1,-0.1434265986297143,-0.1434265986297143,-0.1434265986297143,-0.355708,-0.355708,0.0
BTC,2025-10-16,1760303700,1,0.22462236682559272,0.22462236682559272,0.22462236682559272,-0.148428,-0.148428,0.0
BTC,2025-10-17,1760451300,1,0.006792444017314436,0.006792444017314436,0.006792444017314436,-0.324973,-0.324973,0.0
BTC,2025-10-20,1760630400,1,0.018446593078610227,0.018446593078610227,0.018446593078610227,0.13537152000000002,0.13537152000000002,1.0
BTC,2025-10-20,1760716800,1,0.4658820398983486,0.4658820398983486,0.4658820398983486,0.736875,0.736875,1.0
BTC,2025-10-21,1760632200,3,-0.07205927608015053,-0.07187998711896973,-0.08551130727540572,0.194146443241956,0.11544903,1.0
BTC,2025-10-21,1760747400,1,0.010870316654549517,0.010870316654549517,0.010870316654549517,0.5831999999999999,0.5831999999999999,1.0
BTC,2025-10-22,1760750100,1,-0.36608973936572253,-0.36608973936572253,-0.36608973936572253,-0.273468,-0.273468,0.0
BTC,2025-10-22,1760884200,2,-0.028659590099009757,0.0375232711105212,-0.3566524633947363,-0.02770200826631078,-0.355708,0.416049041815576
BTC,2025-10-23,1760652000,1,0.24499536611851228,0.24499536611851228,0.24499536611851228,0.32429199999999997,0.32429199999999997,1.0
BTC,2025-10-23,1760751000,2,-0.04278290778338806,-0.04166156576449667,-0.4625195554115251,0.1230729554179868,-0.304413,0.4986677905059711
BTC,2025-10-23,1760892300,1,0.2123747022673549,0.2123747022673549,0.2123747022673549,0.275587,0.275587,1.0
BTC,2025-10-25,1761120000,1,-0.00877509890249413,-0.00877509890249413,-0.00877509890249413,0.10787574999999999,0.10787574999999999,1.0
BTC,2025-10-26,1761131700,1,0.0994411234599441,0.0994411234599441,0.0994411234599441,0.502528,0.502528,1.0
BTC,2025-10-26,1761227100,1,0.14607966085814816,0.14607966085814816,0.14607966085814816,0.5528430000000001,0.5528430000000001,1.0
BTC,2025-10-29,1761480900,1,-0.015220170242051245,-0.015220170242051245,-0.015220170242051245,-0.148428,-0.148428,0.0
BTC,2025-10-30,1761507900,1,0.16049156949895096,0.16049156949895096,0.16049156949895096,0.04667500000000004,0.04667500000000004,1.0
BTC,2025-11-02,1761801300,2,-0.03396310051178747,0.043955262505065346,-0.34133008000674503,0.05029155355086126,-0.263125,0.3988822641047338
BTC,2025-11-10,1762447500,2,-0.1289077685889842,-0.12852849873134026,-0.1344948787687331,0.16554690433255026,0.20798799999999998,1.0
BTC,2025-11-11,1762568100,1,-0.12064005759543131,-0.12064005759543131,-0.12064005759543131,-0.1063,-0.1063,0.0
BTC,2025-11-16,1763012700,1,-0.6617580332940489,-0.6617580332940489,-0.6617580332940489,-0.93079668,-0.93079668,0.0
BTC,2025-11-18,1763168400,1,-0.5152862942355554,-0.5152862942355554,-0.5152862942355554,-0.65514753,-0.65514753,0.0
