asset,event,slug,ts,entry,ev_raw,ev_hedged,label
BTC,2026-06-08,bitcoin-above-68k-on-june-8-2026-717,1780435800,0.49,-0.49,-0.04338000212152804,0
BTC,2026-06-08,bitcoin-above-70k-on-june-8-2026-448,1780435800,0.27,-0.27,0.12202478020064006,0
ETH,2026-06-07,ethereum-above-1900-on-june-7-2026,1780437600,0.49,-0.49,0.5162016177560027,0
ETH,2026-06-06,ethereum-above-1800-on-june-6-2026,1780440300,0.797,-0.797,0.12044482624752018,0
ETH,2026-06-08,ethereum-above-1900-on-june-8-2026,1780440300,0.46,-0.46,0.21528719030737292,0
ETH,2026-06-06,ethereum-above-1900-on-june-6-2026,1780440300,0.45,-0.45,0.920985202785463,0
ETH,2026-06-08,ethereum-above-1800-on-june-8-2026,1780442100,0.73,-0.73,-0.24460976843966536,0
ETH,2026-06-09,ethereum-above-1900-on-june-9-2026,1780442100,0.42,-0.42,0.28005143464330523,0
ETH,2026-06-09,ethereum-above-2000-on-june-9-2026,1780442100,0.16,-0.16,0.3083211051668854,0
ETH,2026-06-09,ethereum-above-1800-on-june-9-2026,1780443900,0.67,-0.67,-0.080872342864594,0
ETH,2026-06-05,ethereum-above-1900-on-june-5-2026,1780488900,0.38,-0.38,1.1310578257572823,0
ETH,2026-06-04,ethereum-above-1800-on-june-4-2026,1780497000,0.8210000000000001,-0.8210000000000001,-0.4793438879874199,0
ETH,2026-06-05,ethereum-above-1700-on-june-5-2026,1780500600,0.9420000000000001,-0.9420000000000001,-0.5355330842610143,0
BTC,2026-06-08,bitcoin-above-62k-on-june-8-2026-644,1780500600,0.89,0.10999999999999999,0.26371817074531084,1
BTC,2026-06-04,bitcoin-above-66k-on-june-4-2026-369,1780500600,0.632,-0.632,-0.03638062764069838,0
ETH,2026-06-10,ethereum-above-1900-on-june-10-2026,1780505100,0.26,-0.26,0.20069496419108762,0
ETH,2026-06-10,ethereum-above-2000-on-june-10-2026,1780506000,0.06999999999999999,-0.06999999999999999,0.18661881495674815,0
ETH,2026-06-05,ethereum-above-1800-on-june-5-2026,1780507800,0.641,-0.641,0.5867883018642397,0
ETH,2026-06-10,ethereum-above-1800-on-june-10-2026,1780516800,0.5,-0.5,-0.05537143506221237,0
ETH,2026-06-09,ethereum-above-1700-on-june-9-2026,1780517700,0.8,-0.8,-0.4246532689205745,0
BTC,2026-06-09,bitcoin-above-64k-on-june-9-2026-453-432,1780517700,0.66,-0.66,-0.22614859719364044,0
ETH,2026-06-10,ethereum-above-1700-on-june-10-2026,1780517700,0.78,-0.78,-0.45414736544020345,0
ETH,2026-06-07,ethereum-above-1900-on-june-7-2026,1780524000,0.29000000000000004,-0.29000000000000004,0.5077984426250725,0
ETH,2026-06-06,ethereum-above-1700-on-june-6-2026,1780533900,0.823,-0.823,-0.20769368126684695,0
BTC,2026-06-08,bitcoin-above-64k-on-june-8-2026-139,1780533900,0.444,-0.444,-0.45531413688847805,0
BTC,2026-06-07,bitcoin-above-64k-on-june-7-2026-536,1780533900,0.439,-0.439,-0.25520853221619244,0
ETH,2026-06-06,ethereum-above-1800-on-june-6-2026,1780533900,0.483,-0.483,0.5400853296692746,0
ETH,2026-06-09,ethereum-above-1800-on-june-9-2026,1780534800,0.48,-0.48,-0.014586877920125807,0
ETH,2026-06-08,ethereum-above-1700-on-june-8-2026,1780534800,0.784,-0.784,-0.5339062941146022,0
ETH,2026-06-08,ethereum-above-1800-on-june-8-2026,1780534800,0.48,-0.48,-0.13784671646072694,0
ETH,2026-06-07,ethereum-above-1800-on-june-7-2026,1780534800,0.48,-0.48,0.13719136330130433,0
BTC,2026-06-07,bitcoin-above-68k-on-june-7-2026-634,1780542900,0.11199999999999999,-0.11199999999999999,0.0007201445806401113,0
ETH,2026-06-08,ethereum-above-1900-on-june-8-2026,1780544700,0.23,-0.23,0.061708107999136536,0
BTC,2026-06-06,bitcoin-above-68k-on-june-6-2026-331-336-128,1780544700,0.111,-0.111,0.13446890330968103,0
SOL,2026-06-09,solana-above-80-on-june-9-2026,1780544700,0.08,-0.08,0.12982181342099353,0
SOL,2026-06-10,solana-above-70-on-june-10-2026,1780544700,0.5700000000000001,-0.5700000000000001,-0.24285236297540747,0
XRP,2026-06-08,xrp-above-1pt3-on-june-8-2026,1780544700,0.09,-0.09,0.013396595924979826,0
XRP,2026-06-05,xrp-above-1pt3-on-june-5-2026,1780544700,0.02,-0.02,0.20549738745922533,0
XRP,2026-06-07,xrp-above-1pt2-on-june-7-2026,1780545600,0.54,-0.54,-0.12083198824449687,0
BTC,2026-06-08,bitcoin-above-68k-on-june-8-2026-717,1780546500,0.17,-0.17,-0.10430181053432748,0
ETH,2026-06-06,ethereum-above-1900-on-june-6-2026,1780546500,0.18000000000000002,-0.18000000000000002,0.560721623558366,0
ETH,2026-06-09,ethereum-above-1900-on-june-9-2026,1780546500,0.26,-0.26,0.1599356987706992,0
BTC,2026-06-06,bitcoin-above-64k-on-june-6-2026-957-953-472-848,1780549200,0.551,-0.551,-0.1196110866131817,0
SOL,2026-06-08,solana-above-70-on-june-8-2026,1780550100,0.486,-0.486,-0.26994088325599064,0
XRP,2026-06-10,xrp-above-1pt2-on-june-10-2026,1780550100,0.43,-0.43,-0.14504726472039253,0
BTC,2026-06-04,bitcoin-above-60k-on-june-4-2026,1780553700,0.96,0.040000000000000036,0.04609655787225356,1
ETH,2026-06-08,ethereum-above-1600-on-june-8-2026,1780558200,0.899,0.10099999999999998,0.22431872503372974,1
XRP,2026-06-05,xrp-above-1pt1-on-june-5-2026,1780559100,0.921,-0.921,-0.7550909047478969,0
ETH,2026-06-07,ethereum-above-1600-on-june-7-2026,1780560000,0.912,0.08799999999999997,0.29503686821204156,1
XRP,2026-06-04,xrp-above-1pt1-on-june-4-2026,1780560900,0.96,0.040000000000000036,0.03859447405500414,1
XRP,2026-06-06,xrp-above-1pt1-on-june-6-2026,1780563600,0.839,-0.839,-0.5854267631606993,0
SOL,2026-06-09,solana-above-70-on-june-9-2026,1780563600,0.43,-0.43,-0.12436669208620788,0
XRP,2026-06-09,xrp-above-1pt2-on-june-9-2026,1780567200,0.29000000000000004,-0.29000000000000004,-0.14760806320784559,0
ETH,2026-06-04,ethereum-above-1800-on-june-4-2026,1780586100,0.133,-0.133,0.13357387593579284,0
ETH,2026-06-05,ethereum-above-1700-on-june-5-2026,1780587000,0.852,-0.852,-0.1865922890724605,0
BTC,2026-06-05,bitcoin-above-64k-on-june-5-2026-299,1780588800,0.47100000000000003,-0.47100000000000003,0.3279811662990168,0
BTC,2026-06-08,bitcoin-above-62k-on-june-8-2026-644,1780588800,0.741,0.259,0.27819455452098857,1
BTC,2026-06-10,bitcoin-above-64k-on-june-10-2026,1780590600,0.46,-0.46,-0.3533394674038102,0
BTC,2026-06-10,bitcoin-above-66k-on-june-10-2026,1780591500,0.28,-0.28,-0.1743180552303395,0
ETH,2026-06-10,ethereum-above-1900-on-june-10-2026,1780591500,0.14,-0.14,0.1039266029049078,0
BTC,2026-06-11,bitcoin-above-64k-on-june-11-2026,1780592400,0.44,-0.44,-0.36841432339878766,0
BTC,2026-06-11,bitcoin-above-62k-on-june-11-2026,1780592400,0.63,0.37,0.4349670830048094,1
SOL,2026-06-11,solana-above-70-on-june-11-2026,1780598700,0.45,-0.45,-0.22710070659945067,0
ETH,2026-06-05,ethereum-above-1800-on-june-5-2026,1780600500,0.325,-0.325,1.118011915472722,0
BTC,2026-06-09,bitcoin-above-64k-on-june-9-2026-453-432,1780604100,0.44,-0.44,-0.16656058767610543,0
BTC,2026-06-07,bitcoin-above-62k-on-june-7-2026,1780621200,0.74,0.26,0.44327941557932315,1
ETH,2026-06-11,ethereum-above-1700-on-june-11-2026,1780621200,0.68,-0.68,-0.38372816501182266,0
ETH,2026-06-08,ethereum-above-1700-on-june-8-2026,1780621200,0.739,-0.739,-0.49428912158562266,0
BTC,2026-06-07,bitcoin-above-64k-on-june-7-2026-536,1780621200,0.4,-0.4,-0.17156052135132113,0
ETH,2026-06-11,ethereum-above-1800-on-june-11-2026,1780621200,0.37,-0.37,-0.046155399792914886,0
BTC,2026-06-08,bitcoin-above-64k-on-june-8-2026-139,1780622100,0.397,-0.397,-0.44520525514219556,0
ETH,2026-06-07,ethereum-above-1800-on-june-7-2026,1780622100,0.26,-0.26,0.30714409158619616,0
ETH,2026-06-06,ethereum-above-1700-on-june-6-2026,1780622100,0.773,-0.773,0.06822199488368452,0
ETH,2026-06-10,ethereum-above-1700-on-june-10-2026,1780623900,0.6900000000000001,-0.6900000000000001,-0.4036307327839585,0
ETH,2026-06-09,ethereum-above-1800-on-june-9-2026,1780623900,0.33,-0.33,0.08722223481097097,0
ETH,2026-06-10,ethereum-above-1800-on-june-10-2026,1780623900,0.35000000000000003,-0.35000000000000003,-0.03207742039333639,0
BTC,2026-06-10,bitcoin-above-62k-on-june-10-2026,1780624800,0.67,0.32999999999999996,0.4096194785281321,1
BTC,2026-06-09,bitcoin-above-62k-on-june-9-2026,1780624800,0.681,-0.681,-0.4427845764688193,0
BTC,2026-06-10,bitcoin-above-58k-on-june-10-2026,1780629300,0.864,0.136,0.1253039417000798,1
ETH,2026-06-11,ethereum-above-1600-on-june-11-2026,1780632000,0.8200000000000001,0.17999999999999994,0.33546478699708804,1
BTC,2026-06-08,bitcoin-above-66k-on-june-8-2026-811,1780632000,0.09999999999999999,-0.09999999999999999,-0.16779651030612347,0
BTC,2026-06-07,bitcoin-above-60k-on-june-7-2026-159,1780633800,0.89,0.10999999999999999,0.19631593629401883,1
BTC,2026-06-09,bitcoin-above-66k-on-june-9-2026-493,1780633800,0.18000000000000002,-0.18000000000000002,-0.0009631137284148716,0
BTC,2026-06-06,bitcoin-above-64k-on-june-6-2026-957-953-472-848,1780635600,0.406,-0.406,0.18374802636214804,0
ETH,2026-06-07,ethereum-above-1500-on-june-7-2026,1780639200,0.9390000000000001,0.06099999999999994,0.11498088256458938,1
ETH,2026-06-10,ethereum-above-1600-on-june-10-2026,1780639200,0.738,0.262,0.3293930021044752,1
BTC,2026-06-07,bitcoin-above-58k-on-june-7-2026-356-993,1780640100,0.914,0.08599999999999997,0.08625373762084391,1
BTC,2026-06-06,bitcoin-above-60k-on-june-6-2026-252,1780641000,0.764,0.236,0.3515424347383381,1
BTC,2026-06-09,bitcoin-above-58k-on-june-9-2026,1780641900,0.851,0.14900000000000002,0.20450917208435537,1
ETH,2026-06-09,ethereum-above-1700-on-june-9-2026,1780641900,0.37,-0.37,-0.2841425676144863,0
XRP,2026-06-05,xrp-above-1pt1-on-june-5-2026,1780651800,0.876,-0.876,-0.6473237627085493,0
ETH,2026-06-11,ethereum-above-1500-on-june-11-2026,1780653600,0.87,0.13,0.17865255514515277,1
ETH,2026-06-06,ethereum-above-1600-on-june-6-2026,1780653600,0.848,-0.848,-0.4745715486369466,0
ETH,2026-06-09,ethereum-above-1500-on-june-9-2026,1780654500,0.903,0.09699999999999998,0.1487700929160463,1
ETH,2026-06-07,ethereum-above-1700-on-june-7-2026,1780654500,0.392,-0.392,-0.1697401481060959,0
BTC,2026-06-11,bitcoin-above-66k-on-june-11-2026,1780655400,0.17,-0.17,-0.1845778876329439,0
BTC,2026-06-10,bitcoin-above-56k-on-june-10-2026,1780659900,0.913,0.08699999999999997,0.06982998053919785,1
XRP,2026-06-06,xrp-above-1pt1-on-june-6-2026,1780665300,0.706,-0.706,-0.4613865286313331,0
ETH,2026-06-08,ethereum-above-1500-on-june-8-2026,1780668900,0.834,0.16600000000000004,0.01796318462170754,1
BTC,2026-06-08,bitcoin-above-60k-on-june-8-2026,1780677900,0.62,0.38,0.04433381950567222,1
BTC,2026-06-08,bitcoin-above-62k-on-june-8-2026-644,1780678800,0.431,0.569,0.28185471353983416,1
BTC,2026-06-11,bitcoin-above-64k-on-june-11-2026,1780678800,0.26,-0.26,-0.366442524501117,0
BTC,2026-06-11,bitcoin-above-62k-on-june-11-2026,1780678800,0.44,0.56,0.4381107333756098,1
BTC,2026-06-11,bitcoin-above-60k-on-june-11-2026,1780679700,0.6,0.4,0.25779828137807126,1
BTC,2026-06-11,bitcoin-above-58k-on-june-11-2026,1780679700,0.76,0.24,0.12737206041140947,1
BTC,2026-06-10,bitcoin-above-64k-on-june-10-2026,1780680600,0.18000000000000002,-0.18000000000000002,-0.31259071698583524,0
ETH,2026-06-06,ethereum-above-1500-on-june-6-2026,1780680600,0.895,0.10499999999999998,0.1872510054049874,1
BTC,2026-06-11,bitcoin-above-54k-on-june-11-2026,1780682400,0.904,0.09599999999999997,0.028301022769037565,1
BTC,2026-06-08,bitcoin-above-58k-on-june-8-2026,1780683300,0.81,0.18999999999999995,-0.07103246848566647,1
BTC,2026-06-08,bitcoin-above-56k-on-june-8-2026,1780685100,0.86,0.14,-0.0816591744226002,1
BTC,2026-06-09,bitcoin-above-64k-on-june-9-2026-453-432,1780694100,0.25,-0.25,-0.18686315121694919,0
BTC,2026-06-09,bitcoin-above-60k-on-june-9-2026,1780713900,0.627,0.373,0.3447580321507964,1
BTC,2026-06-10,bitcoin-above-58k-on-june-10-2026,1780715700,0.762,0.238,0.11381190481027638,1
BTC,2026-06-09,bitcoin-above-58k-on-june-9-2026,1780728300,0.777,0.22299999999999998,0.191492888417875,1
ETH,2026-06-09,ethereum-above-1600-on-june-9-2026,1780731000,0.381,0.619,0.3962291013052367,1
ETH,2026-06-10,ethereum-above-1600-on-june-10-2026,1780731000,0.396,0.604,0.3569381081957348,1
ETH,2026-06-10,ethereum-above-1700-on-june-10-2026,1780731900,0.15000000000000002,-0.15000000000000002,-0.301882494128561,0
ETH,2026-06-08,ethereum-above-1700-on-june-8-2026,1780738200,0.08399999999999999,-0.08399999999999999,-0.2898943274556576,0
ETH,2026-06-07,ethereum-above-1600-on-june-7-2026,1780753500,0.248,0.752,0.42041601709570203,1
ETH,2026-06-08,ethereum-above-1500-on-june-8-2026,1780760700,0.754,0.246,-0.14906965606710876,1
BTC,2026-06-10,bitcoin-above-64k-on-june-10-2026,1780795800,0.22,-0.22,-0.30442673584650765,0
BTC,2026-06-10,bitcoin-above-56k-on-june-10-2026,1780804800,0.916,0.08399999999999996,0.049201996136721465,1
BTC,2026-06-10,bitcoin-above-58k-on-june-10-2026,1780805700,0.834,0.16600000000000004,0.09808274888296872,1
BTC,2026-06-10,bitcoin-above-66k-on-june-10-2026,1780820100,0.15000000000000002,-0.15000000000000002,-0.16245393805521996,0
ETH,2026-06-09,ethereum-above-1600-on-june-9-2026,1780824600,0.646,0.354,0.362876888393066,1
BTC,2026-06-09,bitcoin-above-60k-on-june-9-2026,1780835400,0.724,0.276,0.3491244334367596,1
BTC,2026-06-09,bitcoin-above-58k-on-june-9-2026,1780837200,0.858,0.14200000000000002,0.18544517336931896,1
ETH,2026-06-11,ethereum-above-1500-on-june-11-2026,1780847100,0.8220000000000001,0.17799999999999994,0.15404148273853244,1
BTC,2026-06-11,bitcoin-above-62k-on-june-11-2026,1780848900,0.52,0.48,0.42083943920280453,1
ETH,2026-06-11,ethereum-above-1700-on-june-11-2026,1780852500,0.3,-0.3,-0.3287630390742203,0
BTC,2026-06-11,bitcoin-above-64k-on-june-11-2026,1780856100,0.33,-0.33,-0.37488737887930595,0
ETH,2026-06-09,ethereum-above-1800-on-june-9-2026,1780876800,0.106,-0.106,0.00682370675872368,0
ETH,2026-06-10,ethereum-above-1800-on-june-10-2026,1780880400,0.17700000000000002,-0.17700000000000002,-0.08065085432353458,0
BTC,2026-06-10,bitcoin-above-64k-on-june-10-2026,1780882200,0.37,-0.37,-0.34387161080204454,0
ETH,2026-06-09,ethereum-above-1700-on-june-9-2026,1780902000,0.34,-0.34,-0.22120610348877154,0
ETH,2026-06-10,ethereum-above-1700-on-june-10-2026,1780905600,0.4,-0.4,-0.33970315923625594,0
BTC,2026-06-08,bitcoin-above-64k-on-june-8-2026-139,1780910100,0.245,-0.245,-0.3599106806202991,0
XRP,2026-06-10,xrp-above-1pt2-on-june-10-2026,1780929000,0.29000000000000004,-0.29000000000000004,-0.10161256009988082,0
XRP,2026-06-09,xrp-above-1pt2-on-june-9-2026,1780930800,0.26,-0.26,0.037743156008831824,0
BTC,2026-06-11,bitcoin-above-68k-on-june-11-2026,1780931700,0.077,-0.077,0.006554926926873844,0
ETH,2026-06-11,ethereum-above-1800-on-june-11-2026,1780956000,0.118,-0.118,0.02746900586772097,0
BTC,2026-06-11,bitcoin-above-66k-on-june-11-2026,1780960500,0.16,-0.16,-0.08043003449063188,0
BTC,2026-06-11,bitcoin-above-62k-on-june-11-2026,1780962300,0.67,0.32999999999999996,0.3748684920544238,1
ETH,2026-06-09,ethereum-above-1700-on-june-9-2026,1780988400,0.36,-0.36,0.1526427789076048,0
BTC,2026-06-12,bitcoin-above-60k-on-june-12-2026,1781000100,0.83,0.17000000000000004,0.093592529257793,1
ETH,2026-06-11,ethereum-above-1600-on-june-11-2026,1781006400,0.81,0.18999999999999995,0.27426779394439704,1
ETH,2026-06-10,ethereum-above-1700-on-june-10-2026,1781007300,0.35000000000000003,-0.35000000000000003,-0.1840670201233558,0
ETH,2026-06-12,ethereum-above-1600-on-june-12-2026,1781009100,0.78,0.21999999999999997,0.2543859994389028,1
BTC,2026-06-12,bitcoin-above-64k-on-june-12-2026,1781012700,0.26,-0.26,-0.4149376435329064,0
BTC,2026-06-12,bitcoin-above-62k-on-june-12-2026,1781012700,0.5700000000000001,0.42999999999999994,0.2536216499523942,1
ETH,2026-06-10,ethereum-above-1600-on-june-10-2026,1781015400,0.744,0.256,0.16299106335815694,1
ETH,2026-06-12,ethereum-above-1700-on-june-12-2026,1781017200,0.26,-0.26,-0.31947710543802604,0
BTC,2026-06-11,bitcoin-above-60k-on-june-11-2026,1781017200,0.74,0.26,0.09434998414519716,1
BTC,2026-06-14,bitcoin-above-64k-on-june-14-2026,1781035200,0.26,0.74,0.5438265832087013,1
BTC,2026-06-15,bitcoin-above-64k-on-june-15-2026,1781035200,0.28,0.72,0.25187369940319226,1
BTC,2026-06-14,bitcoin-above-62k-on-june-14-2026,1781035200,0.51,0.49,0.26809281117317885,1
BTC,2026-06-15,bitcoin-above-62k-on-june-15-2026,1781035200,0.52,0.48,-0.03762489241259759,1
BTC,2026-06-13,bitcoin-above-62k-on-june-13-2026,1781035200,0.52,0.48,0.21115115172454224,1
XRP,2026-06-15,xrp-above-1pt2-on-june-15-2026,1781037900,0.24000000000000002,0.76,0.3714008049982374,1
XRP,2026-06-11,xrp-above-1pt2-on-june-11-2026,1781037900,0.11,-0.11,0.01925806907694376,0
XRP,2026-06-12,xrp-above-1pt2-on-june-12-2026,1781039700,0.16,-0.16,-0.10740192370830225,0
XRP,2026-06-14,xrp-above-1pt2-on-june-14-2026,1781042400,0.2,-0.2,-0.19584426177494887,0
ETH,2026-06-14,ethereum-above-1700-on-june-14-2026,1781062200,0.27,-0.27,-0.35167527205532007,0
ETH,2026-06-15,ethereum-above-1700-on-june-15-2026,1781062200,0.29000000000000004,0.71,0.17493498581001587,1
ETH,2026-06-13,ethereum-above-1700-on-june-13-2026,1781062200,0.25,-0.25,-0.3899038540085846,0
ETH,2026-06-16,ethereum-above-1700-on-june-16-2026,1781074800,0.3,0.7,0.32819547826204604,1
ETH,2026-06-16,ethereum-above-1600-on-june-16-2026,1781075700,0.62,0.38,-0.003648668555637946,1
ETH,2026-06-15,ethereum-above-1800-on-june-15-2026,1781076600,0.08,0.92,0.6560950038340115,1
ETH,2026-06-14,ethereum-above-1800-on-june-14-2026,1781076600,0.060000000000000005,-0.060000000000000005,-0.09429194795340973,0
BTC,2026-06-16,bitcoin-above-60k-on-june-16-2026,1781079300,0.67,0.32999999999999996,-0.03512994873005204,1
BTC,2026-06-13,bitcoin-above-60k-on-june-13-2026,1781086500,0.68,0.31999999999999995,-0.01962701725905236,1
BTC,2026-06-14,bitcoin-above-60k-on-june-14-2026,1781086500,0.66,0.33999999999999997,0.04119319787492964,1
BTC,2026-06-12,bitcoin-above-62k-on-june-12-2026,1781099100,0.56,0.43999999999999995,0.25322780490458474,1
BTC,2026-06-15,bitcoin-above-66k-on-june-15-2026,1781099100,0.11,0.89,0.5828518325110044,1
BTC,2026-06-13,bitcoin-above-66k-on-june-13-2026,1781099100,0.06999999999999999,-0.06999999999999999,-0.18436642710177414,0
BTC,2026-06-14,bitcoin-above-62k-on-june-14-2026,1781121600,0.49,0.51,0.20629334828117912,1
BTC,2026-06-15,bitcoin-above-62k-on-june-15-2026,1781121600,0.5,0.5,-0.13967391736694978,1
BTC,2026-06-14,bitcoin-above-64k-on-june-14-2026,1781121600,0.2,0.8,0.5652567474505626,1
BTC,2026-06-13,bitcoin-above-62k-on-june-13-2026,1781121600,0.48,0.52,0.14818587865831467,1
BTC,2026-06-15,bitcoin-above-64k-on-june-15-2026,1781121600,0.23,0.77,0.24001303206040037,1
BTC,2026-06-17,bitcoin-above-62k-on-june-17-2026,1781122500,0.47000000000000003,0.53,0.12654074008027,1
BTC,2026-06-16,bitcoin-above-62k-on-june-16-2026,1781127900,0.46,0.54,0.07220509270372338,1
ETH,2026-06-14,ethereum-above-1600-on-june-14-2026,1781160300,0.76,0.24,0.22730574841141124,1
ETH,2026-06-14,ethereum-above-1700-on-june-14-2026,1781168400,0.3,-0.3,-0.3167139582851583,0
ETH,2026-06-13,ethereum-above-1700-on-june-13-2026,1781171100,0.27,-0.27,-0.3639103820603585,0
ETH,2026-06-16,ethereum-above-1600-on-june-16-2026,1781179200,0.73,0.27,-0.06049819677334595,1
ETH,2026-06-15,ethereum-above-1700-on-june-15-2026,1781179200,0.34,0.6599999999999999,-0.0016148141921468184,1
ETH,2026-06-17,ethereum-above-1600-on-june-17-2026,1781179200,0.71,0.29000000000000004,0.00510017012010805,1
ETH,2026-06-16,ethereum-above-1700-on-june-16-2026,1781179200,0.36,0.64,0.24261120401286707,1
BTC,2026-06-16,bitcoin-above-64k-on-june-16-2026,1781191800,0.33,0.6699999999999999,0.29389664049962877,1
BTC,2026-06-18,bitcoin-above-62k-on-june-18-2026,1781195400,0.56,0.43999999999999995,0.449686480335509,1
BTC,2026-06-18,bitcoin-above-64k-on-june-18-2026,1781200800,0.45,-0.45,-0.33216580127564915,0
BTC,2026-06-17,bitcoin-above-64k-on-june-17-2026,1781200800,0.46,0.54,0.29045941241297824,1
ETH,2026-06-17,ethereum-above-1700-on-june-17-2026,1781200800,0.45,0.55,0.26701989153834177,1
BTC,2026-06-14,bitcoin-above-64k-on-june-14-2026,1781208000,0.42,0.5800000000000001,0.4914149060346757,1
ETH,2026-06-12,ethereum-above-1700-on-june-12-2026,1781208000,0.32,-0.32,-0.1695982106438855,0
BTC,2026-06-13,bitcoin-above-64k-on-june-13-2026,1781214300,0.39,0.61,0.4501042134332796,1
ETH,2026-06-18,ethereum-above-1700-on-june-18-2026,1781223300,0.4,-0.4,-0.4347869008948209,0
BTC,2026-06-15,bitcoin-above-64k-on-june-15-2026,1781232300,0.43,0.5700000000000001,-0.015627666410676477,1
BTC,2026-06-16,bitcoin-above-66k-on-june-16-2026,1781236800,0.16,-0.16,-0.38674018483224804,0
BTC,2026-06-17,bitcoin-above-62k-on-june-17-2026,1781238600,0.72,0.28,0.07261237288723685,1
BTC,2026-06-17,bitcoin-above-66k-on-june-17-2026,1781238600,0.22,-0.22,-0.41746634414136263,0
XRP,2026-06-14,xrp-above-1pt2-on-june-14-2026,1781254800,0.09,-0.09,-0.06173131138057077,0
ETH,2026-06-14,ethereum-above-1700-on-june-14-2026,1781254800,0.3,-0.3,-0.23861515417528933,0
XRP,2026-06-13,xrp-above-1pt2-on-june-13-2026,1781256600,0.060000000000000005,-0.060000000000000005,-0.08927543572520792,0
SOL,2026-06-16,solana-above-70-on-june-16-2026,1781257500,0.21000000000000002,0.79,0.3331358726069724,1
SOL,2026-06-14,solana-above-70-on-june-14-2026,1781257500,0.11,-0.11,-0.12957002527578082,0
ETH,2026-06-16,ethereum-above-1700-on-june-16-2026,1781265600,0.35000000000000003,0.6499999999999999,0.17075374868269388,1
ETH,2026-06-15,ethereum-above-1700-on-june-15-2026,1781265600,0.32,0.6799999999999999,-0.18628970019760227,1
SOL,2026-06-17,solana-above-70-on-june-17-2026,1781277300,0.35000000000000003,0.6499999999999999,0.24003570719067358,1
XRP,2026-06-15,xrp-above-1pt2-on-june-15-2026,1781282700,0.09999999999999999,0.9,0.46079703193024957,1
BTC,2026-06-16,bitcoin-above-64k-on-june-16-2026,1781283600,0.49,0.51,0.19123976796549075,1
ETH,2026-06-17,ethereum-above-1700-on-june-17-2026,1781291700,0.36,0.64,0.2328846308344416,1
BTC,2026-06-17,bitcoin-above-64k-on-june-17-2026,1781294400,0.43,0.5700000000000001,0.24586036372733627,1
BTC,2026-06-17,bitcoin-above-64k-on-june-17-2026,1781381700,0.55,0.44999999999999996,0.1985485894551811,1
ETH,2026-06-15,ethereum-above-1700-on-june-15-2026,1781388000,0.38,0.62,-0.47017187653794756,1
BTC,2026-06-18,bitcoin-above-66k-on-june-18-2026,1781448300,0.21000000000000002,-0.21000000000000002,-0.05399007570441655,0
BTC,2026-06-17,bitcoin-above-62k-on-june-17-2026,1781459100,0.8,0.19999999999999996,-0.039747121019851284,1
ETH,2026-06-15,ethereum-above-1700-on-june-15-2026,1781482500,0.77,0.22999999999999998,-0.5338373865978064,1
ETH,2026-06-16,ethereum-above-1700-on-june-16-2026,1781482500,0.68,0.31999999999999995,0.046259756350992165,1
BTC,2026-06-17,bitcoin-above-66k-on-june-17-2026,1781482500,0.45,-0.45,-0.4350507518357509,0
BTC,2026-06-18,bitcoin-above-68k-on-june-18-2026,1781482500,0.18000000000000002,-0.18000000000000002,0.19858433541523704,0
SOL,2026-06-16,solana-above-70-on-june-16-2026,1781482500,0.7,0.30000000000000004,0.1044646723417684,1
ETH,2026-06-15,ethereum-above-1800-on-june-15-2026,1781530200,0.71,0.29000000000000004,0.04913286895350874,1
XRP,2026-06-17,xrp-above-1pt2-on-june-17-2026,1781550900,0.92,0.07999999999999996,0.2415736815429882,1
BTC,2026-06-19,bitcoin-above-68k-on-june-19-2026,1781603100,0.26,-0.26,0.2803921320457019,0
BTC,2026-06-19,bitcoin-above-66k-on-june-19-2026,1781605800,0.61,-0.61,-0.021528623095758093,0
BTC,2026-06-22,bitcoin-above-66k-on-june-22-2026,1781640000,0.46,-0.46,-0.33381611851801585,0
BTC,2026-06-21,bitcoin-above-66k-on-june-21-2026,1781640900,0.47000000000000003,-0.47000000000000003,-0.2281975724259135,0
ETH,2026-06-21,ethereum-above-1800-on-june-21-2026,1781642700,0.49,-0.49,-0.20678875896098747,0
ETH,2026-06-22,ethereum-above-1800-on-june-22-2026,1781642700,0.49,-0.49,-0.28885775587632345,0
BTC,2026-06-20,bitcoin-above-68k-on-june-20-2026,1781643600,0.17,-0.17,0.040045669585485666,0
BTC,2026-06-22,bitcoin-above-64k-on-june-22-2026,1781645400,0.75,0.25,0.356457568221467,1
SOL,2026-06-22,solana-above-80-on-june-22-2026,1781648100,0.09999999999999999,-0.09999999999999999,-0.06639662922597221,0
ETH,2026-06-20,ethereum-above-1900-on-june-20-2026,1781651700,0.09899999999999999,-0.09899999999999999,0.04009686000789671,0
ETH,2026-06-19,ethereum-above-1800-on-june-19-2026,1781698500,0.29000000000000004,-0.29000000000000004,-0.011633938674999178,0
ETH,2026-06-18,ethereum-above-1800-on-june-18-2026,1781711100,0.24000000000000002,-0.24000000000000002,0.2538068771262285,0
XRP,2026-06-20,xrp-above-1pt2-on-june-20-2026,1781712900,0.58,-0.58,-0.16875338161770803,0
XRP,2026-06-21,xrp-above-1pt2-on-june-21-2026,1781712900,0.5700000000000001,-0.5700000000000001,-0.197165710008393,0
SOL,2026-06-18,solana-above-70-on-june-18-2026,1781713800,0.91,-0.91,-0.697492020251278,0
