slug,K,T_pm,ts,bid,bid_sz,ask,ask_sz,result_id,fv,sigma,x,S_idx,S_bin,extrap,tte_d,label,asset,mid,spread,dt,date,S_T,n_bid,n_ask,n_bid_sz,n_ask_sz,n_mid,n_ts,exp_dt,is_test,event,gap_yes,gap_no,delta,ret_T,ev_raw,ev_hedged,entry
bitcoin-above-60k-on-june-6-2026-252,60000.0,1780761660,1780669800,0.564,751.0,0.565,100.0,0,0.6255550503384051,0.6304289241218611,-0.00676636106640262,60401.695,60394.6,0,1.0631944444444446,1,BTC,0.5645,0.0010000000000000009,2026-06-05 14:30:00+00:00,2026-06-05,60787.86,0.694,0.696,90.49,61.0,0.695,1780670700.0,2026-06-06 16:01:00+00:00,True,2026-06-06,0.060555050338405136,-0.06155505033840514,11.54555403494334,0.006490401012085352,0.28918912,0.21425384440651765,0.696
xrp-above-1-on-june-8-2026,1.0,1780934460,1780678800,0.899,2996.19,0.9,6.29,0,0.9552906380269816,0.750123851759748,-0.11359650658254064,1.1147,1.1203,0,2.959027777777778,1,XRP,0.8995,0.0010000000000000009,2026-06-05 17:00:00+00:00,2026-06-05,1.1691,0.89,0.9,72.82,6.29,0.895,1780679700.0,2026-06-08 16:01:00+00:00,True,2026-06-08,0.05529063802698153,-0.05629063802698153,1.5187787916938862,0.04263771544809556,0.09369999999999998,0.028942742051153658,0.9
bitcoin-above-58k-on-june-8-2026,58000.0,1780934460,1780685100,0.73,25.0,0.74,10.0,0,0.7935229288814653,0.6168351228162109,-0.034215616028417266,59856.26,59952.0,0,2.886111111111111,1,BTC,0.735,0.010000000000000009,2026-06-05 18:45:00+00:00,2026-06-05,63700.01,0.66,0.7,13.0,8.0,0.6799999999999999,1780686000.0,2026-06-08 16:01:00+00:00,True,2026-06-08,0.05352292888146526,-0.06352292888146527,6.161297703879744,0.06064047751264506,0.28530000000000005,-0.08832403486083118,0.7
bitcoin-above-58k-on-june-7-2026-356-993,58000.0,1780848060,1780685100,0.761,10.0,0.769,71.0,0,0.8358609608889848,0.6182911643879111,-0.033906862388853425,59856.26,59952.0,0,1.8861111111111113,1,BTC,0.765,0.008000000000000007,2026-06-05 18:45:00+00:00,2026-06-05,62078.25,0.684,0.708,60.24,69.0,0.696,1780686000.0,2026-06-07 16:01:00+00:00,True,2026-06-07,0.06686096088898474,-0.07486096088898475,6.9138072218208455,0.03485144399331249,0.27752848,0.0365723148281514,0.708
bitcoin-above-62k-on-june-7-2026,62000.0,1780848060,1780709400,0.33,6791.0,0.34,120.0,0,0.39954379217280767,0.5201201265359403,0.009889056325259072,61230.520000000004,61294.52,0,1.604861111111111,1,BTC,0.335,0.010000000000000009,2026-06-06 01:30:00+00:00,2026-06-06,62078.25,0.32,0.33,8.0,369.99,0.325,1780710300.0,2026-06-07 16:01:00+00:00,True,2026-06-07,0.05954379217280764,-0.06954379217280765,10.883684434817718,0.012705243509668816,0.654523,0.5162431389732487,0.33
bitcoin-above-60k-on-june-8-2026,60000.0,1780934460,1780721100,0.46,5.0,0.47,10.0,0,0.5291620279954555,0.6065232632079484,0.0016071256256820754,59733.95,59796.66,0,2.4694444444444446,1,BTC,0.46499999999999997,0.009999999999999953,2026-06-06 04:45:00+00:00,2026-06-06,63700.01,0.53,0.54,5.0,130.0,0.535,1780722000.0,2026-06-08 16:01:00+00:00,True,2026-06-08,0.05916202799545556,-0.06916202799545551,7.962173897837526,0.06323491301002808,0.44261199999999995,-0.0608753738004722,0.54
bitcoin-above-62k-on-june-9-2026,62000.0,1781020860,1780851600,0.503,74.3,0.504,61.0,1,0.5601465579595845,0.7452439087010454,-0.0034980559767779375,62056.5,62083.64,0,1.9590277777777776,0,BTC,0.5035000000000001,0.0010000000000000009,2026-06-07 17:00:00+00:00,2026-06-07,61201.47,0.539,0.54,74.61,91.0,0.5395000000000001,1780852500.0,2026-06-09 16:01:00+00:00,True,2026-06-09,0.05614655795958445,-0.057146557959584454,7.3069526081611205,-0.014311299339017477,-0.557388,-0.4528160139685917,0.54
bitcoin-above-62k-on-june-10-2026,62000.0,1781107260,1780859700,0.44,5000.0,0.45,200.0,0,0.5067408881723409,0.691265702720139,0.005159020894515601,61554.95,61657.61,0,2.8652777777777776,1,BTC,0.445,0.010000000000000009,2026-06-07 19:15:00+00:00,2026-06-07,62574.0,0.45,0.46,100.0,200.0,0.455,1780860600.0,2026-06-10 16:01:00+00:00,True,2026-06-10,0.05674088817234085,-0.06674088817234086,6.466164657568702,0.014753195607480937,0.5226120000000001,0.42721540797670904,0.46
bitcoin-above-60k-on-june-9-2026,60000.0,1781020860,1780862400,0.636,60.24,0.641,1645.0,0,0.6911234710749155,0.8513820582736046,-0.02205506724646646,61293.51,61328.0,0,1.8340277777777778,1,BTC,0.6385000000000001,0.0050000000000000044,2026-06-07 20:00:00+00:00,2026-06-07,61201.47,0.661,0.667,543.4,445.0,0.664,1780863300.0,2026-06-09 16:01:00+00:00,True,2026-06-09,0.05012347107491544,-0.05512347107491544,6.254775999807128,-0.002065299800541864,0.31745222999999995,0.33037021762483565,0.667
ethereum-above-1700-on-june-10-2026,1700.0,1781107260,1780876800,0.44,5200.0,0.47,200.0,1,0.5219312349475842,0.853229826991198,0.0036733897166792823,1689.71,1690.51,0,2.667361111111111,0,ETH,0.45499999999999996,0.02999999999999997,2026-06-08 00:00:00+00:00,2026-06-08,1656.82,0.44,0.46,5000.0,200.0,0.45,1780877700.0,2026-06-10 16:01:00+00:00,True,2026-06-10,0.051931234947584226,-0.0819312349475842,5.434581175932486,-0.020130156068510666,-0.47738800000000003,-0.36798903276148887,0.46
bitcoin-above-64k-on-june-9-2026-453-432,64000.0,1781020860,1780884900,0.36,5706.93,0.37,130.0,1,0.4270046287211176,0.721867425959209,0.01244919968158544,63070.485,63128.01,0,1.5736111111111113,0,BTC,0.365,0.010000000000000009,2026-06-08 02:15:00+00:00,2026-06-08,61201.47,0.39,0.4,7.99,550.0,0.395,1780885800.0,2026-06-09 16:01:00+00:00,True,2026-06-09,0.05700462872111761,-0.06700462872111762,8.014173997608344,-0.03099336078937728,-0.4168,-0.16841381386327858,0.4
bitcoin-above-66k-on-june-9-2026-493,66000.0,1781020860,1780931700,0.1,10.0,0.103,273.0,1,0.1599208292340496,0.5015045750056415,0.027434759227890487,64082.270000000004,64184.0,0,1.0319444444444446,0,BTC,0.1015,0.002999999999999989,2026-06-08 15:15:00+00:00,2026-06-08,61201.47,0.081,0.084,72.73,30.0,0.0825,1780932600.0,2026-06-09 16:01:00+00:00,True,2026-06-09,0.056920829234049605,-0.059920829234049594,8.53359058059271,-0.047582749613697496,-0.08938608,0.31666562390215036,0.084
bitcoin-above-66k-on-june-10-2026,66000.0,1781107260,1780931700,0.18,18.0,0.2,130.22,1,0.26055963220976563,0.5059165246162338,0.026983160937217848,64082.270000000004,64184.0,0,2.0319444444444446,0,BTC,0.19,0.020000000000000018,2026-06-08 15:15:00+00:00,2026-06-08,62574.0,0.17,0.19,11.0,17.84,0.18,1780932600.0,2026-06-10 16:01:00+00:00,True,2026-06-10,0.060559632209765624,-0.08055963220976564,7.929603051348326,-0.025404102084223997,-0.200773,0.0006714454038269646,0.19
bitcoin-above-64k-on-june-10-2026,64000.0,1781107260,1780936200,0.47,1017.53,0.48,120.0,1,0.5303754942938391,0.5054598863856632,0.001076432083893677,63847.25,63874.01,0,1.979861111111111,0,BTC,0.475,0.010000000000000009,2026-06-08 16:30:00+00:00,2026-06-08,62574.0,0.45,0.46,965.0,130.0,0.455,1780937100.0,2026-06-10 16:01:00+00:00,True,2026-06-10,0.05037549429383914,-0.06037549429383915,10.689093746823806,-0.020562693015100192,-0.47738800000000003,-0.257591446674435,0.46
bitcoin-above-64k-on-june-14-2026,64000.0,1781452860,1781203500,0.4,6445.66,0.42,25.0,0,0.47477254839880406,0.3566498484551284,0.00437896645896555,63478.39,63544.49,0,2.886111111111111,1,BTC,0.41000000000000003,0.019999999999999962,2026-06-11 18:45:00+00:00,2026-06-11,64058.03,0.39,0.4,6321.0,25.0,0.395,1781204400.0,2026-06-14 16:01:00+00:00,True,2026-06-14,0.05477254839880408,-0.07477254839880404,12.219044608595677,0.008049100795195472,0.5831999999999999,0.48484767832442355,0.4
ethereum-above-1700-on-june-14-2026,1700.0,1781452860,1781218800,0.33,4200.0,0.35,240.68,1,0.4050235845631474,0.4730074610816063,0.011542968447416254,1675.15,1676.17,0,2.7090277777777776,0,ETH,0.33999999999999997,0.019999999999999962,2026-06-11 23:00:00+00:00,2026-06-11,1664.03,0.33,0.34,4200.0,40.99,0.335,1781219700.0,2026-06-14 16:01:00+00:00,True,2026-06-14,0.05502358456314743,-0.0750235845631474,9.153061256842383,-0.007269057814269748,-0.355708,-0.2891738685464602,0.34
ethereum-above-1700-on-june-13-2026,1700.0,1781366460,1781221500,0.32,328.0,0.33,42.0,1,0.3900235387238785,0.49642345899928064,0.012231847728367768,1677.17,1676.88,0,1.6777777777777778,0,ETH,0.325,0.010000000000000009,2026-06-11 23:45:00+00:00,2026-06-11,1680.51,0.29,0.31,20.0,43.57,0.3,1781222400.0,2026-06-13 16:01:00+00:00,True,2026-06-13,0.0600235387238785,-0.07002353872387851,10.835726718018137,0.0021623948450879855,-0.324973,-0.3484041195978246,0.31
bitcoin-above-64k-on-june-13-2026,64000.0,1781366460,1781258400,0.39,1072.62,0.4,120.0,0,0.45030752088002246,0.32322627415688504,0.0033524291924753894,63656.65,63752.93,0,1.2506944444444443,1,BTC,0.395,0.010000000000000009,2026-06-12 10:00:00+00:00,2026-06-12,64256.01,0.4,0.41,984.0,120.0,0.405,1781259300.0,2026-06-13 16:01:00+00:00,True,2026-06-13,0.05030752088002244,-0.06030752088002245,20.608196254564756,0.007860116490002572,0.5730670000000001,0.4110841767902864,0.41
bitcoin-above-66k-on-june-16-2026,66000.0,1781625660,1781482500,0.44,10.0,0.45,1947.0,1,0.5055899595941028,0.39642929325766624,0.00022606286775509143,65775.92,65888.0,0,1.6569444444444443,0,BTC,0.445,0.010000000000000009,2026-06-15 00:15:00+00:00,2026-06-15,65912.0,0.43,0.44,6804.0,782.0,0.435,1781483400.0,2026-06-16 16:01:00+00:00,True,2026-06-16,0.05558995959410279,-0.0655899595941028,14.891939174029519,0.00036418816790989724,-0.457248,-0.46267146804441545,0.44
bitcoin-above-66k-on-june-17-2026,66000.0,1781712060,1781553600,0.63,425.0,0.64,266.0,1,0.6917114244424384,0.361840437632972,-0.010877389637639064,66521.8,66614.35,0,1.8340277777777778,0,BTC,0.635,0.010000000000000009,2026-06-15 20:00:00+00:00,2026-06-15,65804.8,0.64,0.66,943.0,1591.7,0.65,1781554500.0,2026-06-17 16:01:00+00:00,True,2026-06-17,0.05171142444243837,-0.06171142444243838,14.637860713526676,-0.012227235803520331,-0.675708,-0.49672742539662296,0.66
bitcoin-above-66k-on-june-19-2026,66000.0,1781884860,1781719200,0.39,80.0,0.41,252.85,1,0.5568533952915102,0.39920068616765036,-0.003460479880910151,65796.04,66104.08,0,1.917361111111111,0,BTC,0.4,0.019999999999999962,2026-06-17 18:00:00+00:00,2026-06-17,63236.69,0.37,0.38,260.0,132.94,0.375,1781720100.0,2026-06-19 16:01:00+00:00,True,2026-06-19,0.14685339529151026,-0.16685339529151022,13.777357454014185,-0.04434579893184346,-0.396492,0.21447592346784777,0.38
bitcoin-above-68k-on-june-19-2026,68000.0,1781884860,1781719200,0.09,190.0,0.1,5.22,1,0.16244595201292114,0.3953892021277257,0.026392483268771152,65796.04,66104.08,0,1.917361111111111,0,BTC,0.095,0.010000000000000009,2026-06-17 18:00:00+00:00,2026-06-17,63236.69,0.09,0.1,333.0,292.56,0.095,1781720100.0,2026-06-19 16:01:00+00:00,True,2026-06-19,0.062445952012921135,-0.07244595201292114,8.4345976466361,-0.04434579893184346,-0.1063,0.26773897130872454,0.1
bitcoin-above-64k-on-june-19-2026,64000.0,1781884860,1781719200,0.81,5.0,0.82,140.0,1,0.8835838534472609,0.44010509921711694,-0.034232138547664,65796.04,66104.08,0,1.917361111111111,0,BTC,0.815,0.009999999999999898,2026-06-17 18:00:00+00:00,2026-06-17,63236.69,0.78,0.79,234.9,295.0,0.785,1781720100.0,2026-06-19 16:01:00+00:00,True,2026-06-19,0.06358385344726092,-0.07358385344726082,7.599879387168227,-0.04434579893184346,-0.801613,-0.4645902767903761,0.79
bitcoin-above-62k-on-june-20-2026,62000.0,1781971260,1781838900,0.629,10.0,0.65,98.96,0,0.7217596454133722,0.3749690885260563,-0.012207865385422182,62559.82,62734.87,0,1.5319444444444443,1,BTC,0.6395,0.02100000000000002,2026-06-19 03:15:00+00:00,2026-06-19,64016.99,0.714,0.717,49.0,49.0,0.7155,1781839800.0,2026-06-20 16:01:00+00:00,True,2026-06-20,0.07175964541337221,-0.09275964541337223,14.685103392339098,0.0202310834780581,0.26879623,-0.02829932261432644,0.717
bitcoin-above-64k-on-june-21-2026,64000.0,1782057660,1781878500,0.23,11504.13,0.25,60.0,0,0.3015254590769522,0.3033832780569678,0.01370299310027268,63042.229999999996,63089.99,0,2.073611111111111,1,BTC,0.24,0.01999999999999999,2026-06-19 14:15:00+00:00,2026-06-19,64198.02,0.29,0.3,20.0,100.23,0.295,1781879400.0,2026-06-21 16:01:00+00:00,True,2026-06-21,0.05152545907695222,-0.07152545907695221,14.23620238822911,0.017410249219842196,0.6852999999999999,0.43744416847681844,0.3
bitcoin-above-64k-on-june-22-2026,64000.0,1782144060,1781902800,0.3,12.0,0.31,197.15,0,0.37214645645766015,0.29800883105127,0.010871305461065964,63178.04,63250.01,0,2.792361111111111,1,BTC,0.305,0.010000000000000009,2026-06-19 21:00:00+00:00,2026-06-19,64774.51,0.3,0.32,5199.17,40.0,0.31,1781903700.0,2026-06-22 16:01:00+00:00,True,2026-06-22,0.06214645645766015,-0.07214645645766016,13.735194316720438,0.02381687606232324,0.6647679999999999,0.3376385792667427,0.32
bitcoin-above-64k-on-june-21-2026,64000.0,1782057660,1781971200,0.52,89.75,0.53,170.0,0,0.6152129957594543,0.26077308924023834,-0.003500180514640779,64070.37,64160.04,0,1.0006944444444446,1,BTC,0.525,0.010000000000000009,2026-06-20 16:00:00+00:00,2026-06-20,64198.02,0.5,0.52,160.05,645.05,0.51,1781972100.0,2026-06-21 16:01:00+00:00,True,2026-06-21,0.08521299575945429,-0.0952129957594543,28.768037782326033,0.000591782099361774,0.462528,0.44550359020665625,0.52
bitcoin-above-64k-on-june-23-2026,64000.0,1782230460,1781984700,0.49,402.5,0.5,150.0,1,0.5507465639029089,0.32701779669710157,-0.000781813563465207,63896.45,63939.99,0,2.844444444444444,0,BTC,0.495,0.010000000000000009,2026-06-20 19:45:00+00:00,2026-06-20,62516.0,0.49,0.5,332.51,155.0,0.495,1781985600.0,2026-06-23 16:01:00+00:00,True,2026-06-23,0.05074656390290888,-0.06074656390290889,13.804101256625113,-0.022522463255114204,-0.5175,-0.20659763667778502,0.5
bitcoin-above-64k-on-june-22-2026,64000.0,1782144060,1781990100,0.5,75.77,0.51,582.5,0,0.5646039238873011,0.31391637510733134,-5.807107141785066e-05,63916.494999999995,63990.49,0,1.7819444444444446,1,BTC,0.505,0.010000000000000009,2026-06-20 21:15:00+00:00,2026-06-20,64774.51,0.49,0.5,5.0,125.0,0.495,1781991000.0,2026-06-22 16:01:00+00:00,True,2026-06-22,0.054603923887301065,-0.06460392388730107,18.185577353858047,0.012177683204180391,0.4825,0.26104180009959954,0.5
bitcoin-above-64k-on-june-23-2026,64000.0,1782230460,1782079200,0.43,10.88,0.44,120.0,1,0.49886081480870564,0.4097443086696515,0.002584910208360544,63621.63,63808.01,0,1.7506944444444443,0,BTC,0.435,0.010000000000000009,2026-06-21 22:00:00+00:00,2026-06-21,62516.0,0.42,0.45,11536.86,100.0,0.435,1782080100.0,2026-06-23 16:01:00+00:00,True,2026-06-23,0.05886081480870564,-0.06886081480870565,13.957522383443804,-0.020456207079574195,-0.467325,-0.18180703180648156,0.45
solana-above-70-on-june-23-2026,70.0,1782230460,1782120600,0.92,150.0,0.95,150.0,1,1.0,0.8345692417912514,-0.05150755714593204,73.6886,73.7,1,1.2715277777777778,0,SOL,0.935,0.029999999999999916,2026-06-22 09:30:00+00:00,2026-06-22,68.96,0.91,0.95,500.0,150.0,0.9299999999999999,1782121500.0,2026-06-23 16:01:00+00:00,True,2026-06-23,0.050000000000000044,-0.07999999999999996,4.8089761140536735,-0.0664761728398534,-0.953325,-0.6336426726594415,0.95
solana-above-70-on-june-24-2026,70.0,1782316860,1782121500,0.86,20.0,0.89,150.0,1,1.0,1.3984751966730706,-0.05245690284685169,73.6978,73.77,0,2.261111111111111,0,SOL,0.875,0.030000000000000027,2026-06-22 09:45:00+00:00,2026-06-22,67.47,0.86,0.95,20.0,25.0,0.905,1782122400.0,2026-06-24 16:01:00+00:00,True,2026-06-24,0.10999999999999999,-0.14,3.316302766998667,-0.08926909025687689,-0.953325,-0.6572816689736654,0.95
bitcoin-above-64k-on-june-24-2026,64000.0,1782316860,1782149400,0.6,170.0,0.61,76.85,1,0.6762875160206535,0.3765277860362196,-0.009872250971794417,64413.805,64529.52,0,1.9381944444444446,0,BTC,0.605,0.010000000000000009,2026-06-22 17:30:00+00:00,2026-06-22,60321.87,0.61,0.62,1345.0,175.85,0.615,1782150300.0,2026-06-24 16:01:00+00:00,True,2026-06-24,0.06628751602065353,-0.07628751602065353,13.95488100752724,-0.06742806897391004,-0.636492,0.3044586790982541,0.62
bitcoin-above-64k-on-june-25-2026,64000.0,1782403260,1782170100,0.48,105.0,0.5,50.0,1,0.5501238104488829,0.379449578414253,-0.001395530140279422,63864.81,63941.23,0,2.698611111111111,0,BTC,0.49,0.020000000000000018,2026-06-22 23:15:00+00:00,2026-06-22,59622.0,0.5,0.52,100.0,50.0,0.51,1782171000.0,2026-06-25 16:01:00+00:00,True,2026-06-25,0.05012381044888292,-0.07012381044888294,12.21526297740835,-0.06993974675387496,-0.5374720000000001,0.31686039917192466,0.52
solana-above-70-on-june-24-2026,70.0,1782316860,1782209700,0.29,2925.0,0.3,0.18,1,0.350619233393543,0.6547676023817964,0.014533675491341741,69.0177,68.99,0,1.2402777777777778,0,SOL,0.295,0.010000000000000009,2026-06-23 10:15:00+00:00,2026-06-23,67.47,0.28,0.3,2925.0,0.18,0.29000000000000004,1782210600.0,2026-06-24 16:01:00+00:00,True,2026-06-24,0.05061923339354302,-0.060619233393543026,9.649164798847796,-0.02227851191868323,-0.3147,-0.09973096702353068,0.3
bitcoin-above-64k-on-june-26-2026,64000.0,1782489660,1782295200,0.21,6471.0,0.23,99.39,1,0.2856609920527216,0.3848147419399497,0.017798333911552666,62576.47,62681.7,0,2.2506944444444446,0,BTC,0.22,0.020000000000000018,2026-06-24 10:00:00+00:00,2026-06-24,60564.06,0.2,0.21,6871.0,59.35,0.20500000000000002,1782296100.0,2026-06-26 16:01:00+00:00,True,2026-06-26,0.0556609920527216,-0.07566099205272162,10.305234535918418,-0.034367891175816075,-0.221613,0.13255617907170564,0.21
bitcoin-above-62k-on-june-26-2026,62000.0,1782489660,1782307800,0.45,5487.97,0.46,20.0,1,0.5196376599150111,0.3820995680178533,0.0023550538335943903,61705.08,61855.71,0,2.104861111111111,0,BTC,0.455,0.010000000000000009,2026-06-24 13:30:00+00:00,2026-06-24,60564.06,0.4,0.41,25.0,6371.0,0.405,1782308700.0,2026-06-26 16:01:00+00:00,True,2026-06-26,0.059637659915011076,-0.06963765991501109,13.687257450551922,-0.021102766873429157,-0.426933,-0.1380939968843965,0.41
bitcoin-above-60k-on-june-26-2026,60000.0,1782489660,1782309600,0.74,502.52,0.75,6863.39,0,0.8029003228624328,0.45572145925571156,-0.02339639176511285,61239.04,61338.01,0,2.084027777777778,1,BTC,0.745,0.010000000000000009,2026-06-24 14:00:00+00:00,2026-06-24,60564.06,0.72,0.73,580.0,7042.93,0.725,1782310500.0,2026-06-26 16:01:00+00:00,True,2026-06-26,0.05290032286243285,-0.06290032286243286,9.540107089076583,-0.01269806820082046,0.256203,0.37734393046022524,0.73
bitcoin-above-60k-on-june-25-2026,60000.0,1782403260,1782315900,0.621,500.0,0.622,105.24,1,0.6792594532731375,0.5021299750535694,-0.009750912060330007,60410.48,60576.58,0,1.011111111111111,0,BTC,0.6214999999999999,0.0010000000000000009,2026-06-24 15:45:00+00:00,2026-06-24,59622.0,0.588,0.589,8.0,562.13,0.5885,1782316800.0,2026-06-25 16:01:00+00:00,True,2026-06-25,0.05725945327313753,-0.05825945327313753,14.205066198543385,-0.015883716252868982,-0.60594553,-0.3803162891491166,0.589
bitcoin-above-58k-on-june-27-2026,58000.0,1782576060,1782320400,0.769,418.08,0.77,50.0,0,0.8220815762103194,0.5094104512577088,-0.033883933355632105,59775.34,59850.0,0,2.959027777777778,1,BTC,0.7695000000000001,0.0010000000000000009,2026-06-24 17:00:00+00:00,2026-06-24,60814.99,0.763,0.77,10.0,150.0,0.7665,1782321300.0,2026-06-27 16:01:00+00:00,True,2026-06-27,0.05208157621031939,-0.05308157621031939,6.988078497524487,0.015994872633287235,0.217603,0.10582957448068259,0.77
bitcoin-above-60k-on-june-27-2026,60000.0,1782576060,1782321300,0.476,3.75,0.486,6301.0,0,0.5381893684839127,0.4494639572933481,0.00022220771908467379,59786.83,59839.72,0,2.948611111111111,1,BTC,0.481,0.010000000000000009,2026-06-24 17:15:00+00:00,2026-06-24,60814.99,0.463,0.472,10.0,115.83,0.4675,1782322200.0,2026-06-27 16:01:00+00:00,True,2026-06-27,0.05218936848391276,-0.062189368483912766,9.838556615701512,0.016166650126379734,0.51055488,0.35149837744537504,0.472
bitcoin-above-62k-on-june-27-2026,62000.0,1782576060,1782386100,0.37,5092.09,0.38,94.0,1,0.4376925719281766,0.42156033288258926,0.008102097236129086,61294.4,61358.01,0,2.198611111111111,0,BTC,0.375,0.010000000000000009,2026-06-25 11:15:00+00:00,2026-06-25,60814.99,0.36,0.37,445.0,20.0,0.365,1782387000.0,2026-06-27 16:01:00+00:00,True,2026-06-27,0.05769257192817662,-0.06769257192817663,11.529944031144396,-0.008889420344317943,-0.386317,-0.2838224809606978,0.37
bitcoin-above-58k-on-june-26-2026,58000.0,1782489660,1782400500,0.67,5490.0,0.671,37.0,0,0.7282805919716192,0.6379504073564041,-0.017761027891085468,58878.35,59057.87,0,1.0319444444444446,1,BTC,0.6705000000000001,0.0010000000000000009,2026-06-25 15:15:00+00:00,2026-06-25,60564.06,0.736,0.739,490.0,6484.0,0.7375,1782401400.0,2026-06-26 16:01:00+00:00,True,2026-06-26,0.057280591971619166,-0.05828059197161917,10.29554770922625,0.025183837186378812,0.24749847,-0.011782927253749215,0.739
ethereum-above-1600-on-june-28-2026,1600.0,1782662460,1782423900,0.36,10.0,0.38,4200.0,1,0.43739748270567,0.5369012080016903,0.015393215859419065,1573.47,1575.01,0,2.761111111111111,0,ETH,0.37,0.020000000000000018,2026-06-25 21:45:00+00:00,2026-06-25,1580.65,0.38,0.43,5000.0,5000.0,0.405,1782424800.0,2026-06-28 16:01:00+00:00,True,2026-06-28,0.05739748270567002,-0.07739748270567004,8.00582928961581,0.0035745333814952186,-0.44715699999999997,-0.4757741040422838,0.43
bitcoin-above-60k-on-june-27-2026,60000.0,1782576060,1782424800,0.512,22.0,0.516,39.0,0,0.5714432886204097,0.5340076037093083,-0.0043429074189454886,60055.26,60211.87,0,1.7506944444444443,1,BTC,0.514,0.0040000000000000036,2026-06-25 22:00:00+00:00,2026-06-25,60814.99,0.499,0.5,39.0,510.0,0.4995,1782425700.0,2026-06-27 16:01:00+00:00,True,2026-06-27,0.0554432886204097,-0.05944328862040971,10.75529741798985,0.009966795679407933,0.4825,0.37530414816363145,0.5
bitcoin-above-62k-on-june-28-2026,62000.0,1782662460,1782429300,0.13,6711.0,0.14,16.68,1,0.19564595239608204,0.4703805466137539,0.03341930226582268,59862.8,59946.0,0,2.698611111111111,0,BTC,0.135,0.010000000000000009,2026-06-25 23:15:00+00:00,2026-06-25,59895.23,0.15,0.16,6311.0,6.26,0.155,1782430200.0,2026-06-28 16:01:00+00:00,True,2026-06-28,0.05564595239608203,-0.06564595239608204,6.854348239386341,-0.0008472877495882938,-0.169408,-0.16360039470535587,0.16
ethereum-above-1600-on-june-27-2026,1600.0,1782576060,1782432900,0.28,393.0,0.29,266.95,0,0.3599521996624425,0.5648645678655937,0.01714304959412528,1569.06,1571.31,0,1.6569444444444443,1,ETH,0.28500000000000003,0.009999999999999953,2026-06-26 00:15:00+00:00,2026-06-26,1604.83,0.27,0.28,222.0,45.98,0.275,1782433800.0,2026-06-27 16:01:00+00:00,True,2026-06-27,0.06995219966244254,-0.07995219966244249,9.276176217117337,0.02110816561828498,0.705888,0.510084936104691,0.28
ethereum-above-1500-on-june-28-2026,1500.0,1782662460,1782444600,0.622,4200.0,0.636,24.87,0,0.7216539324138795,0.6670308868537693,-0.022583006927472525,1528.39,1532.8,0,2.521527777777778,1,ETH,0.629,0.014000000000000012,2026-06-26 03:30:00+00:00,2026-06-26,1580.65,0.738,0.766,5000.0,4200.0,0.752,1782445500.0,2026-06-28 16:01:00+00:00,True,2026-06-28,0.08565393241387953,-0.09965393241387954,6.738345765576612,0.030740026610825696,0.22145292,0.01431599185323032,0.766
ethereum-above-1500-on-june-27-2026,1500.0,1782576060,1782444600,0.665,30.0,0.679,360.0,0,0.7370574679190016,0.7314797077791632,-0.02192599942418955,1528.39,1532.8,0,1.5215277777777778,1,ETH,0.672,0.014000000000000012,2026-06-26 03:30:00+00:00,2026-06-26,1604.83,0.753,0.782,4200.0,10.0,0.7675000000000001,1782445500.0,2026-06-27 16:01:00+00:00,True,2026-06-27,0.05805746791900157,-0.07205746791900158,7.686653982339418,0.045921703734591215,0.20606667999999997,-0.14691756688730653,0.782
bitcoin-above-62k-on-june-27-2026,62000.0,1782576060,1782484200,0.08,50.0,0.09,345.0,1,0.14102895389231282,0.5088155801525089,0.03182411072262547,59902.445,60059.34,0,1.0631944444444446,0,BTC,0.08499999999999999,0.009999999999999995,2026-06-26 14:30:00+00:00,2026-06-26,60814.99,0.06,0.07,120.0,150.2,0.065,1782485100.0,2026-06-27 16:01:00+00:00,True,2026-06-27,0.05102895389231282,-0.06102895389231282,7.311979179442868,0.012503231153453778,-0.07455700000000001,-0.16598036586981546,0.07
bitcoin-above-60k-on-june-28-2026,60000.0,1782662460,1782499500,0.426,61.0,0.434,61.0,1,0.5072064565371662,0.36288312751195384,0.0020053351205653477,59657.05,59778.0,0,1.8861111111111113,0,BTC,0.43,0.008000000000000007,2026-06-26 18:45:00+00:00,2026-06-26,59895.23,0.409,0.415,61.0,71.0,0.412,1782500400.0,2026-06-28 16:01:00+00:00,True,2026-06-28,0.07320645653716623,-0.08120645653716624,15.110516706449442,0.0019591689385740074,-0.43199424999999997,-0.4615983049770793,0.415
ethereum-above-1600-on-june-29-2026,1600.0,1782748860,1782510300,0.36,5000.0,0.39,4200.0,1,0.4432873947736282,0.5176895228596162,0.011691822087298529,1576.24,1577.95,0,2.761111111111111,0,ETH,0.375,0.030000000000000027,2026-06-26 21:45:00+00:00,2026-06-26,1580.32,0.34,0.39,5073.0,4200.0,0.365,1782511200.0,2026-06-29 16:01:00+00:00,True,2026-06-29,0.053287394773628205,-0.08328739477362823,8.388714990523821,0.0015008219340726784,-0.40665300000000004,-0.4192429674564625,0.39
