family,side,thr,sample,n,n_events,ev,ev_ev,se,t,hit,fill_rate
maker_rest,yes,0.01,train,2378,355,0.030175698298112737,0.02305439870297773,0.010037897937236681,2.296735715697498,0.5079899074852817,0.364835839214483
maker_rest,yes,0.02,train,1736,349,0.02615760718134467,0.02387072846634239,0.01136845957055376,2.09973288977265,0.4815668202764977,0.3507070707070707
maker_rest,yes,0.03,train,1266,340,0.04233416624626158,0.03925028510416336,0.012546927669822053,3.128278582379046,0.5078988941548184,0.34761120263591433
maker_rest,no,0.01,train,4024,390,-0.02102758292486593,-0.016354869767388144,0.00713226026217844,-2.293083702247399,0.5815109343936382,0.6966759002770083
maker_rest,no,0.02,train,2624,377,-0.03135309018156425,-0.023979506752730362,0.008440779196859196,-2.840911507512613,0.6189024390243902,0.7309192200557103
maker_rest,no,0.03,train,1475,356,-0.041524237751818134,-0.024655115300394843,0.010786295584358195,-2.285781537096813,0.6420338983050847,0.7205666829506595
