slug,ts,sz,n,last,sz_buy,vwap,vwap_buy,K,T_pm,label,S_T,S_bin,S_idx,fv,sigma,x,extrap,tte_d,asset,exp_dt,event,quarter,year,gap,n_vwap,n_vwap_buy,n_Sbin,n_ts_,delta,ret_T,ev_raw,ev_hedged,cfg
ethereum-above-2400-on-july-11,1752039900,499.99,3,0.85,0.0,0.8483401668033361,,2500.0,1752249660,1,2956.54,2635.83,2635.74,0.8758291422590917,0.6062751279882822,-0.05290739103240837,0,2.4277777777777776,ETH,2025-07-11 16:01:00+00:00,2025-07-11,2025Q3,2025,0.02748897545575557,0.8570398391402868,0.8570398391402868,2626.78,1752042600.0,4.672194329254232,0.11482154279190754,0.13438358213104573,-0.4020849789775268,S2-analog
ethereum-above-2400-on-july-4,1751409900,483.040756,14,0.5,483.040756,0.5223857703502269,0.5223857703502269,2400.0,1751644860,1,2499.33,2410.83,2411.31,0.5509024222385083,0.4956083125026858,-0.004502349197417189,0,2.7194444444444446,ETH,2025-07-04 16:01:00+00:00,2025-07-04,2025Q3,2025,0.02851665188828134,0.47882924438087127,0.47703644729359457,2400.66,1751410800.0,9.292891175544332,0.036051609404420315,0.5037021296816727,0.16867844678316413,S2-analog
ethereum-above-2400-on-july-9,1751511600,572.750934,5,0.78,572.750934,0.7807367682385866,0.7807367682385866,2400.0,1752076860,1,2657.96,2567.37,2568.45,0.8057446067082407,0.6267176445199625,-0.06741329127339467,0,6.542361111111111,ETH,2025-07-09 16:01:00+00:00,2025-07-09,2025Q3,2025,0.025007838469654042,0.7900000000000001,0.7900000000000001,2568.03,1751513400.0,3.557969219348979,0.03467688264156896,0.19838699999999987,0.07500771893832062,S2-analog
ethereum-above-2400-on-july-9,1751633100,38.82,2,0.81,20.0,0.81,0.8100000000000002,2400.0,1752076860,1,2657.96,2548.5,2549.45,0.8350686487552124,0.5399047020856126,-0.06003621344405924,0,5.136111111111111,ETH,2025-07-09 16:01:00+00:00,2025-07-09,2025Q3,2025,0.02506864875521231,0.8,,2548.12,1751634000.0,4.134513815427347,0.04205396047090427,0.18879999999999997,0.014927319439610731,S2-analog
ethereum-above-2400-on-july-9,1751727600,58.727271,4,0.8,22.727271000000002,0.7949846010598892,0.7800002079999399,2400.0,1752076860,1,2657.96,2518.45,2518.55,0.8202434070497665,0.5723840991969562,-0.04817489556543796,0,4.042361111111111,ETH,2025-07-09 16:01:00+00:00,2025-07-09,2025Q3,2025,0.025258805989877287,0.81,0.81,2513.64,1751729400.0,4.925190620075414,0.053915278349525586,0.17922699999999994,-0.0863160232058385,S2-analog
ethereum-above-2400-on-july-9,1751815800,267.17837199999997,3,0.87,156.06837199999998,0.8702495209455053,0.8704271627822195,2400.0,1752076860,1,2657.96,2558.94,2560.02,0.8968504810352607,0.6288804835420706,-0.06412437289002351,0,3.0215277777777776,ETH,2025-07-09 16:01:00+00:00,2025-07-09,2025Q3,2025,0.02660096008975532,0.8949720656641481,0.8949720656641481,2552.13,1751816700.0,3.8405482564858096,0.037965801024940175,0.09844813962170218,-0.047361351310718974,S2-analog
ethereum-above-2400-on-july-9,1751904900,4235.659214,14,0.88,348.27921399999997,0.8550790834096729,0.8612141818571348,2400.0,1752076860,1,2657.96,2535.69,2536.42,0.8929388737635091,0.6499256871498829,-0.054997052001558626,0,1.9902777777777778,ETH,2025-07-09 16:01:00+00:00,2025-07-09,2025Q3,2025,0.03785979035383624,0.8810528727646317,0.8810528727646317,2531.26,1751905800.0,4.429919150708096,0.0470931219134049,0.11161121766432076,-0.09700750496650269,S2-analog
ethereum-above-2400-on-june-13,1749772800,19936.053983,33,0.91,16325.903983,0.9299482842049429,0.9390024779804544,2400.0,1749830460,1,2549.2,2642.65,2643.73,0.9941457910384967,0.9125120239822848,-0.09631346422494207,0,0.6673611111111111,ETH,2025-06-13 16:01:00+00:00,2025-06-13,2025Q2,2025,0.06419750683355374,0.9084793281292197,0.910715990423995,2568.09,1749773700.0,0.5097980371246333,-0.03600261712083997,0.08570054717640319,0.10405461071595712,S2-analog
ethereum-above-2400-on-june-24,1750386600,7.0,1,0.74,7.0,0.74,0.74,2400.0,1750780860,1,2441.03,2522.41,2523.1800000000003,0.7674482516577378,0.6676533658623176,-0.049746056365230135,0,4.563194444444444,ETH,2025-06-24 16:01:00+00:00,2025-06-24,2025Q2,2025,0.027448251657737788,0.74,0.74,2518.0,1750388400.0,4.38474975941082,-0.0327947123387655,0.246532,0.39032860703734906,S2-analog
ethereum-above-2400-on-june-24,1750512600,300.0,4,0.59,123.0,0.5903333333333333,0.59,2400.0,1750780860,1,2441.03,2442.2,2441.99,0.6384781206297112,0.606165357254931,-0.01743053506288453,0,3.104861111111111,ETH,2025-06-24 16:01:00+00:00,2025-06-24,2025Q2,2025,0.048144787296377944,0.5691831857441766,0.5728769775450998,2432.1,1750513500.0,6.854120741134755,-0.00047919103641972673,0.4136518561791033,0.41693628940079364,S2-analog
ethereum-above-2400-on-june-24,1750622400,1949.638296,17,0.031,1172.638296,0.036990609256218665,0.04021556225748233,2400.0,1750780860,1,2441.03,2183.78,2185.0950000000003,0.06323526108784296,0.9303934344216306,0.09441141714584321,0,1.8340277777777778,ETH,2025-06-24 16:01:00+00:00,2025-06-24,2025Q2,2025,0.02624465183162429,0.03954450550877311,0.03954135002148766,2138.08,1750623300.0,2.069915696056936,0.1113627611723076,0.9577968428597281,0.7272853155529286,S2-analog
ethereum-above-2400-on-june-24,1750717800,19937.490897,143,0.473,13802.890897,0.570566578143503,0.5725331350395684,2400.0,1750780860,1,2441.03,2426.23,2428.36,0.6346490383168241,0.7945682471787435,-0.01086987493958613,0,0.7298611111111111,ETH,2025-06-24 16:01:00+00:00,2025-06-24,2025Q2,2025,0.06408246017332109,0.4935269200211222,0.5113150613934294,2395.3,1750718700.0,10.771439280588934,0.006081469086878542,0.4889760130323867,0.42346983802629584,S2-analog
ethereum-above-2400-on-june-27,1750798800,17.0,1,0.6,0.0,0.6,,2400.0,1751040060,1,2437.68,2449.4,2449.9,0.6375637536393373,0.6936580123539549,-0.020374359251149953,0,2.792361111111111,ETH,2025-06-27 16:01:00+00:00,2025-06-27,2025Q2,2025,0.03756375363933728,0.6065484462395878,0.6059884506529747,2440.71,1750800600.0,6.27569371064948,-0.004796329287831701,0.3767462337581371,0.4068465273039864,S2-analog
ethereum-above-2400-on-june-27,1750905000,471.7727,19,0.72,95.7027,0.7222766344894479,0.7305958766053622,2400.0,1751040060,1,2437.68,2468.75,2470.67,0.7476704414601851,0.688953779209451,-0.02824321231339505,0,1.5631944444444446,ETH,2025-06-27 16:01:00+00:00,2025-06-27,2025Q2,2025,0.02539380697073723,0.8063166554793345,0.8061566454186918,2462.79,1750905900.0,7.3735076298371345,-0.012665182350076666,0.18275143706034866,0.2761382557519176,S2-analog
ethereum-above-2400-on-june-27,1751000400,724.029235,15,0.82,196.029235,0.8107675726156017,0.8102843709188632,2400.0,1751040060,1,2437.68,2449.79,2450.66,0.852456004957318,0.6147187316195243,-0.02053356924334208,0,0.45902777777777776,ETH,2025-06-27 16:01:00+00:00,2025-06-27,2025Q2,2025,0.041688432341716264,0.7836293068910256,0.8003459119496855,2449.45,1751001300.0,11.864155611381525,-0.00495553928002377,0.20450188396989824,0.2632951731264138,S2-analog
ethereum-above-2400-on-october-11,1728445500,284.68857,3,0.68,71.42857,0.685018014597495,0.7,2400.0,1728662460,1,2446.66,2452.69,2452.16,0.7164278504708183,0.5147786186122227,-0.021716644070063507,0,2.511111111111111,ETH,2024-10-11 16:01:00+00:00,2024-10-11,2024Q4,2024,0.031409835873323244,0.6790539315180336,0.6789466640766475,2446.78,1728446400.0,8.297495440581322,-0.0024615522650015646,0.3056902902094109,0.326115008905014,S2-analog
ethereum-above-2400-on-october-11,1728540000,927.338955,17,0.52,824.528955,0.50870223091435,0.5084676440771955,2400.0,1728662460,1,2446.66,2405.58,2402.38,0.5342170751671504,0.5628612172455432,-0.002322301369567693,0,1.417361111111111,ETH,2024-10-11 16:01:00+00:00,2024-10-11,2024Q4,2024,0.025514844252800484,0.5049833887043189,0.50199203187251,2404.8,1728540900.0,11.360579627714761,0.016932790435494314,0.47751834968708956,0.2851520356252495,S2-analog
ethereum-above-2400-on-october-11,1728628200,5153.128064,28,0.62,4459.218064,0.6209717993012418,0.6217381088210009,2400.0,1728662460,1,2446.66,2412.19,2409.59,0.6500053617314647,0.5086598137907881,-0.005066311211278268,0,0.39652777777777776,ETH,2024-10-11 16:01:00+00:00,2024-10-11,2024Q4,2024,0.029033562430222926,0.6163989090668811,0.6189329095322338,2414.1,1728629100.0,22.790196213837532,0.014188780593783694,0.3670495003553561,0.04368440658793549,S2-analog
ethereum-above-2400-on-october-18,1729022400,390.507267,11,0.92,390.507267,0.9071553263565771,0.9071553263565771,2400.0,1729267260,1,2652.57,2592.11,2591.46,0.9373239229258309,0.6234267713092605,-0.07700347850725534,0,2.834027777777778,ETH,2024-10-18 16:01:00+00:00,2024-10-18,2024Q4,2024,0.030168596569253747,0.8800000000000001,0.8800000000000001,2590.26,1729023300.0,2.824590664399562,0.023056765494557336,0.11260799999999989,0.04748207543282329,S2-analog
ethereum-above-2400-on-october-18,1729110600,10.41665,1,0.96,10.41665,0.9599999999999999,0.9599999999999999,2400.0,1729267260,1,2652.57,2622.32,2621.19,0.9854666757720162,0.645026461923304,-0.08859068478185311,0,1.8131944444444443,ETH,2024-10-18 16:01:00+00:00,2024-10-18,2024Q4,2024,0.025466675772016334,0.9455628173118592,0.9455628173118592,2624.92,1729111500.0,1.3734687294884047,0.011469559219959574,0.05083401838010248,0.03508093745047258,S2-analog
ethereum-above-2400-on-october-18,1729208700,291.735189,4,0.989,291.735189,0.9716924250030772,0.9716924250030772,2400.0,1729267260,1,2652.57,2604.79,2603.0950000000003,0.9999156529236087,0.8078900119406163,-0.08188332039847572,0,0.6777777777777778,ETH,2024-10-18 16:01:00+00:00,2024-10-18,2024Q4,2024,0.028223227920531557,0.989999,0.989999,2605.8,1729209600.0,0.7509135652616341,0.01817692360333677,0.009307931400070035,-0.004341367108399928,S2-analog
ethereum-above-2400-on-september-20,1726741800,13403.67927,39,0.689999,13403.67927,0.6289779887030629,0.6289779887030629,2400.0,1726848060,1,2559.0,2437.08,2437.52,0.6805736204686423,0.6037470458402145,-0.015331863996981715,0,1.229861111111111,ETH,2024-09-20 16:01:00+00:00,2024-09-20,2024Q3,2024,0.051595631765579464,0.671212980830837,0.6793115095489706,2428.83,1726742700.0,10.42260973587714,0.0488159558267703,0.3133389911055116,-0.1954506653607329,S2-analog
ethereum-above-2500-on-august-16,1723587300,30.0,1,0.86,0.0,0.86,,2500.0,1723824060,1,2569.2,2717.4,2716.59,0.8963811932207388,0.8392210446692182,-0.08338480893393112,0,2.7402777777777776,ETH,2024-08-16 16:01:00+00:00,2024-08-16,2024Q3,2024,0.03638119322073885,0.8868522371812371,0.8868522371812371,2713.49,1723590000.0,2.961816286040613,-0.05608097440658585,0.10612358855761189,0.27222513189206465,S2-analog
ethereum-above-2500-on-august-16,1723679100,181.58333199999998,3,0.88,181.58333199999998,0.8800000000000001,0.8800000000000001,2500.0,1723824060,1,2569.2,2665.78,2665.22,0.9225463946799651,0.725547197417394,-0.06420596584718992,0,1.6777777777777778,ETH,2024-08-16 16:01:00+00:00,2024-08-16,2024Q3,2024,0.042546394679965016,0.9,0.9,2661.45,1723680000.0,3.5718535868522467,-0.036902131319844586,0.09369999999999998,0.2255090101172795,S2-analog
ethereum-above-2500-on-august-16,1723765500,224.222717,5,0.82,201.492717,0.8067208757152159,0.8057869238692384,2500.0,1723824060,1,2569.2,2573.6,2574.625,0.8434712119585784,0.7258913180874026,-0.02901496506852456,0,0.6777777777777778,ETH,2024-08-16 16:01:00+00:00,2024-08-16,2024Q3,2024,0.03675033624336255,0.819624830627119,0.819624830627119,2569.89,1723766400.0,8.414969625263156,-0.0017111305411792598,0.17002637163762002,0.1844254831665036,S2-analog
ethereum-above-2500-on-august-23,1724187600,273.426574,7,0.74,273.426574,0.7181339706324081,0.7181339706324081,2500.0,1724428860,1,2669.26,2589.6,2589.33,0.7563471676582195,0.6177741394019961,-0.03521269175574243,0,2.792361111111111,ETH,2024-08-23 16:01:00+00:00,2024-08-23,2024Q3,2024,0.038213197025811385,0.7209966842424034,0.7209966842424034,2577.55,1724188500.0,6.074507242036644,0.03029785681006305,0.2649220831688262,0.08087753255790897,S2-analog
ethereum-above-2500-on-august-23,1724276700,37.97,1,0.88,0.0,0.8800000000000001,,2500.0,1724428860,1,2669.26,2640.58,2642.06,0.9149326742636479,0.606398509671371,-0.05470785812392159,0,1.761111111111111,ETH,2024-08-23 16:01:00+00:00,2024-08-23,2024Q3,2024,0.03493267426364777,0.9,0.9,2636.99,1724279400.0,4.186804719523665,0.01080269044188392,0.09369999999999998,0.04847124467436719,S2-analog
ethereum-above-2500-on-august-23,1724364000,32.955262000000005,2,0.93,2.105262,0.931277584585369,0.949999,2500.0,1724428860,1,2669.26,2623.61,2624.24,0.9651121993045145,0.6452455488696632,-0.04826050011266416,0,0.7506944444444446,ETH,2024-08-23 16:01:00+00:00,2024-08-23,2024Q3,2024,0.033834614719145506,0.949999983415986,0.949999983415986,2623.21,1724364900.0,3.5842657627954577,0.017250048453141438,0.04667501553922112,-0.015153742537936485,S2-analog
ethereum-above-2500-on-august-30,1724788800,61.684584,3,0.69,61.684584,0.6991865187904971,0.6991865187904971,2500.0,1725033660,0,2444.97,2584.0,2582.67,0.7578572698909087,0.5838130405735005,-0.03304785404620039,0,2.834027777777778,ETH,2024-08-30 16:01:00+00:00,2024-08-30,2024Q3,2024,0.058670751100411644,0.7361528047178005,0.739937857946578,2585.19,1724790600.0,6.412065776782094,-0.05530573300744681,-0.7497490344154747,-0.39512503653857717,S2-analog
ethereum-above-2500-on-august-30,1724950800,274.436086,4,0.79,274.436086,0.7995895205958665,0.7995895205958665,2500.0,1725033660,0,2444.97,2570.11,2570.26,0.8348587616158448,0.5832065098033974,-0.027657967673433113,0,0.9590277777777778,ETH,2024-08-30 16:01:00+00:00,2024-08-30,2024Q3,2024,0.035269241019978304,0.8000000000000002,,2566.26,1724951700.0,8.818704876587176,-0.04991584663467961,-0.8112000000000001,-0.3710068798637735,S2-analog
ethereum-above-2500-on-july-14,1752145200,62.5,1,0.92,62.5,0.92,0.92,2500.0,1752508860,1,3011.11,2784.93,2785.165,0.9460128147923943,0.6897835228433404,-0.10793200653930128,0,4.209027777777778,ETH,2025-07-14 16:01:00+00:00,2025-07-14,2025Q3,2025,0.026012814792394257,0.92,0.92,2776.43,1752147900.0,1.9649446095906433,0.07808604313222138,0.07484799999999996,-0.07858674953692092,S2-analog
ethereum-above-2500-on-june-20,1750196700,15.0,1,0.52,15.0,0.52,0.52,2500.0,1750435260,0,2495.36,2522.02,2523.33,0.5529032672879793,0.7971479007782023,-0.008769435851244461,0,2.761111111111111,ETH,2025-06-20 16:01:00+00:00,2025-06-20,2025Q2,2025,0.03290326728797932,0.54,0.54,2519.7,1750197600.0,5.729872561727711,-0.010627160353358787,-0.557388,-0.49649572548220894,S2-analog
ethereum-above-2500-on-june-20,1750285800,7.0,4,0.57,0.0,0.57,,2500.0,1750435260,0,2495.36,2528.4,2528.35,0.5991293464823436,0.7105799544948916,-0.011295959741851542,0,1.7298611111111113,ETH,2025-06-20 16:01:00+00:00,2025-06-20,2025Q2,2025,0.029129346482343665,0.59,,2525.15,1750287600.0,7.9832972332601315,-0.013153684243965826,-0.606933,-0.5019232289679701,S2-analog
ethereum-above-2500-on-june-20,1750374000,464.795788,13,0.66,321.83578800000004,0.6302299255684907,0.6302388436546031,2500.0,1750435260,0,2495.36,2523.59,2523.5550000000003,0.664025687038768,0.5896235779581088,-0.009391759039390386,0,0.7090277777777778,ETH,2025-06-20 16:01:00+00:00,2025-06-20,2025Q2,2025,0.0337957614702773,0.6519013424914143,0.6800000000000002,2527.0,1750374900.0,14.447454440289423,-0.01124948354150455,-0.6677861612418657,-0.5052597602991931,S2-analog
ethereum-above-2500-on-june-6,1748986200,1202.490559,30,0.78,609.7405590000001,0.7761089868684308,0.7701056171077886,2500.0,1749225660,1,2509.55,2611.7,2612.39,0.801300793336712,0.6406462086987351,-0.04371061842613314,0,2.771527777777778,ETH,2025-06-06 16:01:00+00:00,2025-06-06,2025Q2,2025,0.02519180646828123,0.7409273817900515,0.7402329181499679,2601.86,1748987100.0,5.373711270587195,-0.03989789609821623,0.24563583844068318,0.46003561237638463,S2-analog
ethereum-above-2500-on-june-6,1749101400,97.123594,4,0.889999,1.123594,0.8899999884312972,0.889999,2500.0,1749225660,1,2509.55,2621.49,2621.42,0.9179491291083258,0.5953420921864756,-0.04745212653906351,0,1.4381944444444443,ETH,2025-06-06 16:01:00+00:00,2025-06-06,2025Q2,2025,0.027949140677028583,0.88,,2613.11,1749103200.0,4.880864803081639,-0.04363940421114646,0.112608,0.3256060320416374,S2-analog
ethereum-above-2500-on-may-16,1747166400,3125.33,36,0.8,1006.57,0.7933823948191072,0.7980428584201794,2500.0,1747411260,1,2597.81,2690.94,2695.09,0.84165762409028,0.9176351980077354,-0.07359984307800638,0,2.834027777777778,ETH,2025-05-16 16:01:00+00:00,2025-05-16,2025Q2,2025,0.04827522927117278,0.7891570238974649,0.7891020552763991,2668.34,1747167300.0,3.379876751669034,-0.035221792557483776,0.19919580101538184,0.31824111883253065,S2-analog
ethereum-above-2500-on-may-16,1747254600,923.125,5,0.76,923.125,0.7686662153012864,0.7686662153012864,2500.0,1747411260,1,2597.81,2604.74,2604.8,0.7968480466425952,0.7638446700658531,-0.04104213028859889,0,1.8131944444444443,ETH,2025-05-16 16:01:00+00:00,2025-05-16,2025Q2,2025,0.028181831341308805,0.774810483054025,0.7721616496176733,2603.02,1747255500.0,5.654394316200019,-0.0026640797680760895,0.21297597305772206,0.22803973055623497,S2-analog
ethereum-above-2500-on-may-16,1747341000,13106.527914,55,0.67,10941.827914,0.6473868251374634,0.6465085678937503,2500.0,1747411260,1,2597.81,2536.32,2537.49,0.6756436791265558,0.719172105505884,-0.014423479705723479,0,0.8131944444444444,ETH,2025-05-16 16:01:00+00:00,2025-05-16,2025Q2,2025,0.02825685398909239,0.6702968173824593,0.679517045816734,2535.28,1747341900.0,10.814145612578978,0.023954570814799136,0.31423325303828237,0.055185036160209866,S2-analog
ethereum-above-2500-on-may-27,1747906200,848.96,5,0.75,848.96,0.7574441669807764,0.7574441669807764,2500.0,1748361660,1,2667.59,2692.07,2689.18,0.7945739925479535,0.7799765525869253,-0.07401968254202314,0,5.271527777777778,ETH,2025-05-27 16:01:00+00:00,2025-05-27,2025Q2,2025,0.03712982556717703,0.76,0.76,2664.49,1747908900.0,3.2299485717509846,-0.009134971335149565,0.227232,0.25673748761695253,S2-analog
ethereum-above-2500-on-may-27,1747998900,39.99,3,0.78,20.0,0.78,0.78,2500.0,1748361660,1,2667.59,2662.76,2663.09,0.8118939873022736,0.7049271110153483,-0.06307244697584517,0,4.198611111111111,ETH,2025-05-27 16:01:00+00:00,2025-05-27,2025Q2,2025,0.03189398730227355,0.7799999999999999,0.7799999999999999,2649.53,1747999800.0,3.84256742884013,0.0018122642310284434,0.2079880000000001,0.2010242524933982,S2-analog
ethereum-above-2500-on-may-27,1748118600,970.0,8,0.63,850.0,0.6303092783505154,0.6303529411764706,2500.0,1748361660,1,2667.59,2553.0,2553.71,0.6579549623174328,0.6456498153087284,-0.020978406385191602,0,2.8131944444444446,ETH,2025-05-27 16:01:00+00:00,2025-05-27,2025Q2,2025,0.027645683966917356,0.63,0.63,2553.0,1748119500.0,6.638907910745535,0.043906304821681855,0.35368299999999997,0.06219308558773151,S2-analog
ethereum-above-2500-on-may-27,1748205900,6.146205,2,0.57,3.586205,0.5758342446753728,0.579999,2500.0,1748361660,1,2667.59,2525.51,2525.74,0.6021822284169832,0.6686519405051542,-0.010152290655933994,0,1.8027777777777778,ETH,2025-05-27 16:01:00+00:00,2025-05-27,2025Q2,2025,0.026347983741610403,0.57,0.57,2523.88,1748206800.0,8.333640103411737,0.05473242055093963,0.41284300000000007,-0.043277294860107174,S2-analog
ethereum-above-2500-on-may-27,1748305800,216.0,2,0.78,196.0,0.7827777777777777,0.78,2500.0,1748361660,1,2667.59,2559.8,2559.11,0.8125168472833314,0.6869372012362067,-0.023638398565399257,0,0.6465277777777778,ETH,2025-05-27 16:01:00+00:00,2025-05-27,2025Q2,2025,0.029739069505553717,0.7719608902954812,0.7718901780756873,2554.41,1748306700.0,9.994670258216248,0.04124631264147413,0.21571650051404054,-0.1965267937047898,S2-analog
ethereum-above-2500-on-september-27,1727208000,1170.0,3,0.86,0.0,0.86,,2500.0,1727452860,1,2684.72,2650.49,2650.635,0.8926040280650703,0.5699840790407937,-0.05845379669140833,0,2.834027777777778,ETH,2024-09-27 16:01:00+00:00,2024-09-27,2024Q3,2024,0.032604028065070345,0.8543694952516626,0.8543694952516626,2647.02,1727208900.0,4.1535105679517415,0.012831910903404943,0.13692094648988165,0.08362346894557404,S2-analog
ethereum-above-2500-on-september-27,1727311500,3911.75,9,0.78,3746.6099999999997,0.7902617498562025,0.7907140588425271,2500.0,1727452860,1,2684.72,2577.25,2575.88,0.8186096553308151,0.5318875859906901,-0.030432207120202063,0,1.636111111111111,ETH,2024-09-27 16:01:00+00:00,2024-09-27,2024Q3,2024,0.028347905474612634,0.7818964103463736,0.780926211445841,2571.28,1727312400.0,7.893777246229963,0.04085350047461141,0.20616618068525838,-0.1163222517900741,S2-analog
ethereum-above-2500-on-september-27,1727406000,556.994806,10,0.964999,556.994806,0.9560231532844742,0.9560231532844742,2500.0,1727452860,1,2684.72,2618.91,2619.3,0.9838145768674564,0.6599981378680428,-0.04646746879978663,0,0.5423611111111111,ETH,2024-09-27 16:01:00+00:00,2024-09-27,2024Q3,2024,0.027791423582982255,0.9658960569731126,0.9658960569731126,2621.88,1727406900.0,3.0271689309183305,0.02481823879502688,0.03179808254010392,-0.043330918860313435,S2-analog
ethereum-above-2600-on-july-16,1752091200,16.0,2,0.73,0.0,0.7337499999999999,,2600.0,1752681660,1,3243.58,2765.01,2763.955,0.7690519722217505,0.6256078237098773,-0.061532806576849786,0,6.834027777777778,ETH,2025-07-16 16:01:00+00:00,2025-07-16,2025Q3,2025,0.03530197222175058,0.72,0.72,2738.03,1752094800.0,3.708371703857995,0.1596334064765613,0.265888,-0.3260920075681415,S2-analog
ethereum-above-2600-on-november-1,1730295000,378.56,1,0.75,0.0,0.75,,2600.0,1730476860,0,2501.2,2687.1,2685.445,0.7802837279365593,0.5854663823830881,-0.03295110013968595,0,2.104861111111111,ETH,2024-11-01 16:01:00+00:00,2024-11-01,2024Q4,2024,0.030283727936559313,0.7772863544173648,0.7761869663409977,2672.75,1730295900.0,6.929676147685089,-0.07169192845611645,-0.7894042138531397,-0.2926023672492437,S2-analog
ethereum-above-2600-on-november-1,1730382300,17916.620286,83,0.5,9287.000286,0.5334916465992136,0.526867568341433,2600.0,1730476860,0,2501.2,2615.8,2615.06,0.586775918450365,0.5198075620357719,-0.006058533045478695,0,1.0944444444444443,ETH,2024-11-01 16:01:00+00:00,2024-11-01,2024Q4,2024,0.05328427185115148,0.38026231678974537,0.38815353653518003,2602.84,1730383200.0,13.742025075097379,-0.04479936136190934,-0.3967587188951062,0.21887522828860057,S2-analog
ethereum-above-2600-on-october-25,1729630800,21.639343,2,0.59,1.639343,0.5915151504368685,0.61,2600.0,1729872060,0,2520.81,2634.01,2632.4,0.6215148447034248,0.4935801446460149,-0.012995954793659632,0,2.792361111111111,ETH,2024-10-25 16:01:00+00:00,2024-10-25,2024Q4,2024,0.029999694266556243,0.61,0.61,2634.39,1729631700.0,8.887018418127647,-0.0439271213734319,-0.626653,-0.23627186329898203,S2-analog
ethereum-above-2700-on-february-14,1739367000,276500.838718,631,0.28,216351.298718,0.28308081199062246,0.2871707833904049,2700.0,1739552460,1,2735.84,2659.9,2618.09,0.3828211331258899,0.7216481085957722,0.014963244908309553,0,2.146527777777778,ETH,2025-02-14 17:01:00+00:00,2025-02-14,2025Q1,2025,0.09974032113526743,0.29746599725084716,0.2982628524966388,2593.92,1739367900.0,6.895604839271688,0.028149990416172055,0.6879054043080245,0.4937941941688168,S2-analog
ethereum-above-2700-on-february-14,1739455200,85061.970547,134,0.27,70020.530547,0.29595549608787974,0.2900748413755089,2700.0,1739552460,1,2735.84,2659.0,2656.94,0.34062220271570076,0.740365971578027,0.015301660749400576,0,1.1256944444444443,ETH,2025-02-14 17:01:00+00:00,2025-02-14,2025Q1,2025,0.04466670662782102,0.2707537823627594,0.272188545880836,2637.58,1739456100.0,8.982762894002452,0.02848840625726308,0.7154249856183093,0.4595203869812992,S2-analog
ethereum-above-2700-on-february-21,1740001500,4750.023744,21,0.55,4187.293744,0.5466240460418212,0.5467680888212366,2700.0,1740157260,1,2733.4,2724.49,2722.44,0.5797091916892079,0.5975928162432239,-0.009029481625758388,0,1.8027777777777778,ETH,2025-02-21 17:01:00+00:00,2025-02-21,2025Q1,2025,0.03308514564738663,0.5646048449140184,0.5647317233574745,2710.01,1740002400.0,9.321968619125753,0.0032650009125213637,0.41818732010502707,0.38775108405708597,S2-analog
ethereum-above-2700-on-february-21,1740108600,1288.964295,12,0.809999,605.424295,0.8041310632265326,0.800915379518075,2700.0,1740157260,1,2733.4,2747.78,2748.3,0.8464668814451543,0.4957824793205805,-0.017541539920825893,0,0.5631944444444444,ETH,2025-02-21 17:01:00+00:00,2025-02-21,2025Q1,2025,0.042335818218621646,0.795934545022525,0.7981794176493712,2743.98,1740109500.0,13.773699858520873,-0.005247057382546233,0.19269586282311318,0.26496725635074114,S2-analog
ethereum-above-2700-on-june-10,1749150900,3200.94,11,0.16,3200.94,0.17818215899079645,0.17818215899079645,2700.0,1749571260,1,2734.58,2564.37,2563.84,0.2041529368233013,0.6387853235115113,0.05153893859070527,0,4.865277777777778,ETH,2025-06-10 16:01:00+00:00,2025-06-10,2025Q2,2025,0.025970777832504843,0.19,0.19,2542.31,1749152700.0,4.126799741430365,0.06426502476261849,0.799227,0.53401811242661,S2-analog
ethereum-above-2700-on-june-10,1749519900,1238.280469,7,0.51,155.930469,0.5077514387081882,0.511,2700.0,1749571260,1,2734.58,2709.41,2710.4,0.5334703377604425,0.7646004387199664,-0.0034791260014680396,0,0.5944444444444444,ETH,2025-06-10 16:01:00+00:00,2025-06-10,2025Q2,2025,0.02571889905225433,0.4562497376513354,0.4641472584666843,2708.37,1749520800.0,12.867953747651578,0.009246960170445196,0.5263842483305549,0.40739479255088973,S2-analog
ethereum-above-2700-on-june-3,1748493000,809.55,3,0.55,0.0,0.55,,2700.0,1748966460,0,2621.85,2754.72,2757.78,0.5773412375538968,0.7198720555622153,-0.020064031035741517,0,5.479861111111111,ETH,2025-06-03 16:01:00+00:00,2025-06-03,2025Q2,2025,0.027341237553896724,0.5148018766246117,0.5148018766246117,2724.97,1748493900.0,4.447491362894979,-0.04943562857895692,-0.5322865399359991,-0.31242200881180393,S2-analog
ethereum-above-2700-on-may-23-847,1747847700,21246.23,31,0.1,17403.64,0.10493333170167131,0.10131943087767847,2700.0,1748016060,0,2568.23,2567.16,2564.1400000000003,0.1544703887020617,0.7847691296011456,0.0504515434960982,0,1.948611111111111,ETH,2025-05-23 16:01:00+00:00,2025-05-23,2025Q2,2025,0.04953705700039039,0.1012498850715621,0.10870314422569871,2478.43,1747848600.0,4.604798113518442,0.00041671616585475297,-0.10761976928068114,-0.10953866309508174,S2-analog
