asset,slug,K,T_pm,ts,sigma,tte_d,S_bin,S_T,delta,ret_T,label,event,is_test,entry,entry_ts,ev_raw,ev_hedged,fund_sum,fund_pnl,hold_h,ev_hf,P0,P1,ev_policy_fill,ev_policy_sig
ETH,ethereum-above-1700-on-may-26-2026,1700.0,1779811260,1779220800,0.6311708330543877,6.834027777777778,2113.15,2087.37,0.2155564658829317,-0.0122748248747387,1,2026-05-26,True,0.82,1779221700.0,0.169668,0.1723139178693306,0.0001911209195103,4.119734996594471e-05,163.76666666666668,0.1723551152192965,2114.2,2084.95,0.1725613577769387,0.17220422569317848
BTC,bitcoin-above-80k-on-may-24-2026,80000.0,1779638460,1779334200,0.2864941492602172,3.5215277777777776,78034.9,76388.0,9.473734008388528,-0.0213305467442674,0,2026-05-24,True,0.17,1779335100.0,-0.179877,0.022202926108688,4.918642912635218e-05,0.0004659791463655,84.26666666666667,0.0226689052550535,77983.0,76289.0,0.022020402911910167,0.01603729144918077
BTC,bitcoin-above-78k-on-may-25-2026,78000.0,1779724860,1779359400,0.3006557128772649,4.229861111111111,77383.3,77614.07,11.911930543005722,0.0029777301449361,0,2026-05-25,True,0.42,1779360300.0,-0.437052,-0.4725225146622941,2.8541286900156396e-05,0.0003399818271626,101.26666666666668,-0.4721825328351314,77239.0,77531.5,-0.49007502001361075,-0.4805208842152346
BTC,bitcoin-above-78k-on-may-24-2026,78000.0,1779638460,1779362100,0.3002951104463041,3.198611111111111,77310.69,76388.0,13.44020582177964,-0.0120066226261005,0,2026-05-24,True,0.38,1779363000.0,-0.396492,-0.2351205206807727,1.874917678914255e-05,0.000251992795035,76.51666666666667,-0.2348685278857376,77320.5,76289.0,-0.2251413376926583,-0.2442766719609837
BTC,bitcoin-above-78k-on-may-28-2026,78000.0,1779984060,1779384600,0.3221666698871583,6.938194444444445,77980.54,72890.01,8.978101628577633,-0.0675077157958581,0,2026-05-28,True,0.43,1779385500.0,-0.4471569999999999,0.1589341331283497,0.0001268704668468,0.0011390559450161,166.26666666666668,0.1600731890733658,77796.5,72748.5,0.1500216651442574,0.15378851793336146
BTC,bitcoin-above-78k-on-may-26-2026,78000.0,1779811260,1779462000,0.2523056897833247,4.042361111111111,76774.23,76478.64,12.475440646776866,-0.0038575508119189,0,2026-05-26,True,0.3,1779462900.0,-0.3147,-0.2665753538039794,-1.7416511479883753e-05,-0.0002172786552411,96.76666666666668,-0.2667926324592206,76759.5,76364.5,-0.2592864343036616,-0.2755254409119648
ETH,ethereum-above-2100-on-may-26-2026,2100.0,1779811260,1779475500,0.3126075438227028,3.886111111111111,2108.05,2087.37,12.303216606977564,-0.009858449208331,0,2026-05-26,True,0.52,1779476400.0,-0.5374720000000001,-0.4161813639810162,1.9678550038408453e-05,0.0002421094636337,93.01666666666668,-0.4159392545173824,2097.7,2084.95,-0.47083395471210565,-0.4245515061422679
BTC,bitcoin-above-76k-on-may-28-2026,76000.0,1779984060,1779475500,0.3029388422765767,5.886111111111111,76589.0,72890.01,10.200898408528255,-0.0495018707143265,0,2026-05-28,True,0.61,1779476400.0,-0.626653,-0.1216894458110552,0.0001147537572618,0.001170591419825,141.01666666666668,-0.1205188543912301,76454.5,72748.5,-0.1257658430977895,-0.12765948327720023
BTC,bitcoin-above-76k-on-may-26-2026,76000.0,1779811260,1779475500,0.2534664160904364,3.886111111111111,76589.0,76478.64,14.65874988948384,-0.0014419771432108,1,2026-05-26,True,0.63,1779476400.0,0.3536829999999999,0.3748205822886802,-1.8687904628623617e-05,-0.0002739413199095,93.01666666666668,0.3745466409687706,76454.5,76364.5,0.3604139496662216,0.36428551604613124
BTC,bitcoin-above-74k-on-may-26-2026,74000.0,1779811260,1779478200,0.2920744320522634,3.854861111111111,76259.51,76478.64,8.165978407921882,0.002869357136318,1,2026-05-26,True,0.81,1779479100.0,0.1792269999999999,0.15579589158021,-2.015525000532981e-05,-0.0001645873363497,92.26666666666668,0.1556313042438602,75683.5,76364.5,0.10019737371668695,0.14991511935831553
BTC,bitcoin-above-76k-on-may-27-2026,76000.0,1779897660,1779478200,0.2884491675012141,4.854861111111111,76259.51,75358.0,11.948102762008654,-0.011892038384137,0,2026-05-27,True,0.48,1779479100.0,-0.4974719999999999,-0.3553847033365788,1.13219164530505e-05,0.0001352754212439,116.26666666666668,-0.3552494279153348,75683.5,75261.0,-0.4388137381670926,-0.3636130998487418
BTC,bitcoin-above-74k-on-may-27-2026,74000.0,1779897660,1779478200,0.3153809216176299,4.854861111111111,76259.51,75358.0,7.908815398213492,-0.011892038384137,1,2026-05-27,True,0.77,1779479100.0,0.217603,0.3116549362886092,1.13219164530505e-05,8.954294718117249e-05,116.26666666666668,0.3117444792357903,75683.5,75261.0,0.25643070123903283,0.30620830845704033
BTC,bitcoin-above-78k-on-may-28-2026,78000.0,1779984060,1779675300,0.3246652771733499,3.573611111111111,77403.24,72890.01,12.020765132644144,-0.0600770475975303,0,2026-05-28,True,0.36,1779676200.0,-0.3761279999999999,0.3460440790325949,0.0001364249428826,0.0016399321966269,85.51666666666667,0.3476840112292218,77044.5,72748.5,0.30678747039861703,0.33926947563637094
