asset,slug,K,T_pm,ts,sigma,tte_d,S_bin,S_T,delta,ret_T,label,event,is_test,entry,entry_ts,ev_raw,ev_hedged,fund_sum,fund_pnl,hold_h,ev_hf,P0,P1,ev_policy_fill,ev_policy_sig
ETH,ethereum-above-1600-on-june-16-2026,1600.0,1781625660,1781075700,0.6782256447486845,6.365277777777777,1633.82,1783.54,4.375588898943869,0.0876793221246719,1,2026-06-16,True,0.62,1781081100,0.38,-0.0036486685556379,-3.637523079294113e-05,-0.0001591630560541,151.26666666666668,-0.003807831611692,1619.4,1783.1,-0.04458127616632101,-0.006870743840952754
ETH,ethereum-above-1800-on-june-14-2026,1800.0,1781452860,1781076600,0.6141376668364512,4.354861111111111,1636.78,1664.03,2.076855654971621,0.016511473905912,0,2026-06-14,True,0.06,1781083800,-0.06,-0.0942919479534097,-2.7417156751756606e-05,-5.694147704312907e-05,102.51666666666668,-0.0943488894304528,1619.4,1662.75,-0.11637534346585496,-0.09580268838893297
ETH,ethereum-above-1800-on-june-15-2026,1800.0,1781539260,1781076600,0.6087669848152033,5.354861111111111,1636.78,1840.85,2.24606640703084,0.1174965242968281,1,2026-06-15,True,0.08,1781083800,0.92,0.6560950038340115,-4.278052947295427e-05,-9.608791012419536e-05,126.51666666666668,0.6559989159238874,1619.4,1841.05,0.6302054790697905,0.6544266694389658
BTC,bitcoin-above-60k-on-june-16-2026,60000.0,1781625660,1781079300,0.5254857749555207,6.323611111111112,61620.77,65912.0,5.423672766182161,0.0673215299799649,1,2026-06-16,True,0.67,1781083800,0.3299999999999999,-0.035129948730052,5.4235763675863566e-05,0.0002941570344018,150.51666666666668,-0.0348357916956501,61206.0,65882.5,-0.07283457713685473,-0.03863236263197737
ETH,ethereum-above-1500-on-june-15-2026,1500.0,1781539260,1781085600,0.7499584496296804,5.250694444444445,1623.67,1840.85,3.1277057465396068,0.1255384023528439,1,2026-06-15,True,0.84,1781086500,0.16,-0.232647182450391,-4.278052947295427e-05,-0.0001338049078725,125.76666666666668,-0.2327809873582635,1618.6,1841.05,-0.24509188927743264,-0.2349703813808413
BTC,bitcoin-above-60k-on-june-13-2026,60000.0,1781366460,1781086500,0.5612154518471759,3.2402777777777776,61241.75,64256.01,7.0687718637146135,0.0480461137814369,1,2026-06-13,True,0.68,1781090100,0.3199999999999999,-0.0196270172590523,4.501631681670497e-05,0.0003182100737219,76.76666666666667,-0.0193088071853303,61136.0,64237.0,-0.034382003150655434,-0.024256947489930524
BTC,bitcoin-above-60k-on-june-14-2026,60000.0,1781452860,1781086500,0.527025854832201,4.240277777777778,61241.75,64058.03,6.6460225776338735,0.0449602448132898,1,2026-06-14,True,0.66,1781091900,0.3399999999999999,0.0411931978749296,4.522182573038838e-05,0.0003005452748059,100.26666666666668,0.0414937431497355,60951.5,64023.5,0.008851851850371371,0.03684152734539183
BTC,bitcoin-above-60k-on-june-12-2026,60000.0,1781280060,1781089200,0.6067407466898842,2.209027777777778,61386.09,63662.1,7.602455065656254,0.036406146801145,1,2026-06-12,True,0.7,1781090100,0.3,0.0232239048306094,4.451449748237024e-05,0.0003384194668799,52.766666666666666,0.0235623242974893,61136.0,63590.0,-0.004180461777653926,0.018240605751530508
BTC,bitcoin-above-66k-on-june-15-2026,66000.0,1781539260,1781099100,0.4435147242439397,5.094444444444445,62380.01,67178.0,4.144996828911982,0.0741009414884447,1,2026-06-15,True,0.11,1781100900,0.89,0.5828518325110044,4.6292260542899616e-05,0.0001918812731534,121.76666666666668,0.5830437137841579,61892.0,67122.5,0.5510135157712319,0.5801422160039194
BTC,bitcoin-above-66k-on-june-13-2026,66000.0,1781366460,1781099100,0.4751251302798119,3.094444444444445,62380.01,64256.01,3.85976802371405,0.0296303887692518,0,2026-06-13,True,0.0699999999999999,1781100000,-0.0699999999999999,-0.1843664271017741,4.5000012500405126e-05,0.0001736896093157,74.01666666666667,-0.1841927374924583,62056.5,64237.0,-0.20582179486553803,-0.18689457510905805
