asset,slug,K,T_pm,ts,sigma,tte_d,S_bin,S_T,delta,ret_T,label,event,is_test,entry,entry_ts,ev_raw,ev_hedged,pnl_static,pnl_daily,pnl_daily_cap2,pnl_move2
BTC,bitcoin-above-60k-on-july-8-2026,60000.0,1783526460,1783339200,0.4603382710887715,2.167361111111111,62483.84,61752.01,5.967757372506589,-0.0117814377243413,1,2026-07-08,True,0.861,1783340100,0.139,0.2093087618381655,0.20706725008262916,0.09001898913998448,0.09001898913998448,0.09562874458987561
BTC,bitcoin-above-60k-on-july-6-2026,60000.0,1783353660,1783341000,0.5858261925935554,0.1465277777777777,62080.44,63427.99,0.5098633962531525,0.0214742831895183,1,2026-07-06,True,0.972,1783341900,0.028,0.0170510490408902,0.01671550365430245,0.01671550365430245,0.01671550365430245,0.01576780462475724
ETH,ethereum-above-1800-on-july-7-2026,1800.0,1783440060,1783373400,0.4951007581513059,0.7715277777777778,1813.42,1795.96,16.678198406313427,-0.0096748672582187,0,2026-07-07,True,0.5710000000000001,1783377900,-0.5710000000000001,-0.4096406443126827,-0.42063008683560243,-0.42063008683560243,-0.42063008683560243,-0.4110605999612598
ETH,ethereum-above-1800-on-july-9-2026,1800.0,1783612860,1783373400,0.4976837951412037,2.771527777777778,1813.42,1740.21,9.096703252137784,-0.0412087695760865,0,2026-07-09,True,0.53,1783380600,-0.53,-0.1551360517806168,-0.16079941745851645,-0.10607233662400273,-0.10607233662400273,-0.07771675646532206
BTC,bitcoin-above-64k-on-july-7-2026,64000.0,1783440060,1783375200,0.3413029264690845,0.7506944444444446,64489.98,63917.45,22.91430478280421,-0.0089174558514107,0,2026-07-07,True,0.67,1783376100,-0.67,-0.4656626987335736,-0.47845670905019816,-0.47845670905019816,-0.47845670905019816,-0.4363350661510802
ETH,ethereum-above-1800-on-july-8-2026,1800.0,1783526460,1783386000,0.4922752221771836,1.6256944444444446,1803.74,1724.81,12.129822380364075,-0.0447453875956427,0,2026-07-08,True,0.51,1783386900,-0.51,0.0327536038756922,0.024666383148460806,0.1809567701444802,0.1809567701444802,0.14457024532763024
BTC,bitcoin-above-64k-on-july-9-2026,64000.0,1783612860,1783408500,0.3893613184279572,2.365277777777778,63396.01,62900.56,12.099760920208004,-0.0078458590213944,0,2026-07-09,True,0.39,1783409400,-0.39,-0.2950669816274704,-0.3002069627649437,-0.2992253086336085,-0.2992253086336085,-0.23655441264009994
BTC,bitcoin-above-62k-on-july-7-2026,62000.0,1783440060,1783422000,0.3941573624677161,0.2090277777777777,63284.0,63917.45,4.029369999353297,0.0099598744584089,1,2026-07-07,True,0.957,1783422900,0.043,0.0028679806599618,0.0002538717225927479,0.0002538717225927479,0.0002538717225927479,0.0002538717225927479
BTC,bitcoin-above-64k-on-july-8-2026,64000.0,1783526460,1783422000,0.3521926740251331,1.2090277777777778,63284.0,61752.01,16.77633410573805,-0.0245060070012029,0,2026-07-08,True,0.26,1783422900,-0.26,0.151120961049736,0.14176438269290756,0.027410863117593248,0.027410863117593248,0.0717393591328971
BTC,bitcoin-above-64k-on-july-10-2026,64000.0,1783699260,1783427400,0.3582318606017007,3.146527777777778,63702.99,64041.66,11.848389035415018,0.0053023088397129,1,2026-07-10,True,0.45,1783428300,0.55,0.4871761820811615,0.4845903222824227,0.6075948995386956,0.5598697055907682,0.45884730830931647
ETH,ethereum-above-1900-on-july-10-2026,1900.0,1783699260,1783444500,0.5130790072063734,2.948611111111111,1804.5,1790.71,4.510166504252954,-0.0076713558473901,0,2026-07-10,True,0.09,1783450800,-0.09,-0.0554009078148958,-0.05781635628014314,0.08008915633001716,0.08008915633001716,0.040928408060422035
BTC,bitcoin-above-66k-on-july-12-2026,66000.0,1783872060,1783455300,0.356190534453038,4.823611111111111,63778.08,64173.58,6.749594998280989,0.0061820418678267,0,2026-07-12,True,0.19,1783456200,-0.19,-0.2317262788702468,-0.23127839240408538,-0.10653941753796645,-0.10653941753796645,-0.11728173013087426
BTC,bitcoin-above-66k-on-july-14-2026,66000.0,1784044860,1783455300,0.3449299776400346,6.823611111111111,63778.08,64783.23,6.386615516212874,0.0156372159203148,0,2026-07-14,True,0.21,1783468800,-0.21,-0.3098688858270536,-0.3078141056461234,0.053333674664062025,0.053333674664062025,0.00025381677053571035
BTC,bitcoin-above-64k-on-july-12-2026,64000.0,1783872060,1783455300,0.3760909408951302,4.823611111111111,63778.08,64173.58,9.179523137720484,0.0061820418678267,1,2026-07-12,True,0.47,1783456200,0.53,0.4732518036359279,0.4738609341363874,0.33539057803600747,0.3801104362541131,0.43773482280143095
BTC,bitcoin-above-64k-on-july-13-2026,64000.0,1783958460,1783456200,0.371749691862557,5.813194444444444,63730.0,62565.02,8.448850199950822,-0.0184490733416898,0,2026-07-13,True,0.47,1783457100,-0.47,-0.3141265430081565,-0.3121307456261585,0.04212263586725283,-0.175365473801552,-0.23425118259094257
BTC,bitcoin-above-64k-on-july-11-2026,64000.0,1783785660,1783456200,0.3881873143394252,3.813194444444444,63730.0,64157.3,9.97474596243199,0.0066824710523075,1,2026-07-11,True,0.46,1783457100,0.54,0.4733440488519269,0.47301819410995194,0.19852926872825333,0.374918143668638,0.43388531796937907
BTC,bitcoin-above-66k-on-july-13-2026,66000.0,1783958460,1783457100,0.3502934249799712,5.802777777777778,63673.99,62565.02,6.377038829909259,-0.0175698229570142,0,2026-07-13,True,0.2,1783459800,-0.2,-0.087956556768489,-0.08645119590133668,-0.03621497204785957,-0.03621497204785957,-0.03709107590133058
BTC,bitcoin-above-62k-on-july-14-2026,62000.0,1784044860,1783457100,0.3944714421689058,6.802777777777778,63673.99,64783.23,6.640202356210663,0.0172706146268653,1,2026-07-14,True,0.6900000000000001,1783460700,0.3099999999999999,0.1953196240614821,0.1974538446639446,-0.5625907385486867,-0.16825550886059704,-0.046009204302168066
ETH,ethereum-above-1800-on-july-9-2026,1800.0,1783612860,1783459800,0.4896959187608403,1.7715277777777778,1778.49,1740.21,10.922384598698317,-0.021758894075594,0,2026-07-09,True,0.34,1783461600,-0.34,-0.102340990464024,-0.10959011505909187,-0.09337614692433661,-0.09337614692433661,-0.08274921703446655
BTC,bitcoin-above-62k-on-july-13-2026,62000.0,1783958460,1783460700,0.3899561853253496,5.761111111111111,63402.22,62565.02,7.41758845040208,-0.0132925406185002,1,2026-07-13,True,0.6900000000000001,1783461600,0.3099999999999999,0.4085985957682878,0.410345296046357,0.2580293305992045,0.2580293305992045,0.4134031564083285
XRP,xrp-above-1pt1-on-july-12-2026,1.1,1783872060,1783460700,0.5308316169032339,4.761111111111111,1.1144,1.1024,6.469592050865207,-0.0108265222062017,1,2026-07-12,True,0.5700000000000001,1783519200,0.4299999999999999,0.5000431820037586,0.496238879797837,0.5266409559529798,0.5266409559529798,0.5171966595015115
XRP,xrp-above-1pt1-on-july-13-2026,1.1,1783958460,1783460700,0.5308548474743112,5.761111111111111,1.1144,1.072,5.904081377165727,-0.0387900808348486,0,2026-07-13,True,0.56,1783519200,-0.56,-0.3309802061242172,-0.33442512159406534,-0.26681864284372553,-0.26681864284372553,-0.2733703935414771
BTC,bitcoin-above-62k-on-july-11-2026,62000.0,1783785660,1783461600,0.4037692121318672,3.750694444444445,63423.94,64157.3,8.45034790365126,0.0114964876855619,1,2026-07-11,True,0.72,1783475100,0.28,0.1828506793869589,0.18256719320297185,0.08407409842595713,0.08407409842595713,0.10129931942877082
BTC,bitcoin-above-62k-on-july-9-2026,62000.0,1783612860,1783461600,0.4122607155581907,1.7506944444444443,63423.94,62900.56,10.299613226283547,-0.0082863260055173,1,2026-07-09,True,0.79,1783468800,0.2099999999999999,0.2953459529237237,0.29028232926534514,0.14371714648031975,0.16660255782749242,0.20814657849114224
BTC,bitcoin-above-62k-on-july-12-2026,62000.0,1783872060,1783461600,0.3966259188882755,4.750694444444445,63423.94,64173.58,7.860208216460199,0.0117502068229563,1,2026-07-12,True,0.71,1783468800,0.29,0.1976409277850921,0.19815432975520217,0.09360849552757516,0.09360849552757516,0.12821151839239517
XRP,xrp-above-1pt1-on-july-11-2026,1.1,1783785660,1783462500,0.5276812748013695,3.740277777777778,1.1144,1.1125,7.295062895044486,-0.0017064084252006,1,2026-07-11,True,0.58,1783519200,0.42,0.4324483567864726,0.428143133931757,0.4283156515646136,0.4283156515646136,0.41565335945342446
XRP,xrp-above-1pt1-on-july-10-2026,1.1,1783699260,1783462500,0.5283636914140458,2.7402777777777776,1.1144,1.104,8.421920062705073,-0.0093761956285553,1,2026-07-10,True,0.58,1783519200,0.42,0.4989655700759778,0.49390092638942645,0.5812284043110406,0.5586765648042159,0.5590787391095042
XRP,xrp-above-1pt1-on-july-8-2026,1.1,1783526460,1783462500,0.5301533964853926,0.7402777777777778,1.1144,1.0741,14.49819664250728,-0.0368330418615946,0,2026-07-08,True,0.7,1783511100,-0.7,-0.1659873161488987,-0.1760997458284876,-0.1760997458284876,-0.1760997458284876,-0.12354006305638338
BTC,bitcoin-above-64k-on-july-14-2026,64000.0,1784044860,1783466100,0.360899909882624,6.698611111111111,63638.0,64783.23,8.079658182606414,0.0178359973682506,1,2026-07-14,True,0.46,1783467000,0.54,0.3958912379186674,0.3984568636885507,0.8450811074741552,0.8201635803750419,0.00010394245313136846
ETH,ethereum-above-1800-on-july-11-2026,1800.0,1783785660,1783471500,0.4986791933129352,3.636111111111112,1783.05,1813.79,7.832156340244359,0.0170931976165043,1,2026-07-11,True,0.4,1783474200,0.6,0.466123403912846,0.46207739470883136,0.10030717925715141,0.4076932390513717,0.3551228327291724
ETH,ethereum-above-1800-on-july-13-2026,1800.0,1783958460,1783471500,0.4988931689682068,5.636111111111111,1783.05,1776.41,6.327590148723498,-0.0037309073298843,0,2026-07-13,True,0.43,1783474200,-0.43,-0.4063923475336232,-0.40917831696093204,-0.26489050361107386,-0.3700728375438418,-0.3587533174350257
ETH,ethereum-above-1800-on-july-12-2026,1800.0,1783872060,1783471500,0.4988025501477416,4.636111111111111,1783.05,1821.14,6.961037930348295,0.0211372975123913,1,2026-07-12,True,0.42,1783473300,0.5800000000000001,0.4328624702711869,0.4294002361127579,0.24016187970848812,0.314262469797599,0.3070973229719086
