asset,slug,K,T_pm,ts,sigma,tte_d,S_bin,S_T,delta,ret_T,label,event,is_test,entry,entry_ts,ev_raw,ev_hedged,fund_sum,fund_pnl,hold_h,ev_hf
BTC,bitcoin-above-94k-on-january-15,94000.0,1768496460,1768232700,0.3916117996062631,3.0527777777777776,91529.71,96820.1,8.335553232202383,0.0561909983239004,1,2026-01-15,False,0.16,1768233600.0,0.830592,0.362208942300533,0.0003053399514816677,0.002545177419493534,73.01666666666667,0.3647541197200266
XRP,xrp-above-1pt9-on-january-15,1.9,1768496460,1768233600,0.7025690750654985,3.042361111111111,2.0941,2.0934,2.0667980190916238,-0.0003343283613231,1,2026-01-15,False,0.88,1768234500.0,0.112608,0.1132989891949088,0.0005037276263367254,0.0010411032602744695,72.76666666666667,0.11434009245518327
BTC,bitcoin-above-88k-on-january-15,88000.0,1768496460,1768234500,0.4417524364481919,3.031944444444444,91793.7,96820.1,5.840622175860586,0.0533109495349755,1,2026-01-15,False,0.82,1768235400.0,0.169668,-0.1417011140701627,0.00030452827127291394,0.0017786345743730696,72.51666666666667,-0.13992247949578962
ETH,ethereum-above-3200-on-january-15,3200.0,1768496460,1768235400,0.513202790042727,3.0215277777777776,3143.22,3335.31,7.865488978836017,0.0593178763868203,1,2026-01-15,False,0.28,1768236300.0,0.705888,0.2393238970315069,5.18774069473869e-05,0.00040804117259526267,72.26666666666667,0.23973193820410216
ETH,ethereum-above-3100-on-january-18,3100.0,1768755660,1768342500,0.5491820806779869,4.781944444444445,3321.26,3334.02,3.598241864458219,0.0038345541089306,1,2026-01-18,False,0.79,1768343400.0,0.1983869999999999,0.1845893468737154,5.56910043989188e-05,0.00020038970350191648,114.51666666666667,0.1847897365772173
XRP,xrp-above-2pt3-on-january-18,2.3,1768755660,1768342500,0.6083604686828037,4.781944444444445,2.161,2.0512,3.717597071294031,-0.0521460897805349,0,2026-01-18,False,0.12,1768343400.0,-0.127392,0.0664661506475524,0.0005357591257251111,0.001991736556714724,114.51666666666667,0.06845788720426713
ETH,ethereum-above-3300-on-january-18,3300.0,1768755660,1768342500,0.5085663407971336,4.781944444444445,3321.26,3334.02,6.830844379592594,0.0038345541089306,1,2026-01-18,False,0.31,1768343400.0,0.6750269999999999,0.6488337576167674,5.56910043989188e-05,0.00038041658439222093,114.51666666666667,0.6492141742011597
ETH,ethereum-above-3400-on-january-19,3400.0,1768842060,1768342500,0.50376225393932,5.781944444444444,3321.26,3221.91,5.805394745990348,-0.0303698775981624,0,2026-01-19,False,0.19,1768343400.0,-0.200773,-0.0244638721552575,5.6437664190051376e-05,0.0003276429191648919,138.51666666666668,-0.024136229236092606
BTC,bitcoin-above-100k-on-january-19,100000.0,1768842060,1768344300,0.3936304908655644,5.761111111111111,95583.98,93294.63,5.195823060701311,-0.0242426828668611,0,2026-01-19,False,0.119,1768345200.0,-0.1263387299999999,-0.0003780393070941,0.00022928887681889464,0.0011913444337379152,138.01666666666668,0.0008133051266438152
BTC,bitcoin-above-96k-on-january-20,96000.0,1768928460,1768493700,0.3579756109781603,5.031944444444444,96377.92,90148.01,9.466621435268054,-0.0668242546532789,0,2026-01-20,False,0.58,1768494600.0,-0.5970519999999999,0.0355479214965416,0.0001413257237518166,0.0013378771258237185,120.51666666666667,0.03688579862236532
ETH,ethereum-above-3300-on-january-19,3300.0,1768842060,1768519800,0.4325021606204206,3.729861111111111,3312.98,3221.91,9.103741663585492,-0.0278737350711505,0,2026-01-19,False,0.49,1768520700.0,-0.507493,-0.2537377167130231,4.4934879986817736e-06,4.090755390842065e-05,89.26666666666667,-0.2536968091591147
SOL,solana-above-140-on-january-21,140.0,1769014860,1768589100,0.5042774002927839,4.927777777777777,143.75,126.14,6.229044965898419,-0.1306832784419547,0,2026-01-21,False,0.61,1768590000.0,-0.626653,0.1873790177059593,0.0010794852565771448,0.006724162203243427,118.01666666666667,0.19410317990920273
