asset,event,slug,ts,filled,delta,pnl,move_bp
ETH,2025-10-24,ethereum-above-3600-on-october-24,1761150600,True,3.803827500515048,0.0858465489457944,-150.38587296260368
ETH,2025-10-25,ethereum-above-4100-on-october-25,1761150600,True,3.574708640515618,-0.1875476236172522,-150.38587296260368
BTC,2025-10-26,bitcoin-above-104k-on-october-26,1761150600,False,5.51397765245716,0.042757683769944675,-84.53143688065339
BTC,2025-10-27,bitcoin-above-104k-on-october-27,1761150600,False,5.281857817986239,0.04095772970690694,-84.53143688065339
BTC,2025-10-25,bitcoin-above-112k-on-october-25,1761150600,True,7.054297514319715,-0.3570117113653225,-84.53143688065339
BTC,2025-10-24,bitcoin-above-112k-on-october-24,1761150600,True,7.399996265279666,-0.2380952342815023,-84.53143688065339
BTC,2025-10-24,bitcoin-above-106k-on-october-24,1761150600,False,8.642197856980879,0.06701520868177892,-84.53143688065339
BTC,2025-10-28,bitcoin-above-108k-on-october-28,1761150600,False,6.644575086968776,0.05152480808979319,-84.53143688065339
ETH,2025-10-26,ethereum-above-4000-on-october-26,1761150600,True,4.8348599131379935,0.484996383891341,-98.35801801707848
BTC,2025-10-28,bitcoin-above-110k-on-october-28,1761150600,True,6.576812852083092,0.2683723264228257,-84.53143688065339
BTC,2025-10-24,bitcoin-above-108k-on-october-24,1761150600,True,10.61211362780876,0.3249838530051531,-55.792453808113514
BTC,2025-10-23,bitcoin-above-108k-on-october-23,1761150600,True,15.153482782678783,0.291216180414984,-64.2060370411478
SOL,2025-10-27,solana-above-200-on-october-27,1761164100,False,2.186217896215489,-0.003536213778130301,9.431607678549968
SOL,2025-10-26,solana-above-200-on-october-26,1761164100,True,2.125961716092508,-0.2723675147598833,-66.27150922008579
SOL,2025-10-23,solana-above-180-on-october-23,1761167700,True,10.472608860380914,-0.09808208880165181,-66.15115500836704
ETH,2025-10-25,ethereum-above-3900-on-october-25,1761187500,False,6.386266004404603,-0.08554198945568793,126.94679989322348
XRP,2025-10-23,xrp-above-2pt4-on-october-23,1761187500,False,11.431917018464759,-0.10785897593778254,87.20863622420208
ETH,2025-10-23,ethereum-above-4000-on-october-23,1761194700,False,4.831375336146586,-0.061653663828829953,120.60969985374383
SOL,2025-10-26,solana-above-210-on-october-26,1761199200,False,1.4275481736214717,-0.028156370904332255,190.23696175217194
BTC,2025-10-26,bitcoin-above-112k-on-october-26,1761202800,True,9.063584973813901,0.378013439997225,-41.07312747739814
XRP,2025-10-26,xrp-above-2pt7-on-october-26,1761209100,False,1.9136976286437333,0.021686075124371693,-120.41561303122484
XRP,2025-10-24,xrp-above-2pt6-on-october-24,1761210000,True,2.7415676454808278,-0.12072220579983292,-143.95341736298815
SOL,2025-10-24,solana-above-190-on-october-24,1761210000,False,8.14812763272673,-0.06396945019616652,71.56329409543184
XRP,2025-10-24,xrp-above-2pt3-on-october-24,1761213600,True,5.224208878607781,0.03055577042659047,-65.74043814482641
ETH,2025-10-24,ethereum-above-3700-on-october-24,1761218100,True,5.295976072105206,0.11720575326595672,-77.23606155095943
ETH,2025-10-23,ethereum-above-3800-on-october-23,1761218100,True,11.669453400116822,0.11213999084894417,-77.23606155095943
XRP,2025-10-23,xrp-above-2pt3-on-october-23,1761221700,False,3.5192396549704186,-0.0449504442023805,120.7274934386274
XRP,2025-10-26,xrp-above-2pt8-on-october-26,1761221700,False,1.0833902709649381,-0.013162900931062387,114.49709303771023
XRP,2025-10-24,xrp-above-2pt4-on-october-24,1761224400,False,5.552171316726508,-0.0547840241854346,91.6711282374526
XRP,2025-10-24,xrp-above-2pt5-on-october-24,1761226200,False,4.912119885435795,-0.011625748005825644,16.66736499855605
XRP,2025-10-25,xrp-above-2pt5-on-october-25,1761229800,False,4.394316484059546,-0.027255905629574195,55.02535872972608
XRP,2025-10-25,xrp-above-2pt8-on-october-25,1761232500,False,1.1222091003637482,0.005278947233564294,-54.04070351523892
BTC,2025-10-26,bitcoin-above-110k-on-october-26,1761233400,False,10.965481680231711,-0.08012740622981432,66.27911005370069
BTC,2025-10-25,bitcoin-above-112k-on-october-25,1761237000,False,10.380038613454454,-0.01969009432919426,12.135220867106495
SOL,2025-10-24,solana-above-180-on-october-24,1761237900,False,3.80964810611208,0.02319845989470802,-67.66529004076051
SOL,2025-10-25,solana-above-170-on-october-25,1761237900,False,1.0857881728184142,0.006611795283891039,-67.66529004076051
ETH,2025-10-25,ethereum-above-4000-on-october-25,1761238800,True,7.71027053967441,-0.32638889124320464,-79.43138443367488
ETH,2025-10-27,ethereum-above-3900-on-october-27,1761238800,True,6.021840925159093,0.10535682671907468,-78.3252679944997
ETH,2025-10-27,ethereum-above-4100-on-october-27,1761238800,True,4.767856890095681,0.49545465801103417,-123.5699561058947
ETH,2025-10-28,ethereum-above-3800-on-october-28,1761238800,True,4.654674801315684,0.14128706531959837,-109.62669773512529
ETH,2025-10-26,ethereum-above-3800-on-october-26,1761238800,True,6.0667224799686394,0.05232801543811667,-78.3252679944997
ETH,2025-10-24,ethereum-above-3800-on-october-24,1761238800,True,7.829499998729094,0.26156751905386244,-78.3252679944997
ETH,2025-10-27,ethereum-above-4000-on-october-27,1761238800,True,5.834492315240994,0.2873236595737243,-79.43138443367488
ETH,2025-10-26,ethereum-above-4000-on-october-26,1761238800,True,6.911405616274962,0.4092364214193117,-78.3252679944997
BTC,2025-10-27,bitcoin-above-110k-on-october-27,1761238800,True,9.381730820472667,0.07497474974672942,-67.24033477434551
BTC,2025-10-27,bitcoin-above-106k-on-october-27,1761238800,True,6.0099701236668155,-0.07305457996465446,-67.24033477434551
ETH,2025-10-29,ethereum-above-4000-on-october-29,1761238800,True,4.399446271725315,-0.41232884513877216,-109.62669773512529
BTC,2025-10-24,bitcoin-above-112k-on-october-24,1761238800,True,13.514104443607904,-0.18688532689539858,-32.80522421961142
BTC,2025-10-27,bitcoin-above-108k-on-october-27,1761238800,True,8.032184719225178,-0.03820153652975565,-67.24033477434551
BTC,2025-10-28,bitcoin-above-110k-on-october-28,1761238800,True,8.093148815123435,0.173376181955694,-67.24033477434551
XRP,2025-10-26,xrp-above-2pt6-on-october-26,1761238800,False,3.0824472525670448,0.031006514905635333,-107.59069590622755
ETH,2025-10-28,ethereum-above-3900-on-october-28,1761238800,True,5.092586962519282,0.26165133646670286,-78.3252679944997
ETH,2025-10-26,ethereum-above-3900-on-october-26,1761238800,True,7.265476546283247,0.20536521816440761,-78.3252679944997
ETH,2025-10-28,ethereum-above-4300-on-october-28,1761242400,False,2.3913229804514353,0.05569622731796466,-239.90963284331997
XRP,2025-10-25,xrp-above-2pt6-on-october-25,1761242400,True,3.2045286931976618,0.6978866269505807,-144.79137911227983
BTC,2025-10-28,bitcoin-above-108k-on-october-28,1761246000,True,7.0100129824549695,0.06386968919752482,-60.69207565301044
SOL,2025-10-25,solana-above-200-on-october-25,1761246000,True,5.291510213568796,-0.1784926828777603,-82.835746809353
ETH,2025-10-27,ethereum-above-3800-on-october-27,1761246900,True,5.906595180435107,-0.06268634737790145,-68.39608792731673
BTC,2025-10-25,bitcoin-above-110k-on-october-25,1761246900,True,12.775986285394461,0.32130494237059126,-41.528675212478184
BTC,2025-10-24,bitcoin-above-110k-on-october-24,1761249600,True,18.662698891436083,0.49707229912333295,-27.022867286358842
SOL,2025-10-26,solana-above-200-on-october-26,1761251400,True,4.421973335274791,-0.3815489304700104,-75.45612668649548
SOL,2025-10-25,solana-above-190-on-october-25,1761253200,False,7.637974528819225,-0.15468878646071255,195.63732029843823
BTC,2025-10-25,bitcoin-above-108k-on-october-25,1761253200,False,11.308310322707753,-0.10793356167362891,88.669559565438
BTC,2025-10-24,bitcoin-above-108k-on-october-24,1761254100,False,14.046672127517834,-0.1095069973554057,71.1837920838693
BTC,2025-10-26,bitcoin-above-108k-on-october-26,1761254100,False,9.748282529955898,-0.07599701477593081,71.1837920838693
ETH,2025-10-25,ethereum-above-3900-on-october-25,1761282000,True,8.649893966201798,0.40207508811645115,-64.21605048011484
SOL,2025-10-27,solana-above-210-on-october-27,1761282900,True,2.811808093881344,-0.18207740190105226,-57.03043246730734
BTC,2025-10-28,bitcoin-above-104k-on-october-28,1761282900,False,3.639509561135914,-0.009030108970134138,18.120955765108857
BTC,2025-10-30,bitcoin-above-100k-on-october-30,1761282900,False,2.007781557794807,-0.004981574014454337,18.120955765108857
ETH,2025-10-24,ethereum-above-3900-on-october-24,1761283800,True,12.686336774224413,-0.5050647179922287,-49.385061828390874
BTC,2025-10-30,bitcoin-above-120k-on-october-30,1761283800,False,2.661747636799862,-0.011939953558478452,38.1768156536082
BTC,2025-10-30,bitcoin-above-118k-on-october-30,1761285600,False,3.982135782231246,-0.0049122533024066935,5.674214782308303
BTC,2025-10-25,bitcoin-above-114k-on-october-25,1761285600,True,9.82700998924397,-0.14955599342010106,-28.59523304043269
SOL,2025-10-26,solana-above-210-on-october-26,1761285600,True,2.6050434024219435,-0.13119410283006008,-50.30739547009554
ETH,2025-10-26,ethereum-above-4100-on-october-26,1761291900,False,6.170032680680839,-0.0012698020273356203,-4.86327125361516
BTC,2025-10-28,bitcoin-above-114k-on-october-28,1761297300,False,8.45024957370664,0.004297579034152764,-11.799119782687471
BTC,2025-10-26,bitcoin-above-114k-on-october-26,1761298200,True,10.281673524807053,-0.3715877061307603,-31.444065234742705
BTC,2025-10-30,bitcoin-above-102k-on-october-30,1761303600,False,2.6316903173888258,0.019497592340993616,-80.86133267889451
SOL,2025-10-24,solana-above-190-on-october-24,1761304500,True,22.180780976512693,-0.47317381822151444,-12.520869749292519
BTC,2025-10-27,bitcoin-above-114k-on-october-27,1761309900,True,9.900712129301386,0.47831662437881034,-32.461868248031706
SOL,2025-10-27,solana-above-200-on-october-27,1761309900,True,5.523361586232376,0.5553456522391385,-19.602791936307167
XRP,2025-10-24,xrp-above-2pt4-on-october-24,1761311700,False,1.0285346574441365,0.002551026838294261,-31.813174923373328
XRP,2025-10-26,xrp-above-2pt7-on-october-26,1761314400,False,3.1565223836492105,0.0406414086232965,-135.76771952614735
XRP,2025-10-27,xrp-above-2pt7-on-october-27,1761314400,True,3.265767368070341,-0.30619175721626146,-130.93018012680122
BTC,2025-10-26,bitcoin-above-112k-on-october-26,1761314400,True,15.144200171654937,0.3013080584774365,-32.19044512136992
SOL,2025-10-26,solana-above-190-on-october-26,1761315300,True,8.068289251122604,0.13504835196139475,-74.84790641226932
XRP,2025-10-24,xrp-above-2pt5-on-october-24,1761316200,True,28.59475997696922,-0.21956229241316694,5.240773335568232
ETH,2025-10-25,ethereum-above-3800-on-october-25,1761320700,False,8.959028319319708,-0.05691373368414451,56.70513278723354
ETH,2025-10-30,ethereum-above-4000-on-october-30,1761320700,False,4.55336395396167,-0.028926010076775362,56.70513278723354
SOL,2025-10-25,solana-above-180-on-october-25,1761323400,False,3.3331872636516637,-0.06392650612154677,186.03491108339094
BTC,2025-10-25,bitcoin-above-112k-on-october-25,1761323400,False,15.974449703912256,-0.06758460521433876,35.309515209812965
ETH,2025-10-26,ethereum-above-4000-on-october-26,1761327000,True,8.852486092163009,0.4146886105155583,-13.670822622025328
XRP,2025-10-25,xrp-above-2pt6-on-october-25,1761330600,False,4.486953856697594,-0.05640127075411117,118.70051549059453
SOL,2025-10-25,solana-above-200-on-october-25,1761332400,False,4.751573067428524,-0.05057748299123543,101.13407258953971
ETH,2025-10-25,ethereum-above-4000-on-october-25,1761336000,False,12.803362491161362,-0.035894317311540844,21.24301655824475
SOL,2025-10-25,solana-above-190-on-october-25,1761341400,False,13.029317809418632,-0.03727798847064797,23.237210631687685
SOL,2025-10-26,solana-above-200-on-october-26,1761346800,True,7.178098943184428,-0.357951812146831,-43.95838795750489
SOL,2025-10-28,solana-above-200-on-october-28,1761354900,False,4.835919756019493,-0.2638463798246136,551.7149350125078
SOL,2025-10-28,solana-above-210-on-october-28,1761355800,False,2.900442676844377,-0.15504041365445315,540.6179196123687
BTC,2025-10-27,bitcoin-above-108k-on-october-27,1761365700,False,8.040251643802799,-0.033021753810928124,34.1923797371727
BTC,2025-10-25,bitcoin-above-110k-on-october-25,1761367500,False,13.856921903365706,-0.048363578145035044,28.02419709111544
BTC,2025-10-28,bitcoin-above-116k-on-october-28,1761370200,False,4.825027941967235,-0.02404349273170186,42.951290813791914
BTC,2025-10-29,bitcoin-above-116k-on-october-29,1761381000,False,6.222383715568178,-0.0066522176932052,3.697191882091455
ETH,2025-10-27,ethereum-above-4000-on-october-27,1761381000,False,9.846340145880584,-0.04117007019258095,34.816312159110346
BTC,2025-10-30,bitcoin-above-118k-on-october-30,1761381000,False,4.114252674452513,-0.004398459768212915,3.697191882091455
BTC,2025-10-29,bitcoin-above-114k-on-october-29,1761381900,False,9.45131647570559,-0.014837111511772255,8.707460439379943
ETH,2025-10-29,ethereum-above-4000-on-october-29,1761384600,False,6.165822895780539,0.012357735253387993,-27.023891761051683
ETH,2025-10-28,ethereum-above-4000-on-october-28,1761385500,False,7.5533735246538125,0.015229643841058373,-27.138158921772177
BTC,2025-10-28,bitcoin-above-108k-on-october-28,1761391800,False,7.406175063615806,0.005602613579748514,-14.53583288811769
ETH,2025-10-25,ethereum-above-3900-on-october-25,1761405300,False,9.70097217658021,-0.013564841399766155,7.045970797628341
BTC,2025-10-26,bitcoin-above-112k-on-october-26,1761416100,False,31.855609622183312,-0.014717648000256184,-2.345932004038739
ETH,2025-10-26,ethereum-above-3900-on-october-26,1761416100,False,17.6074924128916,-0.060846406438877704,27.76740574147634
ETH,2025-10-26,ethereum-above-4000-on-october-26,1761417000,False,16.267750592432733,-0.04674092031175575,21.92466997558703
ETH,2025-10-27,ethereum-above-3900-on-october-27,1761418800,True,10.502437363279798,-0.22167832836968937,-38.18194047670935
BTC,2025-10-26,bitcoin-above-114k-on-october-26,1761429600,True,8.445978653024046,-0.2003720453174513,10.954927968381403
ETH,2025-10-29,ethereum-above-3900-on-october-29,1761429600,False,6.3274896107697955,0.026637690103246958,-49.07671000903014
BTC,2025-10-27,bitcoin-above-114k-on-october-27,1761434100,True,11.451378814338362,0.5386003743716198,-17.477048179080196
ETH,2025-10-30,ethereum-above-3800-on-october-30,1761438600,False,4.765643572212489,0.020368214574281954,-49.50185189468031
ETH,2025-10-28,ethereum-above-3800-on-october-28,1761438600,False,5.91213139922293,0.025268268410349598,-49.50185189468031
BTC,2025-10-28,bitcoin-above-114k-on-october-28,1761440400,False,10.409809385190945,0.019813838533767992,-25.595768653131493
ETH,2025-10-30,ethereum-above-3700-on-october-30,1761441300,False,3.703097306573704,0.009880515513143175,-33.41608118572918
BTC,2025-10-29,bitcoin-above-104k-on-october-29,1761457500,False,1.8613690506128249,-0.0129373927757702,62.84976395539055
BTC,2025-10-30,bitcoin-above-104k-on-october-30,1761457500,False,2.917158818108466,-0.0202756296000223,62.84976395539055
ETH,2025-10-29,ethereum-above-4000-on-october-29,1761471000,True,6.7992028771983595,-0.29553593151377877,-36.813741979061334
ETH,2025-10-27,ethereum-above-4100-on-october-27,1761471000,False,9.560593046734548,-0.18881394648825992,190.91414717402714
BTC,2025-10-27,bitcoin-above-112k-on-october-27,1761471000,True,19.01463544619979,0.02475712946716785,-29.799233817499406
ETH,2025-10-27,ethereum-above-4000-on-october-27,1761472800,False,13.221264962443996,-0.32188068244873697,236.92077421646354
BTC,2025-10-29,bitcoin-above-114k-on-october-29,1761478200,False,10.580456375290295,-0.08234727175359802,71.60099807695603
BTC,2025-10-27,bitcoin-above-116k-on-october-27,1761479100,False,10.170709394199603,-0.02115015533623274,14.51592279757649
ETH,2025-10-27,ethereum-above-3800-on-october-27,1761479100,False,2.7600813189887115,-0.019927657344599163,65.61475197259752
BTC,2025-10-29,bitcoin-above-118k-on-october-29,1761479100,False,5.818474562525404,-0.012099612332598321,14.51592279757649
BTC,2025-10-29,bitcoin-above-106k-on-october-29,1761479100,False,3.0062667436454076,-0.006251580508879015,14.51592279757649
ETH,2025-10-27,ethereum-above-4200-on-october-27,1761479100,False,5.880421065445458,-0.04245636359623472,65.61475197259752
BTC,2025-10-28,bitcoin-above-116k-on-october-28,1761484500,False,10.05834831439569,-0.030163524178060355,23.50977573030313
BTC,2025-10-30,bitcoin-above-120k-on-october-30,1761508800,False,4.071210754430725,-0.03716327416647537,85.33294551647279
ETH,2025-10-29,ethereum-above-4200-on-october-29,1761523200,False,6.8148618652326105,-0.07984936092356171,111.48504786820509
ETH,2025-10-28,ethereum-above-4200-on-october-28,1761523200,False,8.688746065671427,-0.10180555883465343,111.48504786820509
ETH,2025-10-29,ethereum-above-4100-on-october-29,1761523200,False,6.683363494892156,-0.07830860176485545,111.48504786820509
BTC,2025-10-27,bitcoin-above-114k-on-october-27,1761523200,False,20.850476597081734,-0.08511967401892255,34.778148883986134
ETH,2025-10-30,ethereum-above-4000-on-october-30,1761523200,False,4.900503537611656,-0.057418929894712964,111.48504786820509
SOL,2025-10-28,solana-above-210-on-october-28,1761526800,False,6.705172045335353,-0.02928170473382979,37.322638227178345
SOL,2025-10-27,solana-above-210-on-october-27,1761526800,False,7.084612575754615,-0.03093873388992938,37.322638227178345
ETH,2025-10-28,ethereum-above-4300-on-october-28,1761531300,False,8.152799890975997,-0.06341707681533251,71.77041603597583
XRP,2025-10-28,xrp-above-2pt4-on-october-28,1761534000,False,1.230243818299337,-0.003510192993254676,21.52203062239963
XRP,2025-10-27,xrp-above-2pt7-on-october-27,1761535800,False,9.559554418484364,-0.053021979152233834,48.45741073863506
XRP,2025-10-28,xrp-above-2pt7-on-october-28,1761544800,True,7.552684516350289,-0.27872544823813905,-87.30696210840848
BTC,2025-10-28,bitcoin-above-118k-on-october-28,1761546600,True,12.159229372851975,-0.02952356287643261,-52.85889600896289
SOL,2025-10-30,solana-above-170-on-october-30,1761550200,False,0.2836117424875333,0.006460926837681722,-234.5697790911345
SOL,2025-10-27,solana-above-200-on-october-27,1761554700,True,22.985969909365767,0.5107980987883098,-66.92997363968531
BTC,2025-10-30,bitcoin-above-104k-on-october-30,1761554700,True,0.9720288920737095,0.10927548906855443,-17.951118634351367
SOL,2025-10-28,solana-above-190-on-october-28,1761556500,False,4.774190761888374,-0.015678075569140682,26.02604071673688
SOL,2025-10-30,solana-above-180-on-october-30,1761558300,False,1.9294878485927611,0.007405555647070617,-45.081222412189064
ETH,2025-10-27,ethereum-above-4100-on-october-27,1761558300,True,14.238159123455633,0.17188495129170522,-52.57331068788857
XRP,2025-10-28,xrp-above-2pt8-on-october-28,1761570900,True,3.4560263597850454,-0.04687767137286561,-13.662759725274874
XRP,2025-10-27,xrp-above-2pt6-on-october-27,1761573600,True,23.57211239794851,-0.15540840780871584,-63.01458725196005
BTC,2025-10-29,bitcoin-above-110k-on-october-29,1761581700,False,4.156258899537103,0.014789068875594873,-42.35785521773475
ETH,2025-10-28,ethereum-above-4000-on-october-28,1761592500,True,3.1713304248844882,0.14733360807934406,-157.940230249983
SOL,2025-10-29,solana-above-200-on-october-29,1761592500,True,9.12526745631974,-0.31782931992087954,-71.70631262568644
ETH,2025-10-30,ethereum-above-4200-on-october-30,1761595200,True,6.934852821565794,0.27903911926044045,-104.69593153681508
BTC,2025-10-30,bitcoin-above-118k-on-october-30,1761595200,True,8.472972895813808,0.3667415221575772,-47.12212504104105
SOL,2025-10-29,solana-above-190-on-october-29,1761601500,False,5.512752132309552,-0.08427808685693385,145.8785923225912
ETH,2025-10-28,ethereum-above-4100-on-october-28,1761606000,True,14.374050776110854,-0.49231135418880156,-18.475296071129574
SOL,2025-10-28,solana-above-200-on-october-28,1761606000,False,12.813082442304264,-0.166296800655695,122.7931730112066
ETH,2025-10-28,ethereum-above-4200-on-october-28,1761611400,True,12.53099794498147,-0.11878702207570146,-20.66457199096432
ETH,2025-10-29,ethereum-above-4100-on-october-29,1761620400,True,9.47694099516959,-0.12605446319733496,-32.50126666514712
SOL,2025-10-30,solana-above-200-on-october-30,1761630300,False,7.049402964201801,-0.0983766653818806,133.95613997465477
XRP,2025-10-28,xrp-above-2pt7-on-october-28,1761640200,True,11.76922484139729,-0.13285580298918767,1.5117158003087712
BTC,2025-10-31,bitcoin-above-120k-on-october-31,1761644700,False,4.823668794647376,-0.030859111845211066,57.57341982790225
ETH,2025-10-29,ethereum-above-4000-on-october-29,1761651900,True,8.092034250214208,-0.4480046850299496,-31.25800097432594
XRP,2025-10-29,xrp-above-2pt8-on-october-29,1761655500,True,4.202987705731945,-0.0141140264164213,-123.85349116716121
XRP,2025-10-28,xrp-above-2pt6-on-october-28,1761656400,True,5.890634306640778,0.11785709851213469,-149.79286775366936
BTC,2025-10-28,bitcoin-above-114k-on-october-28,1761658200,True,17.337169232815775,0.16540821490407084,-25.848859991935516
ETH,2025-10-29,ethereum-above-4300-on-october-29,1761662700,False,4.376873787549756,-0.004214804853427765,2.8965646702346826
ETH,2025-10-31,ethereum-above-4300-on-october-31,1761662700,False,4.865577703802135,-0.004685412812005156,2.8965646702346826
ETH,2025-10-30,ethereum-above-4300-on-october-30,1761662700,False,5.150893567430165,-0.004960163866102277,2.8965646702346826
BTC,2025-10-30,bitcoin-above-112k-on-october-30,1761662700,False,9.568867524154617,-0.003740925052034571,-2.040750180572669
BTC,2025-10-29,bitcoin-above-112k-on-october-29,1761662700,False,9.76246561706337,-0.003816611746824763,-2.040750180572669
XRP,2025-10-29,xrp-above-2pt6-on-october-29,1761662700,False,10.025283271672015,-0.15455433816258926,147.1644014486158
ETH,2025-10-31,ethereum-above-4100-on-october-31,1761662700,False,6.690251349809468,-0.006442521586991968,2.8965646702346826
ETH,2025-10-30,ethereum-above-4100-on-october-30,1761662700,False,8.274888077692612,-0.007968481643368358,2.8965646702346826
BTC,2025-10-30,bitcoin-above-114k-on-october-30,1761662700,False,13.160598476912014,-0.005145103369627615,-2.040750180572669
ETH,2025-10-29,ethereum-above-4200-on-october-29,1761662700,False,9.759736575265213,-0.009398348474798616,2.8965646702346826
BTC,2025-10-31,bitcoin-above-116k-on-october-31,1761662700,False,10.53098149123628,-0.004117061123861539,-2.040750180572669
BTC,2025-10-29,bitcoin-above-116k-on-october-29,1761662700,False,18.117524357862944,-0.0070830012621753684,-2.040750180572669
ETH,2025-10-29,ethereum-above-3900-on-october-29,1761662700,False,3.927281882031397,-0.0037818606477184576,2.8965646702346826
ETH,2025-10-30,ethereum-above-3900-on-october-30,1761662700,False,4.781727993536195,-0.004604667928112755,2.8965646702346826
ETH,2025-10-30,ethereum-above-4000-on-october-30,1761662700,False,7.109821800397396,-0.0068465559862755845,2.8965646702346826
ETH,2025-10-30,ethereum-above-3800-on-october-30,1761662700,False,2.6751942114794556,-0.002576135866306904,2.8965646702346826
BTC,2025-10-31,bitcoin-above-118k-on-october-31,1761662700,False,8.078058402520032,-0.0031580969193588404,-2.040750180572669
BTC,2025-10-29,bitcoin-above-114k-on-october-29,1761662700,False,19.608033020375142,-0.0076657119311015764,-2.040750180572669
SOL,2025-10-30,solana-above-210-on-october-30,1761665400,True,4.540768479623427,0.2324653756831602,-110.94415359202988
SOL,2025-10-30,solana-above-180-on-october-30,1761667200,False,1.2954200531139488,0.022212617974885232,-177.5795015262
XRP,2025-10-29,xrp-above-2pt5-on-october-29,1761675300,True,2.0778887880378183,0.0960950624940483,-298.370966279283
ETH,2025-10-31,ethereum-above-4000-on-october-31,1761680700,True,6.650111621543412,-0.250041166240141,-56.60548508037264
ETH,2025-11-02,ethereum-above-4500-on-november-2,1761681600,False,1.815080803792607,0.025977615541717382,-150.12896406893097
SOL,2025-10-29,solana-above-200-on-october-29,1761681600,True,9.205397003010054,-0.2559789601032949,-88.95346209154106
BTC,2025-11-03,bitcoin-above-120k-on-november-3,1761683400,False,3.482092809249195,-0.007282594404900895,13.963201845516465
SOL,2025-11-02,solana-above-220-on-november-2,1761684300,False,1.4806452779686319,-0.003813514827617247,19.600769673503272
BTC,2025-11-02,bitcoin-above-120k-on-november-2,1761684300,False,3.512161725111938,0.0016138704012767448,-11.537985462546896
BTC,2025-11-03,bitcoin-above-118k-on-november-3,1761685200,False,5.159339515349188,0.013150564013384412,-32.42342394881307
BTC,2025-11-02,bitcoin-above-118k-on-november-2,1761685200,False,5.230521419364704,0.013331998513394686,-32.42342394881307
BTC,2025-11-01,bitcoin-above-120k-on-november-1,1761686100,False,3.2024482574044915,0.008441098447622641,-33.29366362791195
BTC,2025-11-01,bitcoin-above-118k-on-november-1,1761687000,True,5.175890735334791,-0.005890822822333844,-37.066058719420354
BTC,2025-11-03,bitcoin-above-122k-on-november-3,1761688800,False,2.5286098941811397,0.009333059763401605,-43.84771651096138
BTC,2025-11-02,bitcoin-above-122k-on-november-2,1761688800,False,2.322334974101377,0.008571702243910144,-43.84771651096138
ETH,2025-11-01,ethereum-above-4400-on-november-1,1761689700,False,1.8956880720720068,-0.004674143249357471,17.65597930066622
BTC,2025-11-04,bitcoin-above-114k-on-november-4,1761692400,True,7.271782167424489,0.30312013931436244,-42.82896049662821
BTC,2025-11-02,bitcoin-above-114k-on-november-2,1761692400,True,8.482920685828445,-0.20129346855619984,-53.94031040047361
BTC,2025-11-03,bitcoin-above-114k-on-november-3,1761692400,True,7.808001049847552,0.03261877330697021,-42.82896049662821
BTC,2025-11-01,bitcoin-above-114k-on-november-1,1761693300,True,9.328960479019177,-0.19006504946668243,-25.54119829175719
XRP,2025-10-29,xrp-above-2pt7-on-october-29,1761695100,False,6.690565973680042,-0.12252784831663932,176.10709395078058
BTC,2025-11-03,bitcoin-above-116k-on-november-3,1761695100,True,6.964623575813784,0.12535391078572095,-45.96116185706718
BTC,2025-11-02,bitcoin-above-116k-on-november-2,1761696000,False,7.352947457782354,0.019353559755864804,-33.26742248899756
SOL,2025-11-03,solana-above-220-on-november-3,1761702300,False,1.6687340576087784,-0.008451834026510846,44.163785642419576
BTC,2025-11-04,bitcoin-above-116k-on-november-4,1761705000,False,6.455145210263286,-0.025488161989397917,32.566181936690555
BTC,2025-11-01,bitcoin-above-116k-on-november-1,1761705000,False,7.593174440473722,-0.029981674129474205,32.566181936690555
BTC,2025-11-02,bitcoin-above-112k-on-november-2,1761706800,False,8.389486125455527,-0.05165129146130324,54.65359069682072
BTC,2025-11-04,bitcoin-above-112k-on-november-4,1761706800,False,7.218212161250407,-0.04444014503331987,54.65359069682072
BTC,2025-11-03,bitcoin-above-112k-on-november-3,1761706800,False,7.738229309638005,-0.0476417186332506,54.65359069682072
BTC,2025-11-01,bitcoin-above-112k-on-november-1,1761706800,False,9.279627840879682,-0.05713159961101618,54.65359069682072
ETH,2025-10-29,ethereum-above-4100-on-october-29,1761714000,False,11.160158567705844,0.009221600334818635,-15.259108557780527
ETH,2025-10-29,ethereum-above-4000-on-october-29,1761745500,True,34.52737159001136,0.013907227645194607,-28.420695172152225
BTC,2025-10-31,bitcoin-above-114k-on-october-31,1761745500,True,10.963576521760679,-0.10312514335711269,-62.131023234457416
XRP,2025-10-30,xrp-above-2pt6-on-october-30,1761750000,True,8.395112908490068,-0.015890813764374564,-73.3522852639577
ETH,2025-10-30,ethereum-above-3800-on-october-30,1761756300,True,5.608177454625254,-0.5520077449575959,-177.80301329353046
BTC,2025-11-05,bitcoin-above-110k-on-november-5,1761757200,False,6.730615957284631,-0.024439091760257516,29.397907330265664
BTC,2025-10-31,bitcoin-above-116k-on-october-31,1761759000,True,5.509716540899175,-0.03045793709750094,-130.28874014174022
BTC,2025-11-04,bitcoin-above-122k-on-november-4,1761759900,False,1.9719388736481327,1.894035180981051e-05,-6.912629850123437
ETH,2025-11-01,ethereum-above-3900-on-november-1,1761760800,True,5.804979797358626,-0.4921401422114349,-377.5604312030022
BTC,2025-11-02,bitcoin-above-110k-on-november-2,1761760800,True,8.230316096924524,0.4820040208783967,-191.936951589863
