asset,slug,K,T_pm,ts,sigma,tte_d,S_bin,S_T,delta,ret_T,label,event,is_test,entry,entry_ts,ev_raw,ev_hedged
ETH,ethereum-above-3000-on-november-30,3000.0,1764522060,1764111600,0.6895688226779807,4.750694444444445,2970.42,3039.99,5.0022761064057315,0.023150868981050465,1,2025-11-30,False,0.37,1764112500.0,0.613683,0.49787596125356165
BTC,bitcoin-above-90k-on-november-29,90000.0,1764435660,1764111600,0.44672124328674606,3.7506944444444446,87642.41,91009.1,7.319396606639141,0.037694488309035705,1,2025-11-29,False,0.23,1764112500.0,0.757603,0.48170209018184534
ETH,ethereum-above-2900-on-november-30,2900.0,1764522060,1764111600,0.7089916313318855,4.750694444444445,2970.42,3039.99,4.772939022971805,0.023150868981050465,1,2025-11-30,False,0.55,1764112500.0,0.432675,0.3221773140246367
BTC,bitcoin-above-88k-on-december-1,88000.0,1764608460,1764111600,0.4714299115619142,5.750694444444444,87642.41,84618.21,6.709293279684951,-0.035115521531595466,0,2025-12-01,False,0.43,1764112500.0,-0.44715699999999997,-0.2115566673754343
BTC,bitcoin-above-86k-on-november-29,86000.0,1764435660,1764111600,0.4748293909032441,3.7506944444444446,87642.41,91009.1,7.742880194971829,0.037694488309035705,1,2025-11-29,False,0.62,1764112500.0,0.363508,0.07164409301237029
BTC,bitcoin-above-86k-on-november-30,86000.0,1764522060,1764112500,0.48263811019389624,4.740277777777778,87828.4,91748.01,6.810339811025199,0.04366088657320363,1,2025-11-30,False,0.62,1764113400.0,0.363508,0.0661625259858557
BTC,bitcoin-above-88k-on-december-2,88000.0,1764694860,1764112500,0.4763212550799353,6.740277777777778,87828.4,90913.0,6.151327911427689,0.034518094506331934,1,2025-12-02,False,0.45,1764113400.0,0.532675,0.3203428818139016
BTC,bitcoin-above-90k-on-november-30,90000.0,1764522060,1764112500,0.45747488599953534,4.740277777777778,87828.4,91748.01,6.771335492132494,0.04366088657320363,1,2025-11-30,False,0.27,1764113400.0,0.716203,0.4205604891288952
BTC,bitcoin-above-84k-on-december-2,84000.0,1764694860,1764121500,0.5117915561388566,6.636111111111112,88079.2,90913.0,4.672100365951168,0.031666595538250394,1,2025-12-02,False,0.74,1764122400.0,0.246532,0.0985824873973127
BTC,bitcoin-above-84k-on-december-1,84000.0,1764608460,1764121500,0.5119858077990934,5.636111111111111,88079.2,84618.21,4.86130257302099,-0.040086918044490376,1,2025-12-01,False,0.76,1764122400.0,0.227232,0.4221066378341626
BTC,bitcoin-above-90k-on-december-1,90000.0,1764608460,1764121500,0.4570884546747981,5.636111111111111,88079.2,84618.21,6.462212131173659,-0.040086918044490376,0,2025-12-01,False,0.29,1764122400.0,-0.304413,-0.045362831911530066
BTC,bitcoin-above-88k-on-november-29,88000.0,1764435660,1764173700,0.3999745863117171,3.031944444444444,87564.07,91009.1,10.813920111287675,0.03858874753073475,1,2025-11-29,False,0.41,1764174600.0,0.5730670000000001,0.155771367007985
BTC,bitcoin-above-86k-on-december-2,86000.0,1764694860,1764176400,0.45056359479637176,6.000694444444445,87820.01,90913.0,6.531776008576495,0.03461362625645004,1,2025-12-02,False,0.62,1764177300.0,0.363508,0.13741954644828616
BTC,bitcoin-above-86k-on-december-1,86000.0,1764608460,1764176400,0.439115280551825,5.000694444444444,87820.01,84618.21,7.216346355643642,-0.03713988732629071,0,2025-12-01,False,0.63,1764177300.0,-0.646317,-0.37830270944390654
ETH,ethereum-above-3000-on-december-2,3000.0,1764694860,1764178200,0.6561338138040035,5.97986111111111,2975.85,3005.59,4.705104304673453,0.009944175674629368,1,2025-12-02,False,0.41,1764179100.0,0.5730670000000001,0.5262786162268724
ETH,ethereum-above-3100-on-november-30,3100.0,1764522060,1764178200,0.5914642975272425,3.979861111111111,2975.85,3039.99,5.0817252208188375,0.021324513464282113,0,2025-11-30,False,0.35,1764179100.0,-0.365925,-0.4742903178931333
BTC,bitcoin-above-92k-on-december-2,92000.0,1764694860,1764178200,0.4188968468387898,5.97986111111111,88663.14,90913.0,5.758779469182572,0.025058760372817773,0,2025-12-02,False,0.17,1764179100.0,-0.179877,-0.32418487475814883
ETH,ethereum-above-2800-on-december-1,2800.0,1764608460,1764178200,0.6833439585089753,4.979861111111111,2975.85,2735.22,3.848000752324865,-0.08431784107897701,0,2025-12-01,False,0.88,1764179100.0,-0.887392,-0.562936884093688
ETH,ethereum-above-2900-on-december-2,2900.0,1764694860,1764178200,0.6719365474181124,5.97986111111111,2975.85,3005.59,4.487642413842479,0.009944175674629368,1,2025-12-02,False,0.55,1764179100.0,0.432675,0.3880490954718326
BTC,bitcoin-above-92k-on-december-1,92000.0,1764608460,1764179100,0.39597616948332737,4.969444444444444,89512.99,84618.21,7.141237271142249,-0.056234262737319976,0,2025-12-01,False,0.17,1764180000.0,-0.179877,0.22170521297495516
BTC,bitcoin-above-94k-on-december-2,94000.0,1764694860,1764179100,0.41163032628972107,5.969444444444445,89512.99,90913.0,4.801194879373567,0.015519250845420881,0,2025-12-02,False,0.21,1764180000.0,-0.221613,-0.2961239476907486
ETH,ethereum-above-3200-on-november-30,3200.0,1764522060,1764179100,0.5994294657779894,3.9694444444444446,3014.2,3039.99,3.9167224747446934,0.008519770935596764,0,2025-11-30,False,0.1,1764180000.0,-0.1063,-0.13966957830312848
BTC,bitcoin-above-94k-on-november-30,94000.0,1764522060,1764179100,0.3688288914470359,3.9694444444444446,89512.99,91748.01,4.508424474452801,0.024662042912292608,0,2025-11-30,False,0.039,1764180000.0,-0.04162353,-0.15281048785578524
ETH,ethereum-above-3200-on-december-2,3200.0,1764694860,1764179100,0.6511431252328028,5.969444444444445,3014.2,3005.59,3.5892250572594353,-0.002860566854055904,0,2025-12-02,False,0.15,1764180000.0,-0.15892499999999998,-0.14865778176945674
ETH,ethereum-above-3200-on-december-1,3200.0,1764608460,1764180000,0.6342790453026829,4.959027777777778,3026.89,2735.22,3.9520827675649715,-0.10132381837333017,0,2025-12-01,False,0.15,1764180900.0,-0.15892499999999998,0.2415151165371212
ETH,ethereum-above-3300-on-december-2,3300.0,1764694860,1764180000,0.6611772381296431,5.959027777777778,3026.89,3005.59,2.6788603685967027,-0.007061801619723819,0,2025-12-02,False,0.09,1764180900.0,-0.095733,-0.07681541951002986
BTC,bitcoin-above-90k-on-december-2,90000.0,1764694860,1764181800,0.42687142034464454,5.938194444444445,90349.26,90913.0,7.320040717446342,0.006220178625377132,1,2025-12-02,False,0.5,1764182700.0,0.4825,0.43696803919245
BTC,bitcoin-above-92k-on-november-30,92000.0,1764522060,1764181800,0.3749584543908997,3.938194444444444,90349.26,91748.01,9.109288468493473,0.015362970692248831,0,2025-11-30,False,0.26,1764182700.0,-0.273468,-0.41341373176870544
BTC,bitcoin-above-88k-on-november-30,88000.0,1764522060,1764197100,0.40485812327477994,3.7611111111111106,90241.84,91748.01,8.149005602165918,0.016552619713368674,1,2025-11-30,False,0.42,1764198000.0,0.5629480000000001,0.4280606092252368
ETH,ethereum-above-3000-on-november-30,3000.0,1764522060,1764198000,0.6050366120649541,3.7506944444444446,3027.88,3039.99,6.457789122952376,0.003991521268017587,1,2025-11-30,False,0.36,1764198900.0,0.623872,0.598095597371363
ETH,ethereum-above-2900-on-november-30,2900.0,1764522060,1764198000,0.6314993355416453,3.7506944444444446,3027.88,3039.99,5.071124953771423,0.003991521268017587,1,2025-11-30,False,0.57,1764198900.0,0.41284300000000007,0.3926014968942467
BTC,bitcoin-above-88k-on-december-1,88000.0,1764608460,1764198000,0.42675668199417277,4.750694444444445,90386.57,84618.21,7.138145186973981,-0.065946202738257,0,2025-12-01,False,0.44,1764198900.0,-0.457248,0.013485569675299625
